blue_bans,red_bans,blue_picks,red_picks,patch,blue_side,red_side,winner,loser
Rumble,Senna,Syndra,Zoe,10.4,,,,
Corki,Olaf,Kalista,Miss Fortune,10.4,,,,
Gragas,LeBlanc,Sett,Thresh,10.4,,,,
,,,,,Golden Guardians,Dignitas,blue_side,red_side
Syndra,Ornn,Aatrox,Sett,10.4,,,,
Tahm Kench,Senna,Zac,Gragas,10.4,,,,
Xayah,Rumble,Orianna,Irelia,10.4,,,,
Zilean,Olaf,Aphelios,Miss Fortune,10.4,,,,
LeBlanc,Sejuani,Thresh,Nautilus,10.4,,,,
,,,,,FlyQuest,TSM,red_side,blue_side
Syndra,Ornn,Aatrox,Camille,10.4,,,,
RekSai,Aphelios,Gragas,Lee Sin,10.4,,,,
Senna,Sett,Zoe,LeBlanc,10.4,,,,
Sejuani,Trundle,Miss Fortune,Varus,10.4,,,,
Corki,Azir,Nautilus,Tahm Kench,10.4,,,,
,,,,,100 Thieves,Immortals,blue_side,red_side
Riven,Ornn,Mordekaiser,Aatrox,10.4,,,,
Syndra,Tahm Kench,Pantheon,Lee Sin,10.4,,,,
Sett,LeBlanc,Taliyah,Ahri,10.4,,,,
Viktor,Zoe,Nautilus,Aphelios,10.4,,,,
Cassiopeia,RekSai,Senna,Shen,10.4,,,,
,,,,,Evil Geniuses,FlyQuest,blue_side,red_side
Rumble,Sett,Ornn,Janna,10.4,,,,
Senna,Elise,Lee Sin,Trundle,10.4,,,,
Yuumi,Mordekaiser,Viktor,Syndra,10.4,,,,
Cassiopeia,Zoe,Miss Fortune,Aphelios,10.4,,,,
Sejuani,Gragas,Braum,Thresh,10.4,,,,
,,,,,Team Liquid,CLG,red_side,blue_side
Yuumi,Rumble,Aatrox,Renekton,10.4,,,,
Sett,Ornn,Lee Sin,Trundle,10.4,,,,
Xayah,Senna,Zoe,Syndra,10.4,,,,
Gangplank,Orianna,Aphelios,Miss Fortune,10.4,,,,
RekSai,LeBlanc,Tahm Kench,Nautilus,10.4,,,,
,,,,,Dignitas,100 Thieves,red_side,blue_side
Tahm Kench,Syndra,Sett,Shen,10.4,,,,
Senna,Ornn,Jarvan IV,Lee Sin,10.4,,,,
Pantheon,Aphelios,Zilean,Zoe,10.4,,,,
Gangplank,Gragas,Xayah,Miss Fortune,10.4,,,,
Aatrox,Sejuani,Rakan,Leona,10.4,,,,
,,,,,TSM,Cloud9,blue_side,red_side
Olaf,Aphelios,Aatrox,Lucian,10.4,,,,
Rumble,Senna,Gragas,Elise,10.4,,,,
Ornn,Sett,Cassiopeia,Anivia,10.4,,,,
Varus,Zoe,Miss Fortune,Jinx,10.4,,,,
Qiyana,Syndra,Braum,Tahm Kench,10.4,,,,
,,,,,Cloud9,Dignitas,blue_side,red_side
Rumble,Aphelios,Camille,Aatrox,10.4,,,,
Sett,Ornn,Trundle,Sejuani,10.4,,,,
Varus,Senna,Cassiopeia,Orianna,10.4,,,,
Azir,Syndra,Miss Fortune,Ezreal,10.4,,,,
Zoe,LeBlanc,Nautilus,Braum,10.4,,,,
,,,,,Immortals,CLG,blue_side,red_side
Yuumi,Ornn,Sett,Mordekaiser,10.4,,,,
Aatrox,LeBlanc,Lee Sin,Sejuani,10.4,,,,
Varus,Zoe,Syndra,Orianna,10.4,,,,
Olaf,Renekton,Rumble,Aphelios,10.4,,,,
RekSai,Nautilus,Senna,Tahm Kench,10.4,,,,
,,,,,Evil Geniuses,Golden Guardians,blue_side,red_side
Xayah,Ornn,Rumble,Mordekaiser,10.4,,,,
Sett,Aphelios,RekSai,Jarvan IV,10.4,,,,
Yuumi,Aatrox,Viktor,Zoe,10.4,,,,
Syndra,Pantheon,Varus,Ezreal,10.4,,,,
LeBlanc,Sejuani,Tahm Kench,Senna,10.4,,,,
,,,,,CLG,TSM,blue_side,red_side
Yuumi,Ornn,Mordekaiser,Sett,10.4,,,,
Riven,Soraka,Jarvan IV,Gragas,10.4,,,,
Syndra,Rumble,Ziggs,Qiyana,10.4,,,,
Ahri,Pantheon,Aphelios,Nautilus,10.4,,,,
Zoe,Orianna,Tahm Kench,Senna,10.4,,,,
,,,,,Dignitas,FlyQuest,red_side,blue_side
Xayah,Ornn,Sett,Aatrox,10.4,,,,
Senna,Tahm Kench,Sejuani,Gragas,10.4,,,,
Aphelios,Miss Fortune,Syndra,Azir,10.4,,,,
Olaf,Zoe,Kalista,Ezreal,10.4,,,,
Cassiopeia,Lee Sin,Taric,Yuumi,10.4,,,,
,,,,,Team Liquid,100 Thieves,blue_side,red_side
Yuumi,Ornn,Sett,Zac,10.4,,,,
Tahm Kench,Senna,RekSai,Lee Sin,10.4,,,,
LeBlanc,Syndra,Orianna,Zoe,10.4,,,,
Aatrox,Gragas,Aphelios,Xayah,10.4,,,,
Renekton,Sejuani,Nautilus,Rakan,10.4,,,,
,,,,,100 Thieves,Evil Geniuses,blue_side,red_side
Yuumi,Ornn,Aatrox,Gangplank,10.4,,,,
Xayah,Taric,Sejuani,Jarvan IV,10.4,,,,
Sett,Senna,LeBlanc,Syndra,10.4,,,,
Qiyana,Azir,Aphelios,Miss Fortune,10.4,,,,
Gragas,Lee Sin,Tahm Kench,Nautilus,10.4,,,,
,,,,,Golden Guardians,Immortals,blue_side,red_side
Xayah,Ornn,Sett,Kayle,10.4,,,,
Senna,Aphelios,Gragas,Sejuani,10.4,,,,
Syndra,Yuumi,Zoe,Maokai,10.4,,,,
Aatrox,Trundle,Miss Fortune,Varus,10.4,,,,
Irelia,Jarvan IV,Braum,Tahm Kench,10.4,,,,
,,,,,Team Liquid,TSM,blue_side,red_side
Olaf,Aphelios,Sett,Aatrox,10.4,,,,
Yuumi,Ornn,Gragas,Lee Sin,10.4,,,,
Riven,Senna,Zoe,Syndra,10.4,,,,
Corki,Elise,Ezreal,Varus,10.4,,,,
Qiyana,Sejuani,Tahm Kench,Blitzcrank,10.4,,,,
,,,,,Cloud9,FlyQuest,blue_side,red_side
Rumble,Aphelios,Sett,Pantheon,10.3,,,,
Soraka,Xayah,Lee Sin,Jarvan IV,10.3,,,,
Mordekaiser,Ornn,Zoe,Viktor,10.3,,,,
Elise,LeBlanc,Miss Fortune,Varus,10.3,,,,
Orianna,Syndra,Braum,Tahm Kench,10.3,,,,
,,,,,Team Liquid,Dignitas,blue_side,red_side
Mordekaiser,Xayah,Ornn,Sett,10.3,,,,
Yuumi,Aphelios,Lee Sin,Sejuani,10.3,,,,
Aatrox,Soraka,Syndra,LeBlanc,10.3,,,,
Jarvan IV,Senna,Tristana,Ezreal,10.3,,,,
Gragas,Tahm Kench,Taric,Braum,10.3,,,,
,,,,,TSM,Evil Geniuses,blue_side,red_side
Soraka,Yuumi,Sett,Aatrox,10.3,,,,
Lucian,Aphelios,Trundle,Sejuani,10.3,,,,
Miss Fortune,Ornn,Corki,Azir,10.3,,,,
Braum,Rumble,Xayah,Varus,10.3,,,,
Tahm Kench,Zoe,Rakan,Thresh,10.3,,,,
,,,,,FlyQuest,CLG,blue_side,red_side
Xayah,Aphelios,Gangplank,Lucian,10.3,,,,
Aatrox,Ornn,Olaf,Gragas,10.3,,,,
Soraka,Sett,Zoe,Syndra,10.3,,,,
Jarvan IV,LeBlanc,Ezreal,Miss Fortune,10.3,,,,
Renekton,Orianna,Yuumi,Nautilus,10.3,,,,
,,,,,Golden Guardians,100 Thieves,red_side,blue_side
Nautilus,Aphelios,Sett,Vladimir,10.3,,,,
Mordekaiser,Soraka,Elise,Lee Sin,10.3,,,,
Rumble,Ornn,Orianna,Zoe,10.3,,,,
Aatrox,Sejuani,Xayah,Tahm Kench,10.3,,,,
LeBlanc,Gragas,Rakan,Senna,10.3,,,,
,,,,,Immortals,Cloud9,red_side,blue_side
Varus,Aphelios,Ornn,Sett,10.3,,,,
Xayah,Yuumi,Sejuani,Elise,10.3,,,,
Aatrox,Soraka,Zoe,Viktor,10.3,,,,
Cassiopeia,Olaf,Ezreal,Ashe,10.3,,,,
Syndra,Lee Sin,Braum,Tahm Kench,10.3,,,,
,,,,,Evil Geniuses,Team Liquid,blue_side,red_side
Yuumi,Riven,Sett,Aatrox,10.3,,,,
Soraka,Syndra,RekSai,Lee Sin,10.3,,,,
Ornn,Aphelios,Orianna,Zoe,10.3,,,,
LeBlanc,Sejuani,Xayah,Miss Fortune,10.3,,,,
Gragas,Azir,Rakan,Thresh,10.3,,,,
,,,,,FlyQuest,Golden Guardians,blue_side,red_side
Xayah,Rumble,Mordekaiser,Ornn,10.3,,,,
Ezreal,Soraka,Jarvan IV,Sejuani,10.3,,,,
Yuumi,Sett,Orianna,Corki,10.3,,,,
Aatrox,Olaf,Aphelios,Miss Fortune,10.3,,,,
Syndra,LeBlanc,Thresh,Nautilus,10.3,,,,
,,,,,Dignitas,Immortals,blue_side,red_side
Ornn,Senna,Sett,Aatrox,10.3,,,,
Yuumi,Aphelios,Lee Sin,Gragas,10.3,,,,
Soraka,Elise,Rumble,Azir,10.3,,,,
Sejuani,Qiyana,Varus,Miss Fortune,10.3,,,,
LeBlanc,Zoe,Tahm Kench,Braum,10.3,,,,
,,,,,Cloud9,CLG,blue_side,red_side
Senna,Aphelios,Aatrox,Kennen,10.3,,,,
Soraka,Yuumi,Gragas,Lee Sin,10.3,,,,
Sett,Ornn,LeBlanc,Syndra,10.3,,,,
Jarvan IV,Elise,Miss Fortune,Xayah,10.3,,,,
Sejuani,Trundle,Nautilus,Rakan,10.3,,,,
,,,,,100 Thieves,TSM,red_side,blue_side
Elise,Aphelios,Renekton,Aatrox,10.3,,,,
Nautilus,Sett,Jarvan IV,Gragas,10.3,,,,
Tahm Kench,Yuumi,Rumble,Cassiopeia,10.3,,,,
Qiyana,Olaf,Xayah,Miss Fortune,10.3,,,,
Yasuo,LeBlanc,Rakan,Leona,10.3,,,,
,,,,,Evil Geniuses,Cloud9,red_side,blue_side
Soraka,Rumble,Ornn,Aatrox,10.3,,,,
Senna,Yuumi,Trundle,Sejuani,10.3,,,,
Sett,Riven,Syndra,Zoe,10.3,,,,
Gragas,Lee Sin,Aphelios,Xayah,10.3,,,,
LeBlanc,Olaf,Thresh,Rakan,10.3,,,,
,,,,,FlyQuest,100 Thieves,blue_side,red_side
Soraka,Aphelios,Renekton,Ornn,10.3,,,,
Nautilus,Sett,Lee Sin,RekSai,10.3,,,,
Xayah,Aatrox,LeBlanc,Corki,10.3,,,,
Syndra,Mordekaiser,Lucian,Ezreal,10.3,,,,
Leona,Sivir,Yuumi,Braum,10.3,,,,
,,,,,Evil Geniuses,Immortals,blue_side,red_side
Riven,Sett,Aatrox,Ornn,10.3,,,,
Soraka,Rumble,Pantheon,Lee Sin,10.3,,,,
Jarvan IV,Lucian,Taliyah,Syndra,10.3,,,,
Olaf,Gragas,Aphelios,Miss Fortune,10.3,,,,
Zoe,LeBlanc,Braum,Yuumi,10.3,,,,
,,,,,TSM,FlyQuest,red_side,blue_side
Xayah,Yuumi,Sett,Mordekaiser,10.3,,,,
Ornn,Aphelios,Gragas,Sejuani,10.3,,,,
Miss Fortune,Soraka,Yasuo,Vladimir,10.3,,,,
LeBlanc,Olaf,Kaisa,Varus,10.3,,,,
Qiyana,Rumble,Nautilus,Tahm Kench,10.3,,,,
,,,,,CLG,Team Liquid,red_side,blue_side
Lee Sin,Rumble,Gangplank,Ornn,10.3,,,,
Sett,Soraka,Elise,Jarvan IV,10.3,,,,
Aatrox,Lucian,Orianna,Diana,10.3,,,,
Cassiopeia,LeBlanc,Miss Fortune,Aphelios,10.3,,,,
Syndra,Nautilus,Leona,Thresh,10.3,,,,
,,,,,Dignitas,Golden Guardians,red_side,blue_side
Rumble,Aatrox,Sett,Soraka,10.3,,,,
Elise,Xayah,Lee Sin,Olaf,10.3,,,,
Lucian,Irelia,Ryze,Ornn,10.3,,,,
LeBlanc,Jarvan IV,Aphelios,Miss Fortune,10.3,,,,
Braum,Zoe,Nautilus,Leona,10.3,,,,
,,,,,100 Thieves,Dignitas,red_side,blue_side
Qiyana,Rumble,Aatrox,Sett,10.3,,,,
Lee Sin,Syndra,Trundle,Sejuani,10.3,,,,
Aphelios,Soraka,Neeko,Cassiopeia,10.3,,,,
Zoe,LeBlanc,Ezreal,Kaisa,10.3,,,,
Elise,Olaf,Yuumi,Nautilus,10.3,,,,
,,,,,CLG,Golden Guardians,red_side,blue_side
Syndra,Rumble,Sett,Akali,10.3,,,,
Xayah,Aphelios,Elise,Gragas,10.3,,,,
Ornn,Soraka,Qiyana,Renekton,10.3,,,,
Yasuo,Lee Sin,Varus,Miss Fortune,10.3,,,,
Pantheon,Olaf,Tahm Kench,Nautilus,10.3,,,,
,,,,,Cloud9,TSM,blue_side,red_side
Sett,Aphelios,Ornn,Gangplank,10.3,,,,
Syndra,Xayah,Lee Sin,Sejuani,10.3,,,,
Miss Fortune,Aatrox,Ryze,Cassiopeia,10.3,,,,
Gragas,Olaf,Kalista,Ezreal,10.3,,,,
Elise,LeBlanc,Taric,Nautilus,10.3,,,,
,,,,,Team Liquid,Immortals,red_side,blue_side
Gragas,Akali,Aatrox,Ornn,10.2,,,,
RekSai,Aphelios,Lee Sin,Elise,10.2,,,,
Sett,Jarvan IV,Rumble,Azir,10.2,,,,
Qiyana,Zoe,Miss Fortune,Xayah,10.2,,,,
Rakan,Braum,Leona,Nautilus,10.2,,,,
,,,,,CLG,Immortals,red_side,blue_side
Lucian,Akali,Kennen,Aatrox,10.2,,,,
Soraka,Xayah,Jarvan IV,Lee Sin,10.2,,,,
Sett,Aphelios,Rumble,Zoe,10.2,,,,
Syndra,LeBlanc,Senna,Miss Fortune,10.2,,,,
Mordekaiser,Gangplank,Galio,Thresh,10.2,,,,
,,,,,Team Liquid,Golden Guardians,red_side,blue_side
Tahm Kench,Akali,Camille,Aatrox,10.2,,,,
Soraka,Rumble,Lee Sin,Jarvan IV,10.2,,,,
Lucian,Sett,Zoe,Malzahar,10.2,,,,
LeBlanc,Riven,Aphelios,Xayah,10.2,,,,
Syndra,Orianna,Nautilus,Rakan,10.2,,,,
,,,,,FlyQuest,Evil Geniuses,red_side,blue_side
Elise,Rumble,Gangplank,Aatrox,10.2,,,,
Sett,Lucian,RekSai,Lee Sin,10.2,,,,
Irelia,Akali,Orianna,Zoe,10.2,,,,
Gragas,Jarvan IV,Senna,Aphelios,10.2,,,,
LeBlanc,Olaf,Tahm Kench,Nautilus,10.2,,,,
,,,,,Dignitas,Cloud9,red_side,blue_side
Syndra,Akali,Aatrox,Qiyana,10.2,,,,
Irelia,Rumble,Jarvan IV,Gragas,10.2,,,,
Gangplank,Sett,Zoe,Ornn,10.2,,,,
LeBlanc,Lee Sin,Aphelios,Xayah,10.2,,,,
Camille,Elise,Thresh,Rakan,10.2,,,,
,,,,,Golden Guardians,TSM,red_side,blue_side
Lucian,Akali,Chogath,Gangplank,10.2,,,,
Aatrox,Rumble,RekSai,Gragas,10.2,,,,
Xayah,Sett,Syndra,Orianna,10.2,,,,
Yasuo,LeBlanc,Aphelios,Senna,10.2,,,,
Zoe,Ornn,Braum,Thresh,10.2,,,,
,,,,,Immortals,100 Thieves,blue_side,red_side
Riven,Akali,Rumble,Aatrox,10.2,,,,
Lucian,Sett,Gragas,Jarvan IV,10.2,,,,
Blitzcrank,Elise,Qiyana,Diana,10.2,,,,
Syndra,Camille,Aphelios,Senna,10.2,,,,
Orianna,LeBlanc,Nautilus,Tahm Kench,10.2,,,,
,,,,,Cloud9,FlyQuest,blue_side,red_side
Lucian,Akali,Irelia,Kennen,10.2,,,,
Gangplank,Rumble,Sett,Elise,10.2,,,,
Tahm Kench,Xayah,Syndra,VelKoz,10.2,,,,
Renekton,Jarvan IV,Miss Fortune,Aphelios,10.2,,,,
Pantheon,LeBlanc,Leona,Braum,10.2,,,,
,,,,,TSM,Dignitas,blue_side,red_side
Rumble,Akali,Aatrox,Gangplank,10.2,,,,
Jarvan IV,Sett,Gragas,Lee Sin,10.2,,,,
Xayah,Lucian,Orianna,Syndra,10.2,,,,
Elise,Qiyana,Aphelios,Senna,10.2,,,,
LeBlanc,Braum,Thresh,Tahm Kench,10.2,,,,
,,,,,100 Thieves,Team Liquid,blue_side,red_side
Gangplank,Akali,Sett,Soraka,10.2,,,,
Lucian,Tahm Kench,Elise,Jarvan IV,10.2,,,,
Rumble,LeBlanc,Orianna,Syndra,10.2,,,,
Kayle,Lee Sin,Xayah,Aphelios,10.2,,,,
Mordekaiser,Gragas,Rakan,Nautilus,10.2,,,,
,,,,,Evil Geniuses,CLG,red_side,blue_side
Lucian,Akali,Ornn,Sylas,10.2,,,,
Jarvan IV,Rumble,Qiyana,Olaf,10.2,,,,
Lee Sin,Sett,Syndra,LeBlanc,10.2,,,,
Mordekaiser,Gragas,Xayah,Senna,10.2,,,,
Aatrox,Elise,Rakan,Tahm Kench,10.2,,,,
,,,,,TSM,CLG,blue_side,red_side
Lucian,Akali,Aatrox,Sett,10.2,,,,
Elise,Blitzcrank,Jarvan IV,Lee Sin,10.2,,,,
Tahm Kench,Riven,Rumble,Ekko,10.2,,,,
Syndra,Nautilus,Senna,Aphelios,10.2,,,,
Orianna,Leona,Alistar,Thresh,10.2,,,,
,,,,,FlyQuest,Dignitas,blue_side,red_side
Irelia,Akali,Sett,Soraka,10.2,,,,
Elise,Lucian,RekSai,Lee Sin,10.2,,,,
Kayle,Rumble,Syndra,LeBlanc,10.2,,,,
Fiora,Zoe,Xayah,Senna,10.2,,,,
Camille,Jarvan IV,Rakan,Tahm Kench,10.2,,,,
,,,,,Immortals,Golden Guardians,blue_side,red_side
Elise,Akali,Aatrox,Camille,10.2,,,,
Tahm Kench,Sett,Jarvan IV,Lee Sin,10.2,,,,
Rumble,Lucian,LeBlanc,Morgana,10.2,,,,
Syndra,Xayah,Miss Fortune,Senna,10.2,,,,
Zoe,Aphelios,Leona,Nautilus,10.2,,,,
,,,,,100 Thieves,Cloud9,red_side,blue_side
Qiyana,Akali,Ornn,Mordekaiser,10.2,,,,
Blitzcrank,Sett,Jarvan IV,Lee Sin,10.2,,,,
Rumble,Tahm Kench,Zoe,Syndra,10.2,,,,
Thresh,LeBlanc,Aphelios,Senna,10.2,,,,
