blue_bans,red_bans,blue_picks,red_picks,patch,blue_side,red_side,winner,loser
Ambessa,Vi,Galio,Taliyah,15.5,,,,
Gnar,Viktor,Ezreal,Kaisa,15.5,,,,
Wukong,Tristana,Nautilus,Rell,15.5,,,,
,,,,,CTBC Flying Oyster,Karmine Corp,red_side,blue_side
Zyra,Kalista,Ambessa,Renekton,15.5,,,,
Viktor,Renata Glasc,Vi,Nidalee,15.5,,,,
Maokai,Skarner,Hwei,Tristana,15.5,,,,
Poppy,Ahri,Jhin,Ashe,15.5,,,,
Braum,Rakan,Pyke,Thresh,15.5,,,,
,,,,,Karmine Corp,CTBC Flying Oyster,red_side,blue_side
Maokai,Zyra,Ornn,Gnar,15.5,,,,
Draven,Lillia,Nocturne,Wukong,15.5,,,,
Viktor,Skarner,Akali,Aurora,15.5,,,,
Gangplank,Orianna,Kalista,Caitlyn,15.5,,,,
Gwen,Jax,Renata Glasc,Karma,15.5,,,,
,,,,,CTBC Flying Oyster,Karmine Corp,blue_side,red_side
Zyra,Viktor,Jax,Gangplank,15.5,,,,
Lillia,Draven,Maokai,Skarner,15.5,,,,
Miss Fortune,Lulu,Corki,Orianna,15.5,,,,
Lucian,Ziggs,Nilah,Zeri,15.5,,,,
Rakan,Poppy,Senna,Yuumi,15.5,,,,
,,,,,Karmine Corp,CTBC Flying Oyster,blue_side,red_side
Yone,Taliyah,KSante,Kayle,15.5,,,,
Jayce,Rumble,Pantheon,Vi,15.5,,,,
Poppy,Skarner,Ziggs,Ryze,15.5,,,,
Gnar,Tristana,Kalista,Draven,15.5,,,,
Sylas,Maokai,Renata Glasc,Pyke,15.5,,,,
,,,,,Team Liquid,Hanwha Life eSports,red_side,blue_side
Yone,Taliyah,Renekton,Quinn,15.5,,,,
Jayce,Rumble,Maokai,Zyra,15.5,,,,
Sylas,Skarner,Cassiopeia,Tristana,15.5,,,,
Alistar,Jax,Varus,Jhin,15.5,,,,
Gnar,Nautilus,Rakan,Rell,15.5,,,,
,,,,,Team Liquid,Hanwha Life eSports,blue_side,red_side
Taliyah,Yone,Ambessa,Jax,15.5,,,,
Poppy,Jayce,Skarner,Ivern,15.5,,,,
Sejuani,Rumble,Kassadin,Viktor,15.5,,,,
Corki,Akali,Sivir,Ezreal,15.5,,,,
Azir,Sylas,Braum,Leona,15.5,,,,
,,,,,Hanwha Life eSports,Team Liquid,blue_side,red_side
Vi,Rumble,Jayce,KSante,15.5,,,,
Varus,Skarner,Sejuani,Nidalee,15.5,,,,
Kalista,Azir,Taliyah,Yone,15.5,,,,
Ashe,Braum,Ezreal,Jhin,15.5,,,,
Miss Fortune,Poppy,Alistar,Leona,15.5,,,,
,,,,,CTBC Flying Oyster,Top Esports,blue_side,red_side
Zyra,Kalista,Rumble,Sion,15.5,,,,
Vi,Ashe,Xin Zhao,Skarner,15.5,,,,
Miss Fortune,Varus,Sylas,Azir,15.5,,,,
Rell,Rakan,Corki,Caitlyn,15.5,,,,
Braum,Draven,Poppy,Nautilus,15.5,,,,
,,,,,Top Esports,CTBC Flying Oyster,red_side,blue_side
Nidalee,Skarner,Rumble,Aurora,15.5,,,,
Yone,Kalista,Xin Zhao,Vi,15.5,,,,
Jayce,Azir,Taliyah,Sylas,15.5,,,,
Ambessa,Braum,Ezreal,Varus,15.5,,,,
Galio,Karma,Leona,Poppy,15.5,,,,
,,,,,Karmine Corp,Hanwha Life eSports,red_side,blue_side
Nidalee,Skarner,Ambessa,Gnar,15.5,,,,
Jayce,Kalista,Ivern,Maokai,15.5,,,,
Sejuani,Yone,Azir,Corki,15.5,,,,
Camille,Braum,Jhin,Ashe,15.5,,,,
Seraphine,Rell,Alistar,Renata Glasc,15.5,,,,
,,,,,Karmine Corp,Hanwha Life eSports,blue_side,red_side
Zyra,Nidalee,Vladimir,Sion,15.5,,,,
Viktor,Yone,Wukong,Sejuani,15.5,,,,
Skarner,Braum,Jayce,Ryze,15.5,,,,
Nautilus,Lillia,Kaisa,Draven,15.5,,,,
Pyke,Gwen,Rell,Rakan,15.5,,,,
,,,,,Hanwha Life eSports,Karmine Corp,blue_side,red_side
Skarner,Kalista,Gwen,KSante,15.5,,,,
Zyra,Rumble,Vi,Xin Zhao,15.5,,,,
Yone,Varus,Taliyah,Azir,15.5,,,,
Leona,Jax,Kaisa,Ezreal,15.5,,,,
Poppy,Nautilus,Rakan,Alistar,15.5,,,,
,,,,,Team Liquid,CTBC Flying Oyster,red_side,blue_side
Zyra,Rumble,Jax,Gangplank,15.5,,,,
Miss Fortune,Kalista,Sejuani,Maokai,15.5,,,,
Skarner,Varus,Corki,Yone,15.5,,,,
Jhin,Nautilus,Ziggs,Tristana,15.5,,,,
Gragas,Pantheon,Poppy,Leona,15.5,,,,
,,,,,Team Liquid,CTBC Flying Oyster,red_side,blue_side
Maokai,Nidalee,Ambessa,Jayce,15.5,,,,
Azir,Vi,Viego,Skarner,15.5,,,,
Varus,Rumble,Aurora,Taliyah,15.5,,,,
Seraphine,Sejuani,Kalista,Ashe,15.5,,,,
Viktor,Nocturne,Renata Glasc,Karma,15.5,,,,
,,,,,Top Esports,Karmine Corp,red_side,blue_side
Azir,Nidalee,Gnar,Aatrox,15.5,,,,
Maokai,Vi,Karthus,Ivern,15.5,,,,
Sejuani,Rumble,Corki,Yone,15.5,,,,
Kennen,Poppy,Varus,Ezreal,15.5,,,,
Xin Zhao,Alistar,Rell,Leona,15.5,,,,
,,,,,Top Esports,Karmine Corp,red_side,blue_side
Zyra,Kalista,Rumble,Karma,15.5,,,,
Skarner,Sejuani,Vi,Wukong,15.5,,,,
Leona,Maokai,Yone,Azir,15.5,,,,
KSante,Varus,Ashe,Ezreal,15.5,,,,
Ornn,Kaisa,Rakan,Alistar,15.5,,,,
,,,,,Hanwha Life eSports,CTBC Flying Oyster,blue_side,red_side
Jayce,Skarner,Gragas,Vladimir,15.5,,,,
Poppy,Zyra,Kindred,Nidalee,15.5,,,,
Varus,Kalista,Taliyah,Zed,15.5,,,,
Ambessa,Sejuani,Corki,Miss Fortune,15.5,,,,
Akali,Lillia,Leona,Rell,15.5,,,,
,,,,,CTBC Flying Oyster,Hanwha Life eSports,red_side,blue_side
Ziggs,Nidalee,Rumble,Galio,15.5,,,,
Varus,Yone,Vi,Xin Zhao,15.5,,,,
Taliyah,Kalista,Aurora,Tristana,15.5,,,,
Karma,Kaisa,Ashe,Ezreal,15.5,,,,
Azir,Miss Fortune,Braum,Rakan,15.5,,,,
,,,,,Top Esports,Team Liquid,blue_side,red_side
Nidalee,Ziggs,KSante,Aatrox,15.5,,,,
Yone,Skarner,Maokai,Pantheon,15.5,,,,
Poppy,Taliyah,Hwei,Sylas,15.5,,,,
Sejuani,Cassiopeia,Kalista,Varus,15.5,,,,
Gnar,Corki,Nautilus,Neeko,15.5,,,,
,,,,,Team Liquid,Top Esports,red_side,blue_side
Draven,KSante,Rumble,Ambessa,15.5,,,,
Maokai,Zyra,Skarner,Vi,15.5,,,,
Kalista,Azir,Viktor,Aurora,15.5,,,,
Ahri,Yone,Ezreal,Kaisa,15.5,,,,
Taliyah,Poppy,Leona,Rakan,15.5,,,,
,,,,,CTBC Flying Oyster,Karmine Corp,blue_side,red_side
Zyra,Kalista,Jayce,Sion,15.5,,,,
Lillia,Azir,Brand,Sejuani,15.5,,,,
KSante,Maokai,Yone,Taliyah,15.5,,,,
Sylas,Renata Glasc,Varus,Miss Fortune,15.5,,,,
Braum,Ivern,Nautilus,Rell,15.5,,,,
,,,,,Karmine Corp,CTBC Flying Oyster,red_side,blue_side
Poppy,Kalista,Jax,Kennen,15.5,,,,
Varus,Jayce,Skarner,Vi,15.5,,,,
Nidalee,Rumble,Azir,Aurora,15.5,,,,
Ambessa,Braum,Ezreal,Miss Fortune,15.5,,,,
Gragas,Gnar,Alistar,Leona,15.5,,,,
,,,,,Hanwha Life eSports,Top Esports,blue_side,red_side
Galio,Yone,Gragas,Aatrox,15.5,,,,
Jayce,Rumble,Nocturne,Nidalee,15.5,,,,
Gnar,Ambessa,Orianna,Akali,15.5,,,,
KSante,Ahri,Kalista,Varus,15.5,,,,
Neeko,Viego,Renata Glasc,Poppy,15.5,,,,
,,,,,Top Esports,Hanwha Life eSports,red_side,blue_side
Ziggs,Viktor,Jayce,Ornn,15.5,,,,
Draven,Rumble,Vi,Maokai,15.5,,,,
Taliyah,Kalista,Aurora,Tristana,15.5,,,,
Poppy,Ambessa,Ezreal,Varus,15.5,,,,
KSante,Braum,Rell,Nautilus,15.5,,,,
,,,,,Karmine Corp,Team Liquid,red_side,blue_side
Ziggs,Viktor,Camille,Ambessa,15.5,,,,
Draven,Kalista,Sejuani,Skarner,15.5,,,,
Taliyah,Yone,Azir,Aurelion Sol,15.5,,,,
Hwei,Corki,Miss Fortune,Ashe,15.5,,,,
Braum,Jhin,Leona,Pantheon,15.5,,,,
,,,,,Karmine Corp,Team Liquid,blue_side,red_side
Viktor,Ziggs,KSante,Gnar,15.5,,,,
Yone,Rumble,Nocturne,Xin Zhao,15.5,,,,
Draven,Kalista,Taliyah,Ahri,15.5,,,,
Rakan,Xayah,Lucian,Zeri,15.5,,,,
Lulu,Corki,Nami,Yuumi,15.5,,,,
,,,,,Team Liquid,Karmine Corp,blue_side,red_side
