blue_bans,red_bans,blue_picks,red_picks,patch,blue_side,red_side,winner,loser
Syndra,Varus,Ornn,Aatrox,10.11,,,,
Yuumi,Cassiopeia,Lee Sin,Trundle,10.11,,,,
Kalista,Graves,Orianna,Diana,10.11,,,,
Corki,LeBlanc,Aphelios,Miss Fortune,10.11,,,,
Zoe,Azir,Braum,Nautilus,10.11,,,,
,,,,,Immortals,CLG,red_side,blue_side
Sett,Varus,Mordekaiser,Ornn,10.11,,,,
Graves,Syndra,Trundle,Nidalee,10.11,,,,
Ezreal,Yuumi,Orianna,Jayce,10.11,,,,
LeBlanc,Azir,Aphelios,Kalista,10.11,,,,
Corki,Zoe,Braum,Thresh,10.11,,,,
,,,,,Team Liquid,Golden Guardians,blue_side,red_side
Syndra,Aphelios,Sett,Aatrox,10.11,,,,
Varus,Kalista,Nidalee,Trundle,10.11,,,,
Ornn,Graves,Orianna,Corki,10.11,,,,
Zilean,Lee Sin,Ezreal,Miss Fortune,10.11,,,,
LeBlanc,Kindred,Lulu,Yuumi,10.11,,,,
,,,,,Dignitas,TSM,red_side,blue_side
Trundle,Varus,Gangplank,Ornn,10.11,,,,
Graves,Kalista,Olaf,Kindred,10.11,,,,
Syndra,LeBlanc,Galio,Azir,10.11,,,,
Lulu,Aatrox,Ezreal,Aphelios,10.11,,,,
Cassiopeia,Zoe,Yuumi,Nautilus,10.11,,,,
,,,,,Cloud9,100 Thieves,blue_side,red_side
Ornn,Varus,Renekton,Sett,10.11,,,,
Kalista,Syndra,Graves,Trundle,10.11,,,,
Yuumi,Aphelios,Ekko,Orianna,10.11,,,,
Karma,LeBlanc,Kaisa,Ezreal,10.11,,,,
Zoe,Galio,Thresh,Leona,10.11,,,,
,,,,,Golden Guardians,Dignitas,blue_side,red_side
Ornn,Varus,Karma,Sett,10.11,,,,
Aphelios,Syndra,Graves,Kindred,10.11,,,,
Yuumi,Kalista,Galio,Cassiopeia,10.11,,,,
Corki,Aatrox,Kaisa,Ezreal,10.11,,,,
Viktor,Wukong,Nautilus,Rakan,10.11,,,,
,,,,,Immortals,FlyQuest,red_side,blue_side
Sett,Varus,Aatrox,Mordekaiser,10.11,,,,
Yuumi,Graves,Kayn,Trundle,10.11,,,,
Ornn,Zilean,Syndra,Azir,10.11,,,,
LeBlanc,Jarvan IV,Kalista,Aphelios,10.11,,,,
Ekko,Lee Sin,Taric,Bard,10.11,,,,
,,,,,TSM,Team Liquid,red_side,blue_side
Sett,Varus,Poppy,Jayce,10.11,,,,
Ornn,Kalista,Trundle,Nidalee,10.11,,,,
Syndra,Graves,Twisted Fate,Cassiopeia,10.11,,,,
Zoe,Malphite,Aphelios,Ezreal,10.11,,,,
Galio,LeBlanc,Lulu,Yuumi,10.11,,,,
,,,,,Evil Geniuses,CLG,blue_side,red_side
Trundle,Varus,Jayce,Sett,10.11,,,,
Graves,Syndra,Olaf,Lee Sin,10.11,,,,
Kalista,Yuumi,LeBlanc,Corki,10.11,,,,
Azir,Ornn,Aphelios,Ezreal,10.11,,,,
Nidalee,Zoe,Nautilus,Karma,10.11,,,,
,,,,,Cloud9,FlyQuest,blue_side,red_side
Sett,Varus,Ornn,Aatrox,10.11,,,,
Kalista,Syndra,Olaf,Kindred,10.11,,,,
Graves,Trundle,Zoe,Corki,10.11,,,,
LeBlanc,Bard,Ezreal,Aphelios,10.11,,,,
Twisted Fate,Karma,Nautilus,Yuumi,10.11,,,,
,,,,,100 Thieves,Evil Geniuses,red_side,blue_side
