blue_bans,red_bans,blue_picks,red_picks,patch,blue_side,red_side,winner,loser
Jayce,Zeri,Lee Sin,Gnar,12.4,,,,
Thresh,Trundle,Hecarim,Xin Zhao,12.4,,,,
Diana,Jarvan IV,Ryze,Twisted Fate,12.4,,,,
Aatrox,Graves,Aphelios,Jinx,12.4,,,,
Gwen,Tryndamere,Leona,Alistar,12.4,,,,
,,,,,Astralis,MAD Lions,red_side,blue_side
Leona,Xin Zhao,Gnar,Graves,12.4,,,,
Gwen,Zeri,Viego,Lee Sin,12.4,,,,
Hecarim,Jayce,Ryze,Orianna,12.4,,,,
Rakan,Yuumi,Jinx,Aphelios,12.4,,,,
Irelia,Nautilus,Thresh,Renata Glasc,12.4,,,,
,,,,,Excel Esports,SK Gaming,blue_side,red_side
Thresh,Zeri,Aatrox,Graves,12.4,,,,
Twisted Fate,Jarvan IV,Xin Zhao,Hecarim,12.4,,,,
Jayce,Jinx,Ahri,Ryze,12.4,,,,
Pyke,Tryndamere,Aphelios,Caitlyn,12.4,,,,
Rakan,Irelia,Tahm Kench,Renata Glasc,12.4,,,,
,,,,,Team BDS,Fnatic,red_side,blue_side
Gwen,Zeri,Renekton,Gnar,12.4,,,,
LeBlanc,Hecarim,Diana,Poppy,12.4,,,,
Viktor,Camille,Yasuo,Twisted Fate,12.4,,,,
Tahm Kench,Rakan,Xayah,Jinx,12.4,,,,
Xin Zhao,Ezreal,Nautilus,Alistar,12.4,,,,
,,,,,Team Vitality,MAD Lions,red_side,blue_side
Caitlyn,Jinx,Akshan,Gwen,12.4,,,,
Aphelios,Zeri,Diana,Jarvan IV,12.4,,,,
Hecarim,Xin Zhao,Azir,Ryze,12.4,,,,
Ezreal,Tryndamere,Jhin,Varus,12.4,,,,
Rakan,Jayce,Tahm Kench,Yuumi,12.4,,,,
,,,,,G2 Esports,Excel Esports,blue_side,red_side
Jayce,Twisted Fate,Graves,Gnar,12.4,,,,
Thresh,Zeri,Trundle,Hecarim,12.4,,,,
Lee Sin,Jarvan IV,Vex,Syndra,12.4,,,,
Akali,Sylas,Jinx,Aphelios,12.4,,,,
LeBlanc,Ryze,Leona,Rakan,12.4,,,,
,,,,,Astralis,Misfits Gaming,red_side,blue_side
Viktor,Hecarim,Gwen,Graves,12.4,,,,
Twisted Fate,Zeri,Lee Sin,Xin Zhao,12.4,,,,
Caitlyn,Jayce,Ryze,Orianna,12.4,,,,
Gnar,Jarvan IV,Jinx,Aphelios,12.4,,,,
Tahm Kench,Volibear,Leona,Rakan,12.4,,,,
,,,,,SK Gaming,Rogue,blue_side,red_side
Diana,Twisted Fate,Gwen,Aatrox,12.4,,,,
Jayce,Zeri,Viego,Hecarim,12.4,,,,
Jarvan IV,Thresh,Viktor,Ryze,12.4,,,,
Nautilus,Tahm Kench,Jinx,Aphelios,12.4,,,,
Gnar,Camille,Pyke,Rakan,12.4,,,,
,,,,,Fnatic,MAD Lions,blue_side,red_side
Aphelios,Ryze,Akshan,Sion,12.4,,,,
Zeri,Twisted Fate,Xin Zhao,Hecarim,12.4,,,,
Jayce,Ahri,Sylas,KogMaw,12.4,,,,
Orianna,LeBlanc,Jinx,Varus,12.4,,,,
Tryndamere,Zoe,Tahm Kench,Zilean,12.4,,,,
,,,,,G2 Esports,Team BDS,blue_side,red_side
Hecarim,Zeri,Gwen,Graves,12.4,,,,
Jayce,Lulu,Lee Sin,Viego,12.4,,,,
Caitlyn,Xin Zhao,Corki,Viktor,12.4,,,,
Blitzcrank,Orianna,Jinx,Aphelios,12.4,,,,
Gnar,Jarvan IV,Tahm Kench,Rakan,12.4,,,,
,,,,,Excel Esports,Rogue,red_side,blue_side
Jarvan IV,Zeri,Gnar,Graves,12.4,,,,
Jayce,Thresh,Volibear,Trundle,12.4,,,,
Ryze,Hecarim,LeBlanc,Twisted Fate,12.4,,,,
Gwen,Orianna,Jinx,Aphelios,12.4,,,,
Corki,Viktor,Tahm Kench,Leona,12.4,,,,
,,,,,SK Gaming,Astralis,red_side,blue_side
Ryze,Zeri,Aatrox,Gnar,12.4,,,,
Hecarim,Graves,Lee Sin,Xin Zhao,12.4,,,,
Diana,Gwen,Syndra,Twisted Fate,12.4,,,,
Gangplank,Jayce,Jinx,Aphelios,12.4,,,,
Camille,Akali,Thresh,Tahm Kench,12.4,,,,
,,,,,Misfits Gaming,Team Vitality,red_side,blue_side
Lee Sin,Twisted Fate,Tryndamere,Gwen,12.4,,,,
Jayce,Ryze,Viego,Xin Zhao,12.4,,,,
Aphelios,Hecarim,Ahri,Akali,12.4,,,,
Viktor,Nautilus,Jinx,Zeri,12.4,,,,
Sylas,Graves,Pyke,Yuumi,12.4,,,,
,,,,,G2 Esports,Misfits Gaming,red_side,blue_side
Jarvan IV,Zeri,Jayce,Graves,12.4,,,,
Hecarim,Ryze,Diana,Xin Zhao,12.4,,,,
Viktor,Thresh,Twisted Fate,Orianna,12.4,,,,
Malphite,Viego,Aphelios,Jinx,12.4,,,,
Ornn,Pyke,Nautilus,Tahm Kench,12.4,,,,
,,,,,Fnatic,Rogue,blue_side,red_side
Ryze,Leona,Aatrox,Gangplank,12.4,,,,
Jayce,Zeri,Hecarim,Xin Zhao,12.4,,,,
Graves,LeBlanc,Viktor,Zilean,12.4,,,,
Diana,Karma,Aphelios,Jinx,12.4,,,,
Orianna,Corki,Rakan,Tahm Kench,12.4,,,,
,,,,,SK Gaming,Team Vitality,red_side,blue_side
Jayce,Trundle,Gnar,Olaf,12.4,,,,
Caitlyn,Ryze,Jarvan IV,Hecarim,12.4,,,,
Thresh,Twisted Fate,Vex,Viktor,12.4,,,,
Syndra,Tahm Kench,Zeri,Jinx,12.4,,,,
Irelia,Alistar,Leona,Nautilus,12.4,,,,
,,,,,Astralis,Team BDS,red_side,blue_side
Diana,Gwen,Kled,Aatrox,12.4,,,,
Ryze,Zeri,Hecarim,Viego,12.4,,,,
Jayce,Xin Zhao,Viktor,Ahri,12.4,,,,
Jarvan IV,Veigar,Jinx,Aphelios,12.4,,,,
Lee Sin,Corki,Lulu,Pyke,12.4,,,,
,,,,,Excel Esports,MAD Lions,blue_side,red_side
Jarvan IV,Zeri,Camille,Jayce,12.3,,,,
Irelia,Thresh,Diana,Volibear,12.3,,,,
Viktor,Graves,Twisted Fate,Ryze,12.3,,,,
Xin Zhao,Rakan,Jinx,Aphelios,12.3,,,,
Lee Sin,Nautilus,Pyke,Leona,12.3,,,,
,,,,,Fnatic,G2 Esports,blue_side,red_side
Viktor,Zeri,Camille,Graves,12.3,,,,
Caitlyn,Ryze,Diana,Xin Zhao,12.3,,,,
Jinx,Aphelios,Galio,Orianna,12.3,,,,
Leona,Yasuo,Ezreal,Jhin,12.3,,,,
Nautilus,Xayah,Rakan,Tahm Kench,12.3,,,,
,,,,,Team Vitality,Rogue,red_side,blue_side
Diana,Zeri,Wukong,Graves,12.3,,,,
Viktor,Twisted Fate,Volibear,Lee Sin,12.3,,,,
Jayce,Ryze,Vex,Corki,12.3,,,,
Akali,Gnar,Jinx,Aphelios,12.3,,,,
Syndra,Orianna,Nautilus,Thresh,12.3,,,,
,,,,,MAD Lions,Misfits Gaming,red_side,blue_side
Hecarim,Zeri,Gwen,Graves,12.3,,,,
Jhin,Caitlyn,Xin Zhao,Viego,12.3,,,,
Jarvan IV,LeBlanc,Veigar,Ryze,12.3,,,,
Trundle,Twisted Fate,Jinx,Aphelios,12.3,,,,
Jayce,Viktor,Thresh,Nautilus,12.3,,,,
,,,,,Excel Esports,Astralis,blue_side,red_side
Diana,Zeri,Graves,Tryndamere,12.3,,,,
Jayce,Thresh,Hecarim,Gwen,12.3,,,,
Ryze,Twisted Fate,Corki,LeBlanc,12.3,,,,
Irelia,Akali,Jinx,Aphelios,12.3,,,,
Camille,Vex,Leona,Lulu,12.3,,,,
,,,,,SK Gaming,Team BDS,blue_side,red_side
Diana,Twisted Fate,Graves,Jayce,12.3,,,,
Jinx,Viktor,Hecarim,Lee Sin,12.3,,,,
Zeri,Caitlyn,Orianna,Ryze,12.3,,,,
Jarvan IV,Thresh,Aphelios,Jhin,12.3,,,,
Xin Zhao,Volibear,Nautilus,Leona,12.3,,,,
,,,,,Rogue,MAD Lions,blue_side,red_side
Caitlyn,Renekton,Jayce,Camille,12.3,,,,
Gwen,Xin Zhao,Jarvan IV,Lee Sin,12.3,,,,
Zeri,Graves,Galio,Ryze,12.3,,,,
Nautilus,Diana,Jinx,Xayah,12.3,,,,
Leona,Poppy,Thresh,Rakan,12.3,,,,
,,,,,Team BDS,Team Vitality,red_side,blue_side
Trundle,Zeri,Gnar,Jayce,12.3,,,,
Hecarim,Twisted Fate,Xin Zhao,Jarvan IV,12.3,,,,
Ryze,Thresh,Viktor,Vex,12.3,,,,
Leona,Graves,Aphelios,Jinx,12.3,,,,
Nautilus,Malphite,Rakan,Galio,12.3,,,,
,,,,,Fnatic,Astralis,red_side,blue_side
Twisted Fate,Zeri,Graves,Gwen,12.3,,,,
Ryze,Hecarim,Volibear,Jarvan IV,12.3,,,,
Jayce,Lee Sin,Orianna,Viktor,12.3,,,,
Tryndamere,Akali,Jinx,Aphelios,12.3,,,,
Irelia,LeBlanc,Leona,Thresh,12.3,,,,
,,,,,SK Gaming,G2 Esports,blue_side,red_side
Caitlyn,Zeri,Graves,Tryndamere,12.3,,,,
Jayce,Thresh,Lee Sin,Jarvan IV,12.3,,,,
Xin Zhao,Gwen,Ryze,LeBlanc,12.3,,,,
Irelia,Lulu,Jinx,Aphelios,12.3,,,,
Rakan,Viktor,Leona,Tahm Kench,12.3,,,,
,,,,,Misfits Gaming,Excel Esports,blue_side,red_side
Diana,Ryze,Graves,Jax,12.3,,,,
Gangplank,Xin Zhao,Viego,Gwen,12.3,,,,
Jayce,Lee Sin,Twisted Fate,Orianna,12.3,,,,
Irelia,Akali,Zeri,Aphelios,12.3,,,,
Jarvan IV,Rakan,Pyke,Thresh,12.3,,,,
,,,,,Fnatic,Team Vitality,blue_side,red_side
LeBlanc,Zeri,Graves,Yone,12.3,,,,
Caitlyn,Jayce,Trundle,Jarvan IV,12.3,,,,
Twisted Fate,Thresh,Ryze,Viktor,12.3,,,,
Syndra,Aphelios,Jhin,Jinx,12.3,,,,
Orianna,Xayah,Leona,Braum,12.3,,,,
,,,,,Astralis,G2 Esports,red_side,blue_side
Jarvan IV,Twisted Fate,Jayce,Graves,12.3,,,,
Malphite,Renekton,Viego,Hecarim,12.3,,,,
Zeri,Ryze,Viktor,Akali,12.3,,,,
Orianna,Thresh,Jinx,Aphelios,12.3,,,,
Rakan,Volibear,Braum,Leona,12.3,,,,
,,,,,MAD Lions,SK Gaming,red_side,blue_side
Zeri,Viktor,Ornn,Camille,12.3,,,,
Jayce,Caitlyn,Lee Sin,Xin Zhao,12.3,,,,
Diana,Twisted Fate,Ryze,Orianna,12.3,,,,
Syndra,Jarvan IV,Lucian,Jinx,12.3,,,,
Gwen,Volibear,Nami,Lulu,12.3,,,,
,,,,,Rogue,Misfits Gaming,red_side,blue_side
Thresh,Renekton,Jayce,Irelia,12.3,,,,
Gwen,Caitlyn,Lee Sin,Xin Zhao,12.3,,,,
Veigar,Zeri,Ryze,Corki,12.3,,,,
LeBlanc,Jinx,Jhin,Aphelios,12.3,,,,
Lulu,Varus,Leona,Rakan,12.3,,,,
,,,,,Team BDS,Excel Esports,red_side,blue_side
Jayce,Viktor,Graves,Yone,12.3,,,,
Twisted Fate,Zeri,Diana,Gwen,12.3,,,,
Akshan,Thresh,Irelia,Orianna,12.3,,,,
Lulu,Yasuo,Aphelios,Jinx,12.3,,,,
Ryze,Renekton,Nautilus,Sett,12.3,,,,
,,,,,MAD Lions,G2 Esports,red_side,blue_side
Nautilus,Twisted Fate,Jayce,Malphite,12.3,,,,
Jarvan IV,Thresh,Volibear,Xin Zhao,12.3,,,,
Viktor,Zeri,Ryze,LeBlanc,12.3,,,,
Orianna,Trundle,Aphelios,Jinx,12.3,,,,
Lulu,Rakan,Leona,Braum,12.3,,,,
,,,,,Fnatic,SK Gaming,blue_side,red_side
Twisted Fate,Jayce,Camille,Sett,12.3,,,,
Renekton,Zeri,Lee Sin,Viego,12.3,,,,
Xin Zhao,Gwen,Zoe,Ryze,12.3,,,,
Jarvan IV,LeBlanc,Jinx,Caitlyn,12.3,,,,
Darius,Syndra,Thresh,Karma,12.3,,,,
,,,,,Misfits Gaming,Team BDS,blue_side,red_side
Diana,Lee Sin,Malphite,Jayce,12.3,,,,
Thresh,Caitlyn,Xin Zhao,Trundle,12.3,,,,
Gwen,Irelia,Zeri,Ryze,12.3,,,,
Rakan,Yuumi,Aphelios,Vayne,12.3,,,,
Lulu,Karma,Lux,Leona,12.3,,,,
,,,,,Excel Esports,Team Vitality,blue_side,red_side
Caitlyn,Trundle,Graves,Jayce,12.3,,,,
LeBlanc,Ryze,Jarvan IV,Lee Sin,12.3,,,,
Twisted Fate,Xin Zhao,Vex,Ahri,12.3,,,,
Thresh,Yuumi,Zeri,Jinx,12.3,,,,
Viktor,Nautilus,Leona,Janna,12.3,,,,
,,,,,Astralis,Rogue,blue_side,red_side
Caitlyn,Jayce,Akali,Akshan,12.2,,,,
Thresh,LeBlanc,Lee Sin,Xin Zhao,12.2,,,,
Viktor,Senna,Twisted Fate,Corki,12.2,,,,
Renekton,Zilean,Zeri,Jinx,12.2,,,,
Ornn,Yuumi,Nautilus,Rakan,12.2,,,,
,,,,,G2 Esports,Rogue,red_side,blue_side
Caitlyn,Twisted Fate,Graves,Camille,12.2,,,,
Renekton,Zeri,Lee Sin,Xin Zhao,12.2,,,,
Corki,Diana,Viktor,LeBlanc,12.2,,,,
Nautilus,Vex,Aphelios,Varus,12.2,,,,
Jayce,Ryze,Thresh,Leona,12.2,,,,
,,,,,MAD Lions,Team BDS,blue_side,red_side
Thresh,Twisted Fate,Graves,Gwen,12.2,,,,
Lee Sin,Jayce,Xin Zhao,Viego,12.2,,,,
Caitlyn,Zeri,Corki,Orianna,12.2,,,,
Rakan,Gangplank,Aphelios,Jhin,12.2,,,,
Jarvan IV,Akali,Leona,Rell,12.2,,,,
,,,,,Excel Esports,Fnatic,blue_side,red_side
Caitlyn,Zeri,Renekton,Gragas,12.2,,,,
LeBlanc,Corki,Diana,Volibear,12.2,,,,
Gwen,Twisted Fate,Yasuo,Akali,12.2,,,,
Alistar,Rakan,Aphelios,Jinx,12.2,,,,
Braum,Nautilus,Thresh,Leona,12.2,,,,
,,,,,Misfits Gaming,SK Gaming,blue_side,red_side
LeBlanc,Twisted Fate,Jayce,Camille,12.2,,,,
Diana,Zeri,Xin Zhao,Lee Sin,12.2,,,,
Caitlyn,Trundle,Corki,Orianna,12.2,,,,
Syndra,Nautilus,Jhin,Aphelios,12.2,,,,
Viktor,Xayah,Leona,Thresh,12.2,,,,
,,,,,Astralis,Team Vitality,red_side,blue_side
Caitlyn,Twisted Fate,Graves,Gragas,12.2,,,,
LeBlanc,Jayce,Gwen,Xin Zhao,12.2,,,,
Orianna,Diana,Renekton,Viktor,12.2,,,,
Akali,Ryze,Zeri,Aphelios,12.2,,,,
Corki,Vex,Yuumi,Thresh,12.2,,,,
,,,,,MAD Lions,Fnatic,red_side,blue_side
Caitlyn,Twisted Fate,Jayce,Irelia,12.2,,,,
Renekton,Corki,Poppy,Jarvan IV,12.2,,,,
LeBlanc,Zeri,Ryze,Vex,12.2,,,,
Karma,Lee Sin,Senna,Varus,12.2,,,,
Thresh,Volibear,Tahm Kench,Bard,12.2,,,,
,,,,,G2 Esports,Team BDS,blue_side,red_side
Jayce,Twisted Fate,Ornn,Gwen,12.2,,,,
Lulu,Caitlyn,Volibear,Lee Sin,12.2,,,,
Xin Zhao,Zeri,Corki,Sona,12.2,,,,
Nautilus,Kennen,Lucian,Jinx,12.2,,,,
Viktor,Jarvan IV,Nami,Leona,12.2,,,,
,,,,,Rogue,Excel Esports,blue_side,red_side
LeBlanc,Twisted Fate,Graves,Jayce,12.2,,,,
Caitlyn,Corki,Trundle,Lee Sin,12.2,,,,
Kalista,Zeri,Ryze,Orianna,12.2,,,,
Zoe,Malphite,Senna,Jinx,12.2,,,,
Viktor,Ornn,Nautilus,Leona,12.2,,,,
,,,,,Astralis,SK Gaming,red_side,blue_side
LeBlanc,Corki,Renekton,Jayce,12.2,,,,
Akali,Twisted Fate,Diana,Lee Sin,12.2,,,,
Gwen,Zeri,Yasuo,Sylas,12.2,,,,
Xayah,Thresh,Caitlyn,Jinx,12.2,,,,
Leona,Rakan,Karma,Nautilus,12.2,,,,
,,,,,Team Vitality,Misfits Gaming,blue_side,red_side
Corki,Twisted Fate,Gragas,Aatrox,12.2,,,,
Jayce,Thresh,Lee Sin,Xin Zhao,12.2,,,,
Senna,Caitlyn,Azir,Viktor,12.2,,,,
Akali,LeBlanc,Aphelios,Jinx,12.2,,,,
Nautilus,Orianna,Rakan,Zilean,12.2,,,,
,,,,,Fnatic,G2 Esports,red_side,blue_side
Diana,Twisted Fate,Ornn,Graves,12.2,,,,
Jayce,Lee Sin,Volibear,Xin Zhao,12.2,,,,
Gangplank,Corki,Viktor,LeBlanc,12.2,,,,
Nautilus,Trundle,Caitlyn,Jinx,12.2,,,,
Gwen,Olaf,Lux,Thresh,12.2,,,,
,,,,,Rogue,Team Vitality,blue_side,red_side
Diana,Corki,Renekton,Gwen,12.2,,,,
Thresh,Twisted Fate,Nidalee,Lee Sin,12.2,,,,
Irelia,Jarvan IV,Viktor,Akali,12.2,,,,
LeBlanc,Jhin,Varus,Jinx,12.2,,,,
Syndra,Nautilus,Rakan,Leona,12.2,,,,
,,,,,MAD Lions,Misfits Gaming,red_side,blue_side
Senna,Twisted Fate,Gwen,Jayce,12.2,,,,
Caitlyn,Corki,Xin Zhao,Lee Sin,12.2,,,,
LeBlanc,Trundle,Vex,Veigar,12.2,,,,
Syndra,Xayah,Lucian,Jinx,12.2,,,,
Thresh,Aphelios,Nami,Lulu,12.2,,,,
,,,,,Astralis,Excel Esports,red_side,blue_side
Caitlyn,Twisted Fate,Jayce,Graves,12.2,,,,
LeBlanc,Renekton,Xin Zhao,Olaf,12.2,,,,
Lee Sin,Corki,Ryze,Viktor,12.2,,,,
Jarvan IV,Lucian,Ezreal,Jinx,12.2,,,,
Viego,Yuumi,Karma,Lulu,12.2,,,,
,,,,,Team BDS,SK Gaming,blue_side,red_side
Thresh,Twisted Fate,Renekton,Gwen,12.2,,,,
Jinx,Corki,Jarvan IV,Xin Zhao,12.2,,,,
Lee Sin,LeBlanc,Ryze,Cassiopeia,12.2,,,,
Yuumi,Tahm Kench,Senna,Jhin,12.2,,,,
Akali,Viktor,Rakan,Leona,12.2,,,,
,,,,,G2 Esports,Misfits Gaming,blue_side,red_side
Thresh,Caitlyn,Gwen,Renekton,12.2,,,,
LeBlanc,Jayce,Viego,Diana,12.2,,,,
Corki,Senna,Twisted Fate,Orianna,12.2,,,,
Jinx,Xin Zhao,Jhin,Lucian,12.2,,,,
Aphelios,Lee Sin,Janna,Nami,12.2,,,,
,,,,,Rogue,Fnatic,blue_side,red_side
Lee Sin,Twisted Fate,Jayce,Gragas,12.2,,,,
Caitlyn,Thresh,Gwen,Viego,12.2,,,,
Jinx,Xin Zhao,Corki,Orianna,12.2,,,,
Lucian,Ezreal,Jhin,Xayah,12.2,,,,
Malphite,Olaf,Rakan,Nautilus,12.2,,,,
,,,,,Team Vitality,SK Gaming,blue_side,red_side
Jayce,Corki,Gwen,Akali,12.2,,,,
Renekton,Twisted Fate,Xin Zhao,Lee Sin,12.2,,,,
Thresh,Caitlyn,Veigar,Viktor,12.2,,,,
Jinx,Orianna,Senna,Varus,12.2,,,,
Aphelios,LeBlanc,Galio,Nautilus,12.2,,,,
,,,,,Excel Esports,MAD Lions,red_side,blue_side
Caitlyn,Corki,Olaf,Kennen,12.2,,,,
Trundle,Syndra,Diana,Viego,12.2,,,,
Jayce,Renekton,Twisted Fate,Sylas,12.2,,,,
Xin Zhao,Thresh,Jinx,Xayah,12.2,,,,
Jarvan IV,Camille,Nautilus,Rakan,12.2,,,,
,,,,,Team BDS,Astralis,blue_side,red_side
Diana,Akali,Gragas,Gangplank,12.1,,,,
Jinx,Twisted Fate,Lee Sin,Xin Zhao,12.1,,,,
Viktor,LeBlanc,Corki,Orianna,12.1,,,,
Syndra,Morgana,Caitlyn,Aphelios,12.1,,,,
Gwen,Jayce,Zyra,Thresh,12.1,,,,
,,,,,G2 Esports,Team Vitality,red_side,blue_side
Diana,Lee Sin,Akali,Gragas,12.1,,,,
Viktor,Thresh,Xin Zhao,Jarvan IV,12.1,,,,
Jayce,Viego,Twisted Fate,Sylas,12.1,,,,
Nautilus,Rakan,Caitlyn,Jinx,12.1,,,,
Lulu,Lucian,Braum,Yuumi,12.1,,,,
,,,,,Fnatic,Misfits Gaming,blue_side,red_side
Caitlyn,Twisted Fate,Graves,Jayce,12.1,,,,
LeBlanc,Diana,Lee Sin,Trundle,12.1,,,,
Viktor,Corki,Akali,Ryze,12.1,,,,
Xin Zhao,Irelia,Jinx,Lucian,12.1,,,,
Jarvan IV,Camille,Leona,Nami,12.1,,,,
,,,,,Team BDS,Rogue,red_side,blue_side
Akali,Diana,Aatrox,Ornn,12.1,,,,
Thresh,Twisted Fate,Lee Sin,Jarvan IV,12.1,,,,
Caitlyn,Corki,Viktor,Vex,12.1,,,,
Xin Zhao,Gwen,Jinx,Xayah,12.1,,,,
Malphite,Jayce,Zilean,Rakan,12.1,,,,
,,,,,MAD Lions,Astralis,blue_side,red_side
Akali,Jinx,Jayce,Malphite,12.1,,,,
Caitlyn,Gragas,Xin Zhao,Lee Sin,12.1,,,,
Twisted Fate,Corki,LeBlanc,Lissandra,12.1,,,,
Lulu,Ezreal,Ziggs,Aphelios,12.1,,,,
Rakan,Xayah,Nautilus,Leona,12.1,,,,
,,,,,SK Gaming,Excel Esports,red_side,blue_side
Xin Zhao,Diana,Ornn,Camille,12.1,,,,
Caitlyn,Twisted Fate,Jarvan IV,Lee Sin,12.1,,,,
Akali,Corki,Ryze,Viktor,12.1,,,,
Rakan,Jayce,Jinx,Jhin,12.1,,,,
Gwen,Orianna,Thresh,Blitzcrank,12.1,,,,
,,,,,MAD Lions,Rogue,red_side,blue_side
Caitlyn,Twisted Fate,Gwen,Gangplank,12.1,,,,
LeBlanc,Akali,Xin Zhao,Olaf,12.1,,,,
Talon,Renekton,Syndra,Corki,12.1,,,,
Jax,Yuumi,Jhin,Jinx,12.1,,,,
Lulu,Lucian,Nautilus,Thresh,12.1,,,,
,,,,,Team BDS,Team Vitality,red_side,blue_side
Jinx,Twisted Fate,Akali,Lee Sin,12.1,,,,
Corki,LeBlanc,Xin Zhao,Jarvan IV,12.1,,,,
Diana,Renekton,Orianna,Viktor,12.1,,,,
Lux,Karma,Jhin,Caitlyn,12.1,,,,
Ornn,Yuumi,Bard,Nautilus,12.1,,,,
,,,,,G2 Esports,SK Gaming,blue_side,red_side
LeBlanc,Twisted Fate,Gragas,Akali,12.1,,,,
Caitlyn,Trundle,Poppy,Lee Sin,12.1,,,,
Thresh,Jarvan IV,Corki,Orianna,12.1,,,,
Gangplank,Xin Zhao,Xayah,Jinx,12.1,,,,
Lulu,Kennen,Rakan,Zilean,12.1,,,,
,,,,,Astralis,Fnatic,red_side,blue_side
Corki,Twisted Fate,Gwen,Graves,12.1,,,,
Caitlyn,Yuumi,Lee Sin,Xin Zhao,12.1,,,,
LeBlanc,Akali,Viktor,Vex,12.1,,,,
Ornn,Jayce,Jinx,Aphelios,12.1,,,,
Zoe,Lulu,Leona,Thresh,12.1,,,,
,,,,,Misfits Gaming,Excel Esports,blue_side,red_side
LeBlanc,Twisted Fate,Ornn,Akshan,12.1,,,,
Caitlyn,Lee Sin,Jarvan IV,Viego,12.1,,,,
Xin Zhao,Diana,Corki,Kassadin,12.1,,,,
Rakan,Wukong,Jinx,Jhin,12.1,,,,
Pyke,Malphite,Thresh,Yuumi,12.1,,,,
,,,,,MAD Lions,G2 Esports,blue_side,red_side
Twisted Fate,Diana,Gragas,Gangplank,12.1,,,,
LeBlanc,Corki,Xin Zhao,Lee Sin,12.1,,,,
Caitlyn,Jarvan IV,Zoe,Viktor,12.1,,,,
Ryze,Jhin,Ezreal,Aphelios,12.1,,,,
Gwen,Kalista,Rakan,Thresh,12.1,,,,
,,,,,SK Gaming,Fnatic,red_side,blue_side
Corki,Twisted Fate,Jayce,Renekton,12.1,,,,
Lucian,LeBlanc,Trundle,Viego,12.1,,,,
Vex,Caitlyn,Viktor,Akali,12.1,,,,
Jarvan IV,Thresh,Jinx,Jhin,12.1,,,,
Malphite,Lee Sin,Rakan,Leona,12.1,,,,
,,,,,Rogue,Astralis,blue_side,red_side
LeBlanc,Twisted Fate,Sion,Jayce,12.1,,,,
Lee Sin,Renekton,Xin Zhao,Jarvan IV,12.1,,,,
