blue_bans,red_bans,blue_picks,red_picks,patch,blue_side,red_side,winner,loser
Ornn,LeBlanc,Lee Sin,Sejuani,10.3,,,,
Gragas,Syndra,Ryze,Azir,10.3,,,,
Diana,Zoe,Miss Fortune,Aphelios,10.3,,,,
Qiyana,Yuumi,Rakan,Braum,10.3,,,,
,,,,,MAD Lions,Misfits Gaming,red_side,blue_side
LeBlanc,Yuumi,Sett,Gangplank,10.3,,,,
Soraka,Gragas,Elise,Lee Sin,10.3,,,,
Syndra,Karthus,Ryze,Zoe,10.3,,,,
Cassiopeia,Thresh,Aphelios,Miss Fortune,10.3,,,,
Bard,Pantheon,Nautilus,Rakan,10.3,,,,
,,,,,Fnatic,MAD Lions,red_side,blue_side
Xayah,Soraka,Ornn,Aatrox,10.3,,,,
Jarvan IV,Syndra,Lee Sin,Gragas,10.3,,,,
Miss Fortune,LeBlanc,Ryze,Cassiopeia,10.3,,,,
Braum,Irelia,Aphelios,Ezreal,10.3,,,,
Thresh,Gangplank,Nautilus,Rakan,10.3,,,,
,,,,,G2 Esports,FC Schalke 04,red_side,blue_side
Karthus,LeBlanc,Aatrox,Sett,10.3,,,,
Soraka,Syndra,Lee Sin,Gragas,10.3,,,,
Yuumi,Olaf,Ryze,Viktor,10.3,,,,
Yasuo,Azir,Aphelios,Ezreal,10.3,,,,
Rakan,Cassiopeia,Braum,Tahm Kench,10.3,,,,
,,,,,Rogue,SK Gaming,blue_side,red_side
Yuumi,Soraka,Sett,Aatrox,10.3,,,,
Gragas,Syndra,Elise,Sejuani,10.3,,,,
Xayah,Pantheon,Cassiopeia,LeBlanc,10.3,,,,
Irelia,Zoe,Ezreal,Aphelios,10.3,,,,
Braum,Rakan,Pyke,Thresh,10.3,,,,
,,,,,Team Vitality,Misfits Gaming,red_side,blue_side
Pantheon,Karthus,Camille,Aatrox,10.3,,,,
Syndra,Gangplank,Gragas,Jarvan IV,10.3,,,,
Yuumi,Aphelios,Soraka,Azir,10.3,,,,
Rumble,Qiyana,Kaisa,Miss Fortune,10.3,,,,
Ryze,Yasuo,Nautilus,Braum,10.3,,,,
,,,,,Origen,Excel Esports,blue_side,red_side
Yuumi,Aphelios,Sett,Singed,10.3,,,,
Gragas,Syndra,RekSai,Lee Sin,10.3,,,,
Aatrox,Soraka,Zoe,Cassiopeia,10.3,,,,
LeBlanc,Xayah,Kaisa,Miss Fortune,10.3,,,,
Thresh,Ezreal,Nautilus,Rakan,10.3,,,,
,,,,,Team Vitality,Fnatic,red_side,blue_side
Jarvan IV,Aphelios,Aatrox,Sett,10.3,,,,
Nautilus,Pantheon,Sejuani,Karthus,10.3,,,,
Gragas,Syndra,Zoe,Kassadin,10.3,,,,
Gangplank,Soraka,Ezreal,Miss Fortune,10.3,,,,
Qiyana,Olaf,Yuumi,Leona,10.3,,,,
,,,,,Excel Esports,SK Gaming,blue_side,red_side
Pantheon,Soraka,Sona,Sett,10.3,,,,
Yuumi,Syndra,Gragas,Ekko,10.3,,,,
Jarvan IV,Lucian,Yasuo,Azir,10.3,,,,
Elise,Aatrox,Aphelios,Xayah,10.3,,,,
Gangplank,Nautilus,Braum,Rakan,10.3,,,,
,,,,,G2 Esports,Misfits Gaming,red_side,blue_side
Rakan,Gragas,Gangplank,Chogath,10.3,,,,
Jarvan IV,Syndra,Karthus,RekSai,10.3,,,,
Soraka,Nautilus,Ornn,LeBlanc,10.3,,,,
Lee Sin,Ryze,Aphelios,Ezreal,10.3,,,,
Olaf,Elise,Leona,Yuumi,10.3,,,,
,,,,,Origen,MAD Lions,blue_side,red_side
Olaf,Syndra,Sett,Aatrox,10.3,,,,
LeBlanc,Yuumi,Sejuani,Gragas,10.3,,,,
Soraka,Gangplank,Zoe,Tristana,10.3,,,,
Thresh,Cassiopeia,Xayah,Aphelios,10.3,,,,
Nautilus,Jarvan IV,Rakan,Tahm Kench,10.3,,,,
,,,,,FC Schalke 04,Rogue,red_side,blue_side
Sett,Akali,Aatrox,Gangplank,10.2,,,,
Ornn,Syndra,Elise,Lee Sin,10.2,,,,
Gragas,Soraka,Ryze,Veigar,10.2,,,,
Cassiopeia,Qiyana,Senna,Aphelios,10.2,,,,
Thresh,Lucian,Braum,Nautilus,10.2,,,,
,,,,,G2 Esports,Fnatic,blue_side,red_side
Miss Fortune,Akali,Sett,Soraka,10.2,,,,
Aphelios,Olaf,Jarvan IV,Gragas,10.2,,,,
Senna,Syndra,Lissandra,LeBlanc,10.2,,,,
Qiyana,Aatrox,Draven,Kaisa,10.2,,,,
Pantheon,Rumble,Nautilus,Braum,10.2,,,,
,,,,,Rogue,MAD Lions,red_side,blue_side
Soraka,Akali,Aatrox,Mordekaiser,10.2,,,,
Syndra,Lee Sin,Gragas,Elise,10.2,,,,
Jarvan IV,Sett,Diana,Qiyana,10.2,,,,
Nautilus,Pantheon,Xayah,Aphelios,10.2,,,,
Camille,LeBlanc,Rakan,Thresh,10.2,,,,
,,,,,Misfits Gaming,Origen,blue_side,red_side
Aphelios,Akali,Aatrox,Ornn,10.2,,,,
Soraka,Sett,RekSai,Lee Sin,10.2,,,,
Syndra,Gragas,Rumble,Mordekaiser,10.2,,,,
Braum,Cassiopeia,Miss Fortune,Senna,10.2,,,,
Tahm Kench,Gangplank,Thresh,Nautilus,10.2,,,,
,,,,,FC Schalke 04,SK Gaming,red_side,blue_side
Sett,Akali,Chogath,Gangplank,10.2,,,,
Senna,Pantheon,RekSai,Lee Sin,10.2,,,,
Gragas,Syndra,Lissandra,LeBlanc,10.2,,,,
Miss Fortune,Rumble,Aphelios,Varus,10.2,,,,
Rakan,Ornn,Thresh,Braum,10.2,,,,
,,,,,Excel Esports,Team Vitality,blue_side,red_side
Elise,Akali,Aatrox,Soraka,10.2,,,,
Thresh,Jarvan IV,Lee Sin,Gragas,10.2,,,,
Syndra,Olaf,LeBlanc,Sett,10.2,,,,
Lucian,Irelia,Senna,Aphelios,10.2,,,,
Yasuo,Braum,Tahm Kench,Nautilus,10.2,,,,
,,,,,Rogue,G2 Esports,red_side,blue_side
Jarvan IV,Akali,Gangplank,Ornn,10.2,,,,
Gragas,Syndra,Lee Sin,Elise,10.2,,,,
Qiyana,Sett,LeBlanc,Diana,10.2,,,,
Soraka,Rakan,Miss Fortune,Aphelios,10.2,,,,
Renekton,Thresh,Bard,Braum,10.2,,,,
,,,,,MAD Lions,SK Gaming,blue_side,red_side
Pantheon,Akali,Urgot,Gangplank,10.2,,,,
Xayah,Sett,Olaf,Jarvan IV,10.2,,,,
Gragas,Aphelios,Syndra,LeBlanc,10.2,,,,
Rumble,Aatrox,Miss Fortune,Senna,10.2,,,,
Nautilus,Lee Sin,Thresh,Tahm Kench,10.2,,,,
,,,,,Fnatic,Excel Esports,blue_side,red_side
Aphelios,Akali,Mordekaiser,Aatrox,10.2,,,,
Gragas,Soraka,Jarvan IV,Lee Sin,10.2,,,,
Syndra,Sett,Zoe,Diana,10.2,,,,
LeBlanc,Rumble,Miss Fortune,Senna,10.2,,,,
Gangplank,Cassiopeia,Nautilus,Braum,10.2,,,,
,,,,,FC Schalke 04,Misfits Gaming,red_side,blue_side
Soraka,Akali,Aatrox,Camille,10.2,,,,
Elise,Sett,Gragas,Lee Sin,10.2,,,,
Jarvan IV,Pantheon,Zoe,Syndra,10.2,,,,
LeBlanc,Yasuo,Aphelios,Senna,10.2,,,,
Gangplank,Qiyana,Nautilus,Tahm Kench,10.2,,,,
,,,,,Team Vitality,Origen,red_side,blue_side
Jarvan IV,Akali,Soraka,Rumble,10.2,,,,
Gragas,Syndra,Lee Sin,RekSai,10.2,,,,
Qiyana,Elise,LeBlanc,Sylas,10.2,,,,
Lissandra,Morgana,Senna,Xayah,10.2,,,,
Ryze,Aatrox,Thresh,Rakan,10.2,,,,
,,,,,G2 Esports,Origen,blue_side,red_side
Sett,Akali,Gangplank,Rengar,10.2,,,,
Syndra,Gragas,Taliyah,Elise,10.2,,,,
Aphelios,Rumble,Pantheon,Ornn,10.2,,,,
Tahm Kench,Leona,Miss Fortune,Senna,10.2,,,,
Aatrox,Thresh,Braum,Nautilus,10.2,,,,
,,,,,SK Gaming,Fnatic,red_side,blue_side
Cassiopeia,Olaf,Ornn,Camille,10.2,,,,
Sett,Akali,Jarvan IV,Elise,10.2,,,,
Aphelios,Syndra,Azir,Pantheon,10.2,,,,
Xayah,Mordekaiser,Senna,Ezreal,10.2,,,,
Miss Fortune,Diana,Braum,Rakan,10.2,,,,
,,,,,Rogue,Team Vitality,blue_side,red_side
Aphelios,Akali,Aatrox,Rumble,10.2,,,,
Jarvan IV,Xayah,Gragas,Elise,10.2,,,,
Syndra,Sett,LeBlanc,Qiyana,10.2,,,,
Thresh,Pantheon,Senna,Miss Fortune,10.2,,,,
Leona,Renekton,Braum,Rakan,10.2,,,,
,,,,,FC Schalke 04,MAD Lions,red_side,blue_side
Senna,Pantheon,Sett,Gangplank,10.2,,,,
Gragas,Akali,Jarvan IV,Lee Sin,10.2,,,,
Syndra,Lucian,Morgana,LeBlanc,10.2,,,,
Vladimir,Rumble,Xayah,Aphelios,10.2,,,,
Lissandra,Ornn,Rakan,Tahm Kench,10.2,,,,
,,,,,Excel Esports,Misfits Gaming,red_side,blue_side
Rakan,Akali,Aatrox,Sett,10.2,,,,
Aphelios,Rumble,Jarvan IV,Gragas,10.2,,,,
Pantheon,Syndra,LeBlanc,Cassiopeia,10.2,,,,
Leona,Kennen,Senna,Miss Fortune,10.2,,,,
Diana,Karma,Braum,Thresh,10.2,,,,
,,,,,FC Schalke 04,Fnatic,red_side,blue_side
Mordekaiser,Akali,Gangplank,Ornn,10.2,,,,
Senna,Sett,Gragas,Elise,10.2,,,,
Jarvan IV,Syndra,Pantheon,Ryze,10.2,,,,
Lucian,Yasuo,Xayah,Aphelios,10.2,,,,
Aatrox,LeBlanc,Rakan,Nautilus,10.2,,,,
,,,,,Excel Esports,MAD Lions,blue_side,red_side
Jarvan IV,Akali,Ornn,Soraka,10.2,,,,
Syndra,Sett,Gragas,Elise,10.2,,,,
Qiyana,Pantheon,Yasuo,Lucian,10.2,,,,
Gangplank,Cassiopeia,Senna,Aphelios,10.2,,,,
Irelia,Aatrox,Braum,Thresh,10.2,,,,
,,,,,Team Vitality,G2 Esports,red_side,blue_side
Lucian,Akali,Ornn,Sett,10.2,,,,
Syndra,Aphelios,Jarvan IV,Gragas,10.2,,,,
Rumble,Pantheon,Zoe,Qiyana,10.2,,,,
Cassiopeia,Leona,Miss Fortune,Xayah,10.2,,,,
LeBlanc,Diana,Rakan,Braum,10.2,,,,
,,,,,SK Gaming,Misfits Gaming,red_side,blue_side
