blue_bans,red_bans,blue_picks,red_picks,patch,blue_side,red_side,winner,loser
Veigar,Kindred,Zeri,Ezreal,13.4,,,,
LeBlanc,Wukong,Lulu,Karma,13.4,,,,
,,,,,Team Liquid,TSM,red_side,blue_side
Zeri,Caitlyn,Garen,KSante,13.4,,,,
Vi,Ashe,Gragas,Sejuani,13.4,,,,
Lucian,Annie,Azir,Taliyah,13.4,,,,
Sylas,Lee Sin,Varus,Aphelios,13.4,,,,
Gwen,Jayce,Thresh,Lulu,13.4,,,,
,,,,,Evil Geniuses,FlyQuest,blue_side,red_side
Sejuani,Ashe,Chogath,Renekton,13.4,,,,
Vi,Elise,Lee Sin,Gragas,13.4,,,,
Varus,Annie,LeBlanc,Jayce,13.4,,,,
Gnar,KSante,Caitlyn,Ezreal,13.4,,,,
Olaf,Sion,Kalista,Karma,13.4,,,,
,,,,,Cloud9,Dignitas,blue_side,red_side
Xayah,Elise,Sion,Olaf,13.4,,,,
Zeri,Ashe,Sejuani,Lee Sin,13.4,,,,
Vi,Annie,Aurelion Sol,Gragas,13.4,,,,
Yone,Karma,Kalista,Caitlyn,13.4,,,,
KSante,Gwen,Varus,Lux,13.4,,,,
,,,,,CLG,100 Thieves,blue_side,red_side
Kindred,Zeri,Gnar,Jayce,13.4,,,,
Thresh,Elise,Sejuani,Vi,13.4,,,,
Varus,Ashe,Taliyah,Zoe,13.4,,,,
Fiora,Orianna,Caitlyn,Xayah,13.4,,,,
Graves,Yone,Karma,Rakan,13.4,,,,
,,,,,Dignitas,Immortals,red_side,blue_side
Thresh,Zeri,Jax,Gragas,13.4,,,,
Kindred,Caitlyn,Wukong,Vi,13.4,,,,
Gnar,Elise,Annie,Aurelion Sol,13.4,,,,
Karma,Lee Sin,Ezreal,Varus,13.4,,,,
Fiora,Renekton,Ashe,Rakan,13.4,,,,
,,,,,Golden Guardians,Team Liquid,red_side,blue_side
Ashe,Caitlyn,Fiora,Jayce,13.4,,,,
Gragas,Zilean,Sejuani,Elise,13.4,,,,
Aphelios,Annie,Aurelion Sol,Yone,13.4,,,,
Kalista,Sion,Zeri,Varus,13.4,,,,
Nautilus,Renekton,Lulu,Heimerdinger,13.4,,,,
,,,,,100 Thieves,Cloud9,red_side,blue_side
Caitlyn,Taliyah,Gnar,Renekton,13.4,,,,
Varus,Ashe,Vi,Sejuani,13.4,,,,
Elise,Annie,Galio,Akali,13.4,,,,
Sylas,Aurelion Sol,Zeri,Aphelios,13.4,,,,
Jax,Ahri,Lulu,Thresh,13.4,,,,
,,,,,TSM,Evil Geniuses,red_side,blue_side
Irelia,Zeri,KSante,Olaf,13.4,,,,
Varus,Lucian,Vi,Lee Sin,13.4,,,,
Ashe,Caitlyn,Annie,Aurelion Sol,13.4,,,,
Sejuani,Wukong,Xayah,Aphelios,13.4,,,,
Gwen,Renekton,Rakan,Thresh,13.4,,,,
,,,,,FlyQuest,CLG,blue_side,red_side
Sylas,Kindred,KSante,Gwen,13.3,,,,
Zeri,Ashe,Elise,Maokai,13.3,,,,
Annie,Draven,Azir,Jayce,13.3,,,,
Sion,Tristana,Miss Fortune,Sivir,13.3,,,,
Yone,Renekton,Nautilus,Nami,13.3,,,,
,,,,,Immortals,CLG,red_side,blue_side
Jayce,Elise,Gragas,Jax,13.3,,,,
Annie,Ashe,Sejuani,Vi,13.3,,,,
Caitlyn,Maokai,Yone,LeBlanc,13.3,,,,
Taliyah,Sylas,Zeri,Lucian,13.3,,,,
Akali,Renekton,Lulu,Nami,13.3,,,,
,,,,,Golden Guardians,Evil Geniuses,blue_side,red_side
Gnar,Maokai,KSante,Sion,13.3,,,,
Annie,Caitlyn,Vi,Wukong,13.3,,,,
Elise,Zilean,Viktor,Sylas,13.3,,,,
Jax,Taliyah,Zeri,Lucian,13.3,,,,
Akali,Azir,Lulu,Nami,13.3,,,,
,,,,,100 Thieves,Team Liquid,blue_side,red_side
Caitlyn,Gnar,Olaf,Renekton,13.3,,,,
Lucian,Ashe,Wukong,Amumu,13.3,,,,
Maokai,Elise,Orianna,Akali,13.3,,,,
Azir,Sylas,Zeri,Varus,13.3,,,,
Tristana,Sion,Annie,Lulu,13.3,,,,
,,,,,Dignitas,FlyQuest,red_side,blue_side
Lucian,Caitlyn,KSante,Sion,13.3,,,,
Maokai,Annie,Elise,Rengar,13.3,,,,
Zeri,Renekton,Taliyah,LeBlanc,13.3,,,,
Sylas,Gnar,Varus,Sivir,13.3,,,,
Akali,Olaf,Nautilus,Ashe,13.3,,,,
,,,,,TSM,Cloud9,red_side,blue_side
Gnar,Ashe,Gragas,Jax,13.3,,,,
Orianna,Elise,Maokai,Sejuani,13.3,,,,
Karma,Caitlyn,Jayce,Azir,13.3,,,,
Sylas,Tristana,Zeri,Lucian,13.3,,,,
Renekton,Sion,Lulu,Nami,13.3,,,,
,,,,,Evil Geniuses,Dignitas,red_side,blue_side
Rakan,Ashe,Sion,Renekton,13.3,,,,
KSante,Zeri,Elise,Maokai,13.3,,,,
Taliyah,Annie,Sylas,Kassadin,13.3,,,,
Jayce,Jax,Lucian,Caitlyn,13.3,,,,
Ryze,Fiora,Nami,Karma,13.3,,,,
,,,,,CLG,TSM,blue_side,red_side
Annie,Ashe,Gragas,Jax,13.3,,,,
Caitlyn,Maokai,Wukong,Vi,13.3,,,,
Renekton,Elise,Viktor,Sylas,13.3,,,,
Ahri,Akali,Zeri,Lucian,13.3,,,,
Taliyah,Fiora,Lulu,Nami,13.3,,,,
,,,,,Cloud9,Golden Guardians,red_side,blue_side
Ashe,Caitlyn,Gnar,Irelia,13.3,,,,
Kindred,Elise,Wukong,Vi,13.3,,,,
Graves,Maokai,Akali,Viktor,13.3,,,,
Taliyah,Sion,Zeri,Xayah,13.3,,,,
Ryze,Azir,Annie,Nautilus,13.3,,,,
,,,,,Team Liquid,Immortals,blue_side,red_side
Zilean,Maokai,Renekton,Jax,13.3,,,,
Jinx,Elise,Vi,Wukong,13.3,,,,
Ashe,Caitlyn,Swain,Annie,13.3,,,,
Varus,Sion,Zeri,Xayah,13.3,,,,
Sivir,Taliyah,Soraka,Lulu,13.3,,,,
,,,,,FlyQuest,100 Thieves,blue_side,red_side
Karma,Sylas,Renekton,Ornn,13.3,,,,
Ashe,Akali,Vi,Maokai,13.3,,,,
Zeri,Elise,Viktor,Tristana,13.3,,,,
Zilean,Taliyah,Caitlyn,Lucian,13.3,,,,
Fiora,Azir,Lux,Nami,13.3,,,,
,,,,,Golden Guardians,100 Thieves,blue_side,red_side
Sylas,Zeri,Sion,KSante,13.3,,,,
Vi,Elise,Maokai,Sejuani,13.3,,,,
Caitlyn,Ashe,Orianna,Taliyah,13.3,,,,
Kassadin,Gnar,Aphelios,Lucian,13.3,,,,
Akali,Jax,Lulu,Nami,13.3,,,,
,,,,,Dignitas,TSM,red_side,blue_side
Kindred,Ashe,KSante,Sion,13.3,,,,
Caitlyn,Zeri,Maokai,Elise,13.3,,,,
Gnar,Varus,Viktor,Azir,13.3,,,,
Jayce,Jax,Xayah,Lucian,13.3,,,,
Fiora,Tristana,Rakan,Nami,13.3,,,,
,,,,,Cloud9,Team Liquid,blue_side,red_side
Jayce,Kindred,Renekton,Sion,13.3,,,,
Caitlyn,Graves,Maokai,Wukong,13.3,,,,
Ashe,Elise,Ryze,Sylas,13.3,,,,
Sejuani,Tristana,Aphelios,Zeri,13.3,,,,
Vi,Sett,Nautilus,Lulu,13.3,,,,
,,,,,Immortals,Evil Geniuses,red_side,blue_side
Xayah,Elise,Gangplank,Jax,13.3,,,,
Lulu,Ashe,Sejuani,Maokai,13.3,,,,
Caitlyn,Lucian,Sylas,Yone,13.3,,,,
Thresh,Renekton,Zeri,Aphelios,13.3,,,,
Taliyah,Fiora,Annie,Tahm Kench,13.3,,,,
,,,,,CLG,FlyQuest,red_side,blue_side
Rakan,Ashe,Lee Sin,Jax,13.3,,,,
Gnar,Elise,Sejuani,Vi,13.3,,,,
Maokai,Caitlyn,Akali,LeBlanc,13.3,,,,
Sion,Renekton,Lucian,Zeri,13.3,,,,
Taliyah,Ornn,Nami,Lulu,13.3,,,,
,,,,,Golden Guardians,Dignitas,blue_side,red_side
Lucian,Elise,Chogath,Sion,13.3,,,,
Zeri,Caitlyn,Vi,Maokai,13.3,,,,
Karma,Ashe,Taliyah,Jayce,13.3,,,,
Xayah,Gwen,Varus,Jinx,13.3,,,,
Kaisa,Ornn,Rakan,Thresh,13.3,,,,
,,,,,TSM,FlyQuest,blue_side,red_side
Ashe,Caitlyn,Gwen,Irelia,13.3,,,,
Sejuani,Jinx,Jarvan IV,Vi,13.3,,,,
Elise,Maokai,Azir,Taliyah,13.3,,,,
Akali,Jax,Zeri,Sivir,13.3,,,,
Fiora,Renekton,Soraka,Lulu,13.3,,,,
,,,,,100 Thieves,CLG,red_side,blue_side
Jayce,Kindred,Gnar,Jax,13.3,,,,
Caitlyn,Graves,Sejuani,Maokai,13.3,,,,
Elise,Varus,Viktor,Sylas,13.3,,,,
Yone,Renekton,Sivir,Zeri,13.3,,,,
Fiora,Azir,Ashe,Lulu,13.3,,,,
,,,,,Immortals,Cloud9,red_side,blue_side
Kindred,Ashe,Fiora,Gnar,13.3,,,,
Varus,Elise,Maokai,Jarvan IV,13.3,,,,
Jax,Renekton,Jayce,Azir,13.3,,,,
Vi,Ezreal,Jhin,Caitlyn,13.3,,,,
Gwen,Zeri,Karma,Lux,13.3,,,,
,,,,,Evil Geniuses,Team Liquid,blue_side,red_side
Kalista,Ashe,Ornn,Renekton,13.3,,,,
Karma,Elise,Wukong,Maokai,13.3,,,,
Varus,Caitlyn,Azir,Yone,13.3,,,,
Soraka,Sion,Sivir,Zeri,13.3,,,,
Jayce,Illaoi,Lulu,Annie,13.3,,,,
,,,,,TSM,Golden Guardians,red_side,blue_side
Caitlyn,Rakan,Jayce,Sion,13.3,,,,
Irelia,Ashe,Elise,Maokai,13.3,,,,
Sejuani,Gnar,Azir,Yone,13.3,,,,
Kassadin,Kalista,Xayah,Lucian,13.3,,,,
No ban,Jax,Nautilus,Nami,13.3,,,,
,,,,,Dignitas,Cloud9,red_side,blue_side
Sejuani,Elise,Gnar,Irelia,13.3,,,,
Varus,Kindred,Graves,Vi,13.3,,,,
Maokai,Renekton,Azir,Akali,13.3,,,,
Yone,Jax,Ashe,Kalista,13.3,,,,
Pyke,Jayce,Thresh,Annie,13.3,,,,
,,,,,Team Liquid,CLG,red_side,blue_side
Kindred,Caitlyn,KSante,Renekton,13.3,,,,
Graves,Elise,Maokai,Sejuani,13.3,,,,
Ashe,Zeri,Azir,Akali,13.3,,,,
Sylas,Jayce,Xayah,Lucian,13.3,,,,
Fiora,Sion,Rakan,Nami,13.3,,,,
,,,,,FlyQuest,Immortals,blue_side,red_side
Zilean,Maokai,Renekton,Gragas,13.3,,,,
Varus,Elise,Sejuani,Vi,13.3,,,,
Wukong,Ashe,Sylas,Azir,13.3,,,,
Jax,Akali,Caitlyn,Jinx,13.3,,,,
Ahri,Tristana,Lux,Karma,13.3,,,,
,,,,,Evil Geniuses,100 Thieves,blue_side,red_side
Kindred,Caitlyn,Renekton,Gnar,13.1,,,,
Zeri,Ashe,Sejuani,Wukong,13.1,,,,
KSante,Elise,Sylas,Taliyah,13.1,,,,
Kassadin,Nautilus,Kalista,Lucian,13.1,,,,
Ornn,Ryze,Renata Glasc,Nami,13.1,,,,
,,,,,Golden Guardians,Immortals,blue_side,red_side
Kindred,Zeri,Jax,KSante,13.1,,,,
Elise,Varus,Sejuani,Maokai,13.1,,,,
Ashe,Gnar,Sylas,Viktor,13.1,,,,
Jayce,Orianna,Caitlyn,Ezreal,13.1,,,,
Azir,Kassadin,Lux,Karma,13.1,,,,
,,,,,Dignitas,Team Liquid,red_side,blue_side
Varus,Caitlyn,KSante,Gwen,13.1,,,,
Jax,Azir,Maokai,Sejuani,13.1,,,,
Elise,Ashe,Tristana,Jayce,13.1,,,,
Sylas,Renekton,Lucian,Zeri,13.1,,,,
Fiora,Irelia,Nami,Lulu,13.1,,,,
,,,,,Evil Geniuses,Cloud9,blue_side,red_side
Sejuani,Ashe,Sion,Renekton,13.1,,,,
Karma,Lucian,Elise,Maokai,13.1,,,,
KSante,Caitlyn,Sylas,Jayce,13.1,,,,
Kassadin,Gnar,Sivir,Zeri,13.1,,,,
Soraka,Ornn,Lulu,Sona,13.1,,,,
,,,,,TSM,CLG,blue_side,red_side
Lucian,Zeri,Fiora,KSante,13.1,,,,
Elise,Ashe,Maokai,Sejuani,13.1,,,,
Kassadin,Caitlyn,Taliyah,Sylas,13.1,,,,
Karma,Cassiopeia,Xayah,Kaisa,13.1,,,,
Lulu,Jayce,Rakan,Nautilus,13.1,,,,
,,,,,100 Thieves,FlyQuest,red_side,blue_side
Karma,Kindred,KSante,Jayce,13.1,,,,
Caitlyn,Ashe,Graves,Sejuani,13.1,,,,
Elise,Draven,Ryze,Azir,13.1,,,,
Gnar,Vi,Zeri,Lucian,13.1,,,,
Cassiopeia,Wukong,Lulu,Nami,13.1,,,,
,,,,,Immortals,Dignitas,blue_side,red_side
Garen,Sejuani,KSante,Renekton,13.1,,,,
Zeri,Elise,Graves,Vi,13.1,,,,
Varus,Ashe,Azir,Taliyah,13.1,,,,
Gwen,Maokai,Caitlyn,Ezreal,13.1,,,,
Ahri,Kindred,Lux,Karma,13.1,,,,
,,,,,CLG,Golden Guardians,red_side,blue_side
Zeri,Elise,Renekton,Jax,13.1,,,,
Zilean,Gnar,Maokai,Sejuani,13.1,,,,
Jhin,Karma,Azir,Taliyah,13.1,,,,
Kassadin,Jayce,Sivir,Caitlyn,13.1,,,,
KSante,Fiora,Ashe,Varus,13.1,,,,
,,,,,Team Liquid,100 Thieves,red_side,blue_side
Varus,Maokai,Sion,Jayce,13.1,,,,
Sejuani,Ashe,Amumu,Vi,13.1,,,,
Sylas,Elise,Irelia,Viktor,13.1,,,,
Kassadin,Jax,Caitlyn,Lucian,13.1,,,,
Azir,Gwen,Lux,Nami,13.1,,,,
,,,,,FlyQuest,Evil Geniuses,blue_side,red_side
Azir,Caitlyn,Jax,Gnar,13.1,,,,
Renekton,Elise,Nocturne,Sejuani,13.1,,,,
KSante,Ashe,Galio,Ryze,13.1,,,,
Jayce,Vi,Zeri,Lucian,13.1,,,,
Kassadin,Wukong,Lulu,Nami,13.1,,,,
,,,,,Cloud9,TSM,blue_side,red_side
Wukong,Karma,Gwen,KSante,13.1,,,,
Ryze,Ashe,Maokai,Kindred,13.1,,,,
Draven,Elise,Irelia,Azir,13.1,,,,
Sylas,Fiora,Zeri,Lucian,13.1,,,,
Vi,Jax,Lulu,Nami,13.1,,,,
,,,,,CLG,Immortals,red_side,blue_side
Ashe,Kindred,Aatrox,Gragas,13.1,,,,
Kassadin,Lucian,Sejuani,Wukong,13.1,,,,
Maokai,Elise,Sylas,LeBlanc,13.1,,,,
Renekton,Fiora,Xayah,Varus,13.1,,,,
KSante,Jax,Blitzcrank,Caitlyn,13.1,,,,
,,,,,Team Liquid,Golden Guardians,blue_side,red_side
Sejuani,Elise,Gangplank,KSante,13.1,,,,
Wukong,Ashe,Maokai,Vi,13.1,,,,
Kassadin,Caitlyn,Azir,Zilean,13.1,,,,
Ornn,Gnar,Lucian,Zeri,13.1,,,,
Jax,Renekton,Nami,Lulu,13.1,,,,
,,,,,TSM,100 Thieves,red_side,blue_side
Ashe,Gnar,KSante,Fiora,13.1,,,,
Elise,Lucian,Wukong,Sejuani,13.1,,,,
Caitlyn,Maokai,Viktor,Azir,13.1,,,,
Sylas,Orianna,Zeri,Varus,13.1,,,,
Kassadin,Vi,Lulu,Rakan,13.1,,,,
,,,,,Dignitas,Evil Geniuses,red_side,blue_side
Wukong,Elise,KSante,Fiora,13.1,,,,
Varus,Maokai,Amumu,Vi,13.1,,,,
Sejuani,Azir,Sylas,Akali,13.1,,,,
Gwen,Nocturne,Caitlyn,Jhin,13.1,,,,
Kassadin,Graves,Lux,Ashe,13.1,,,,
,,,,,FlyQuest,Cloud9,blue_side,red_side
Elise,Varus,Gwen,KSante,13.1,,,,
Ashe,Sejuani,Vi,Wukong,13.1,,,,
Ornn,Maokai,Ryze,Galio,13.1,,,,
Kassadin,Jax,Lucian,Draven,13.1,,,,
Azir,Fiora,Lulu,Nami,13.1,,,,
,,,,,Evil Geniuses,TSM,blue_side,red_side
Elise,Kalista,KSante,Renekton,13.1,,,,
Kindred,Maokai,Wukong,Sejuani,13.1,,,,
Jax,Ashe,Kassadin,Ryze,13.1,,,,
Akali,Vi,Draven,Lucian,13.1,,,,
Fiora,Azir,Nami,Sona,13.1,,,,
,,,,,Immortals,Team Liquid,red_side,blue_side
Gnar,Ashe,Ornn,KSante,13.1,,,,
Caitlyn,Varus,Vi,Sejuani,13.1,,,,
Kassadin,Fiora,Azir,Viktor,13.1,,,,
Gwen,Akali,Zeri,Lucian,13.1,,,,
Olaf,Galio,Lulu,Nami,13.1,,,,
,,,,,100 Thieves,Dignitas,blue_side,red_side
Gangplank,Elise,KSante,Gwen,13.1,,,,
Ashe,Caitlyn,Poppy,Wukong,13.1,,,,
Maokai,Sejuani,Azir,Viktor,13.1,,,,
Kassadin,Vi,Zeri,Lucian,13.1,,,,
Gnar,Sylas,Lulu,Nami,13.1,,,,
,,,,,Golden Guardians,FlyQuest,red_side,blue_side
Azir,Zeri,Fiora,KSante,13.1,,,,
Sejuani,Ashe,Vi,Wukong,13.1,,,,
Varus,Elise,Ahri,Orianna,13.1,,,,
Kassadin,Maokai,Caitlyn,Seraphine,13.1,,,,
Lissandra,Udyr,Kalista,Karma,13.1,,,,
,,,,,Cloud9,CLG,blue_side,red_side
Kassadin,Ryze,KSante,Olaf,13.1,,,,
Yuumi,Ashe,Maokai,Sejuani,13.1,,,,
Gnar,Lucian,Sylas,Akali,13.1,,,,
