blue_bans,red_bans,blue_picks,red_picks,patch,blue_side,red_side,winner,loser
Annie,Viktor,Azir,Sylas,13.4,,,,
Jayce,Jax,Jinx,Kaisa,13.4,,,,
Aurelion Sol,Renekton,Braum,Nautilus,13.4,,,,
,,,,,Fnatic,MAD Lions,blue_side,red_side
Varus,Annie,Renekton,Malphite,13.4,,,,
Sejuani,Xayah,Lee Sin,Elise,13.4,,,,
Vi,Heimerdinger,Gragas,Azir,13.4,,,,
Darius,Jayce,Lucian,Zeri,13.4,,,,
Sion,Jax,Nami,Lulu,13.4,,,,
,,,,,Team Vitality,Team BDS,red_side,blue_side
Draven,Rakan,Gnar,Malphite,13.4,,,,
Xayah,Caitlyn,Vi,Wukong,13.4,,,,
Jayce,Annie,Azir,Gragas,13.4,,,,
KSante,Xin Zhao,Zeri,Lucian,13.4,,,,
Tristana,Sejuani,Lulu,Nami,13.4,,,,
,,,,,KOI,Excel Esports,blue_side,red_side
Elise,Draven,Gragas,Jax,13.4,,,,
Sejuani,Annie,Wukong,Maokai,13.4,,,,
Varus,Xayah,Cassiopeia,Zed,13.4,,,,
Akali,Sion,Zeri,Jinx,13.4,,,,
Azir,KSante,Rakan,Nautilus,13.4,,,,
,,,,,Team Heretics,Astralis,red_side,blue_side
Annie,Aurelion Sol,Gangplank,Gnar,13.4,,,,
Rakan,Zeri,Vi,Lee Sin,13.4,,,,
Caitlyn,Varus,Azir,Twisted Fate,13.4,,,,
LeBlanc,Taliyah,Xayah,Kalista,13.4,,,,
Gwen,Jayce,Nautilus,Taric,13.4,,,,
,,,,,Fnatic,KOI,blue_side,red_side
Draven,Annie,Renekton,Gragas,13.4,,,,
Varus,Caitlyn,Sejuani,Vi,13.4,,,,
Kled,Xayah,Akali,Azir,13.4,,,,
Taliyah,Yone,Zeri,Twitch,13.4,,,,
Jax,Veigar,Lulu,Rakan,13.4,,,,
,,,,,Team BDS,G2 Esports,red_side,blue_side
Caitlyn,Sejuani,Sion,Gwen,13.4,,,,
Lucian,Elise,Viego,Vi,13.4,,,,
Lulu,Xayah,Aurelion Sol,Lissandra,13.4,,,,
Cassiopeia,Sylas,Varus,Kaisa,13.4,,,,
Taliyah,Ryze,Annie,Rakan,13.4,,,,
,,,,,Astralis,Team Vitality,blue_side,red_side
Draven,Xayah,KSante,Gwen,13.4,,,,
Sion,Gragas,Wukong,Vi,13.4,,,,
Rakan,Annie,Cassiopeia,Ahri,13.4,,,,
Nautilus,Taliyah,Zeri,Kaisa,13.4,,,,
Amumu,Sylas,Renata Glasc,Leona,13.4,,,,
,,,,,MAD Lions,Team Heretics,red_side,blue_side
Annie,Jayce,Sion,Jax,13.4,,,,
Rakan,Maokai,Wukong,Sejuani,13.4,,,,
Vi,Gragas,Syndra,Akali,13.4,,,,
Azir,Kennen,Zeri,Draven,13.4,,,,
Nautilus,KSante,Lulu,Soraka,13.4,,,,
,,,,,Excel Esports,SK Gaming,red_side,blue_side
Jayce,Draven,Kled,Camille,13.4,,,,
Caitlyn,Rakan,Vi,Gragas,13.4,,,,
Annie,Varus,Cassiopeia,Aurelion Sol,13.4,,,,
Jax,Sylas,Xayah,Zeri,13.4,,,,
Fiora,Taliyah,Soraka,Lulu,13.4,,,,
,,,,,G2 Esports,Team Vitality,blue_side,red_side
Varus,Zeri,Sion,Gnar,13.4,,,,
Sejuani,Annie,Wukong,Lee Sin,13.4,,,,
Caitlyn,Vi,Azir,Lissandra,13.4,,,,
Twisted Fate,Sylas,Xayah,Kaisa,13.4,,,,
LeBlanc,Jax,Thresh,Rakan,13.4,,,,
,,,,,SK Gaming,KOI,red_side,blue_side
Varus,Draven,Sion,Jax,13.4,,,,
Jayce,Annie,Jarvan IV,Vi,13.4,,,,
Caitlyn,Rakan,Azir,Taliyah,13.4,,,,
Aurelion Sol,Gragas,Zeri,Xayah,13.4,,,,
Olaf,Viktor,Lulu,Nautilus,13.4,,,,
,,,,,Team Heretics,Fnatic,red_side,blue_side
Annie,Caitlyn,Sion,Jax,13.4,,,,
Rakan,Draven,Maokai,Lee Sin,13.4,,,,
Gragas,Akali,Jayce,Orianna,13.4,,,,
Veigar,Nautilus,Xayah,Zeri,13.4,,,,
Malphite,Rell,Soraka,Lulu,13.4,,,,
,,,,,Excel Esports,MAD Lions,blue_side,red_side
Elise,Caitlyn,Aatrox,Sion,13.4,,,,
Jarvan IV,Varus,Sejuani,Lee Sin,13.4,,,,
Xayah,Lulu,Cassiopeia,Annie,13.4,,,,
Irelia,Olaf,Jinx,Zeri,13.4,,,,
Akali,Darius,Nautilus,Leona,13.4,,,,
,,,,,Team BDS,Astralis,blue_side,red_side
Draven,Annie,Gnar,Jax,13.4,,,,
Gragas,Xayah,Lee Sin,Vi,13.4,,,,
Varus,Caitlyn,Twisted Fate,Taliyah,13.4,,,,
Sylas,Lissandra,Kaisa,Ashe,13.4,,,,
Jayce,LeBlanc,Rakan,Heimerdinger,13.4,,,,
,,,,,KOI,G2 Esports,blue_side,red_side
Sejuani,Caitlyn,Jax,Gnar,13.4,,,,
Lee Sin,Xayah,Vi,Wukong,13.4,,,,
Draven,Annie,Cassiopeia,Ahri,13.4,,,,
Sion,Aurelion Sol,Lucian,Zeri,13.4,,,,
Malphite,Lissandra,Nami,Lulu,13.4,,,,
,,,,,Team Vitality,SK Gaming,blue_side,red_side
Annie,Aurelion Sol,Jayce,Wukong,13.4,,,,
Varus,Sejuani,Lee Sin,Vi,13.4,,,,
Ashe,Gnar,Ryze,Azir,13.4,,,,
Taliyah,LeBlanc,Caitlyn,Jinx,13.4,,,,
Olaf,Sion,Lux,Blitzcrank,13.4,,,,
,,,,,Fnatic,Team BDS,red_side,blue_side
Jayce,Draven,Sion,KSante,13.4,,,,
Caitlyn,Annie,Wukong,Sejuani,13.4,,,,
Gragas,Jarvan IV,Viktor,Yone,13.4,,,,
Akali,Azir,Zeri,Xayah,13.4,,,,
Taliyah,Olaf,Rakan,Nautilus,13.4,,,,
,,,,,Team Heretics,Excel Esports,blue_side,red_side
Jayce,Sejuani,Kled,Gnar,13.4,,,,
Varus,Elise,Lee Sin,Wukong,13.4,,,,
Annie,Jarvan IV,Akali,Gragas,13.4,,,,
Taliyah,Ryze,Kaisa,Xayah,13.4,,,,
Fiora,Jax,Rakan,Rell,13.4,,,,
,,,,,Astralis,MAD Lions,red_side,blue_side
Jayce,Aurelion Sol,Ornn,Camille,13.4,,,,
Annie,Varus,Vi,Gragas,13.4,,,,
Draven,Caitlyn,LeBlanc,Azir,13.4,,,,
Olaf,Taliyah,Zeri,Xayah,13.4,,,,
Syndra,Viktor,Ashe,Rakan,13.4,,,,
,,,,,Fnatic,Team Vitality,red_side,blue_side
Jayce,Sejuani,Kled,Gragas,13.4,,,,
Ashe,Caitlyn,Jarvan IV,Vi,13.4,,,,
Annie,Heimerdinger,Cassiopeia,Ahri,13.4,,,,
Yasuo,Olaf,Draven,Aphelios,13.4,,,,
Jax,Lissandra,Thresh,Nautilus,13.4,,,,
,,,,,G2 Esports,Excel Esports,blue_side,red_side
Caitlyn,Gragas,KSante,Jayce,13.4,,,,
Ashe,Irelia,Lee Sin,Sejuani,13.4,,,,
Renata Glasc,Xayah,Taliyah,Sylas,13.4,,,,
Rakan,Sion,Zeri,Draven,13.4,,,,
Nautilus,Cassiopeia,Annie,Soraka,13.4,,,,
,,,,,MAD Lions,KOI,blue_side,red_side
Elise,Zeri,Sejuani,Jax,13.4,,,,
Xayah,Lucian,Lee Sin,Vi,13.4,,,,
Varus,Caitlyn,Annie,Sylas,13.4,,,,
Irelia,Olaf,Aphelios,Veigar,13.4,,,,
Gangplank,Sion,Rakan,Pyke,13.4,,,,
,,,,,SK Gaming,Astralis,blue_side,red_side
Sejuani,Draven,Gragas,Sion,13.4,,,,
Darius,Zeri,Wukong,Vi,13.4,,,,
Ashe,Annie,Azir,Viktor,13.4,,,,
Olaf,Gnar,Aphelios,Xayah,13.4,,,,
Ahri,Gwen,Thresh,Rakan,13.4,,,,
,,,,,Team Heretics,Team BDS,red_side,blue_side
Draven,Caitlyn,Jayce,Tryndamere,13.4,,,,
Gragas,Ashe,Sejuani,Wukong,13.4,,,,
Cassiopeia,Annie,Sylas,Ryze,13.4,,,,
Sion,Senna,Lucian,Zeri,13.4,,,,
Lulu,Xayah,Nami,Rakan,13.4,,,,
,,,,,KOI,Team Heretics,blue_side,red_side
Draven,Elise,Renekton,Kled,13.4,,,,
Rakan,Gragas,Sejuani,Jarvan IV,13.4,,,,
Annie,Ashe,Irelia,Malphite,13.4,,,,
Lillia,Fiora,Xayah,Caitlyn,13.4,,,,
Kindred,Jax,Leona,Heimerdinger,13.4,,,,
,,,,,Astralis,G2 Esports,blue_side,red_side
Varus,Caitlyn,Renekton,Gangplank,13.4,,,,
Aurelion Sol,Ashe,Vi,Sejuani,13.4,,,,
Xayah,Annie,Taliyah,Azir,13.4,,,,
Sylas,Gragas,Aphelios,Zeri,13.4,,,,
Jax,Gnar,Thresh,Heimerdinger,13.4,,,,
,,,,,SK Gaming,Fnatic,blue_side,red_side
Aurelion Sol,Gragas,Renekton,Jayce,13.4,,,,
Vi,Draven,Maokai,Sejuani,13.4,,,,
Varus,Ashe,Cassiopeia,Annie,13.4,,,,
Lee Sin,Viktor,Caitlyn,Xayah,13.4,,,,
Wukong,Orianna,Heimerdinger,Rakan,13.4,,,,
,,,,,Excel Esports,Team Vitality,red_side,blue_side
Jayce,Annie,Darius,Fiora,13.4,,,,
Rakan,Heimerdinger,Sejuani,Vi,13.4,,,,
Gragas,Ashe,Viktor,Veigar,13.4,,,,
Gnar,Jax,Zeri,Aphelios,13.4,,,,
Taliyah,Olaf,Lulu,Thresh,13.4,,,,
,,,,,Team BDS,MAD Lions,blue_side,red_side
Vi,Annie,Gragas,Gwen,13.4,,,,
Zeri,Heimerdinger,Jarvan IV,Elise,13.4,,,,
Ashe,Chogath,Malphite,Jayce,13.4,,,,
Nautilus,Belveth,Draven,Xayah,13.4,,,,
Sylas,Kled,Thresh,Rakan,13.4,,,,
,,,,,G2 Esports,Team Heretics,blue_side,red_side
Rakan,Sejuani,Renekton,KSante,13.4,,,,
Annie,Ashe,Elise,Lee Sin,13.4,,,,
Caitlyn,Karma,Ryze,Gragas,13.4,,,,
Tristana,Zed,Xayah,Zeri,13.4,,,,
Azir,Jax,Nautilus,Renata Glasc,13.4,,,,
,,,,,Astralis,KOI,blue_side,red_side
Jayce,Annie,Darius,Gnar,13.4,,,,
Rakan,Varus,Gragas,Lee Sin,13.4,,,,
Ashe,Vi,Aurelion Sol,Chogath,13.4,,,,
Fiora,Kled,Caitlyn,Aphelios,13.4,,,,
Sylas,Tristana,Heimerdinger,Thresh,13.4,,,,
,,,,,Team Vitality,MAD Lions,blue_side,red_side
Sejuani,Caitlyn,Yasuo,Gnar,13.4,,,,
Zeri,Varus,Jarvan IV,Vi,13.4,,,,
Draven,Ashe,Gragas,Akali,13.4,,,,
Sion,Renata Glasc,Aphelios,Xayah,13.4,,,,
Jax,Garen,Annie,Rakan,13.4,,,,
,,,,,Team BDS,SK Gaming,red_side,blue_side
Varus,Jayce,KSante,Gnar,13.4,,,,
Aurelion Sol,Caitlyn,Gragas,Sejuani,13.4,,,,
Vi,Ashe,Viktor,Taliyah,13.4,,,,
Azir,Olaf,Zeri,Xayah,13.4,,,,
Gangplank,Wukong,Annie,Heimerdinger,13.4,,,,
,,,,,Excel Esports,Fnatic,blue_side,red_side
