blue_bans,red_bans,blue_picks,red_picks,patch,blue_side,red_side,winner,loser
Caitlyn,Tristana,Lillia,Udyr,11.5,,,,
Senna,Thresh,Sylas,Syndra,11.5,,,,
Nidalee,Orianna,Xayah,Kaisa,11.5,,,,
Graves,Viktor,Alistar,Rell,11.5,,,,
,,,,,Excel Esports,Rogue,blue_side,red_side
Lillia,Twisted Fate,Karma,Renekton,11.5,,,,
Orianna,Seraphine,Hecarim,Udyr,11.5,,,,
Thresh,Caitlyn,Ryze,Viktor,11.5,,,,
Gnar,Shen,Xayah,Tristana,11.5,,,,
Jayce,Syndra,Alistar,Rell,11.5,,,,
,,,,,FC Schalke 04,Team Vitality,blue_side,red_side
Caitlyn,Kalista,Gnar,Sion,11.5,,,,
Skarner,Twisted Fate,Hecarim,Udyr,11.5,,,,
Thresh,Lillia,Orianna,Sylas,11.5,,,,
Seraphine,Aatrox,Xayah,Kaisa,11.5,,,,
Tristana,Vayne,Alistar,Rell,11.5,,,,
,,,,,SK Gaming,Astralis,red_side,blue_side
Kaisa,Twisted Fate,Jayce,Sion,11.5,,,,
Hecarim,Senna,Udyr,Lillia,11.5,,,,
Thresh,Lucian,Rumble,Orianna,11.5,,,,
Camille,Gnar,Jhin,Tristana,11.5,,,,
Aatrox,Azir,Rell,Alistar,11.5,,,,
,,,,,G2 Esports,Excel Esports,red_side,blue_side
Graves,Senna,Gnar,Gangplank,11.5,,,,
Tristana,Caitlyn,Hecarim,Lillia,11.5,,,,
Udyr,Thresh,Twisted Fate,Sylas,11.5,,,,
Sion,Alistar,Kaisa,Xayah,11.5,,,,
Jayce,Seraphine,Rakan,Rell,11.5,,,,
,,,,,MAD Lions,Misfits Gaming,red_side,blue_side
Thresh,Lillia,Urgot,Gangplank,11.5,,,,
Caitlyn,Twisted Fate,Hecarim,Udyr,11.5,,,,
Graves,Rell,Orianna,Zoe,11.5,,,,
Sion,Ezreal,Seraphine,Tahm Kench,11.5,,,,
Karma,Miss Fortune,Alistar,Senna,11.5,,,,
,,,,,FC Schalke 04,Fnatic,blue_side,red_side
Skarner,Lillia,Gnar,Renekton,11.5,,,,
Caitlyn,Thresh,Hecarim,Udyr,11.5,,,,
Twisted Fate,Rell,Seraphine,Orianna,11.5,,,,
Malphite,Corki,Xayah,Kaisa,11.5,,,,
Sion,Tristana,Alistar,Rakan,11.5,,,,
,,,,,Team Vitality,Astralis,red_side,blue_side
Caitlyn,Kalista,Aatrox,Sion,11.5,,,,
Senna,Hecarim,Lillia,Nidalee,11.5,,,,
Twisted Fate,Gangplank,Zoe,Syndra,11.5,,,,
Graves,Orianna,Xayah,Kaisa,11.5,,,,
Gnar,Viktor,Alistar,Rell,11.5,,,,
,,,,,SK Gaming,Rogue,red_side,blue_side
Thresh,Udyr,Karma,Sion,11.4,,,,
Graves,Senna,Hecarim,Lillia,11.4,,,,
Alistar,Rell,Twisted Fate,Lucian,11.4,,,,
Morgana,Shen,Kaisa,Caitlyn,11.4,,,,
Lux,Aatrox,Nautilus,Braum,11.4,,,,
,,,,,G2 Esports,Misfits Gaming,blue_side,red_side
Azir,Twisted Fate,Aatrox,Sion,11.4,,,,
Rell,Senna,Udyr,Lillia,11.4,,,,
Caitlyn,Lucian,Orianna,Ahri,11.4,,,,
Tristana,Aphelios,Kalista,Jhin,11.4,,,,
Viktor,Gnar,Thresh,Nautilus,11.4,,,,
,,,,,Rogue,MAD Lions,blue_side,red_side
Kalista,Senna,Renekton,Sion,11.4,,,,
Lillia,Thresh,Taliyah,Graves,11.4,,,,
Caitlyn,Udyr,Twisted Fate,Ryze,11.4,,,,
Seraphine,Nidalee,Kaisa,Tristana,11.4,,,,
Orianna,Gragas,Rell,Alistar,11.4,,,,
,,,,,Fnatic,SK Gaming,blue_side,red_side
Skarner,Twisted Fate,Fiora,Sion,11.4,,,,
Lillia,Udyr,Hecarim,Olaf,11.4,,,,
Caitlyn,Thresh,Azir,Orianna,11.4,,,,
Corki,Aatrox,Xayah,Kaisa,11.4,,,,
Syndra,Tristana,Rell,Alistar,11.4,,,,
,,,,,FC Schalke 04,Astralis,blue_side,red_side
Senna,Seraphine,Renekton,Aatrox,11.4,,,,
Azir,Thresh,Lillia,Hecarim,11.4,,,,
Udyr,Tristana,Orianna,Syndra,11.4,,,,
Chogath,Kalista,Xayah,Jhin,11.4,,,,
Camille,Gnar,Alistar,Rell,11.4,,,,
,,,,,Team Vitality,Excel Esports,blue_side,red_side
Thresh,Senna,Sion,Gnar,11.4,,,,
Kaisa,Udyr,Nidalee,Lillia,11.4,,,,
Twisted Fate,Rell,Lucian,Azir,11.4,,,,
Lux,Renekton,Jhin,Caitlyn,11.4,,,,
Seraphine,Gragas,Leona,Morgana,11.4,,,,
,,,,,G2 Esports,Rogue,blue_side,red_side
Twisted Fate,Udyr,Gnar,Gangplank,11.4,,,,
Thresh,Lillia,Hecarim,Graves,11.4,,,,
Malphite,Seraphine,Azir,Zoe,11.4,,,,
Sion,Rell,Ashe,Tahm Kench,11.4,,,,
Orianna,Caitlyn,Lulu,Senna,11.4,,,,
,,,,,Excel Esports,Fnatic,red_side,blue_side
Zoe,Udyr,Gragas,Sion,11.4,,,,
Graves,Caitlyn,Olaf,Lillia,11.4,,,,
Thresh,Skarner,Syndra,Yone,11.4,,,,
Jayce,Twisted Fate,Xayah,Kaisa,11.4,,,,
Aatrox,Gnar,Rell,Alistar,11.4,,,,
,,,,,Astralis,Misfits Gaming,red_side,blue_side
Twisted Fate,Udyr,Sion,Shen,11.4,,,,
Azir,Lillia,Graves,Hecarim,11.4,,,,
Skarner,Caitlyn,Ahri,Orianna,11.4,,,,
Aatrox,Gnar,Jhin,Aphelios,11.4,,,,
Malphite,Gragas,Rell,Thresh,11.4,,,,
,,,,,MAD Lions,FC Schalke 04,blue_side,red_side
Seraphine,Kalista,Renekton,Gnar,11.4,,,,
Thresh,Twisted Fate,Hecarim,Skarner,11.4,,,,
Lillia,Udyr,Orianna,Azir,11.4,,,,
Graves,Sion,Jhin,Tristana,11.4,,,,
Olaf,Vayne,Rell,Alistar,11.4,,,,
,,,,,SK Gaming,Team Vitality,red_side,blue_side
Thresh,Senna,Gragas,Yone,11.4,,,,
Seraphine,Udyr,Olaf,Lillia,11.4,,,,
Kaisa,Twisted Fate,Syndra,Azir,11.4,,,,
Aatrox,Ryze,Jhin,Kalista,11.4,,,,
Gnar,Ekko,Rell,Alistar,11.4,,,,
,,,,,G2 Esports,Fnatic,blue_side,red_side
Twisted Fate,Caitlyn,Sion,Gnar,11.4,,,,
Graves,Skarner,Lillia,Udyr,11.4,,,,
Thresh,Senna,Tristana,Orianna,11.4,,,,
Jayce,Seraphine,Kalista,Kaisa,11.4,,,,
Syndra,Corki,Alistar,Rell,11.4,,,,
,,,,,Astralis,Rogue,red_side,blue_side
Senna,Udyr,Gnar,Wukong,11.4,,,,
Twisted Fate,Seraphine,Graves,Nidalee,11.4,,,,
Jayce,Lillia,Orianna,Lucian,11.4,,,,
Renekton,Skarner,Ezreal,Sivir,11.4,,,,
Kaisa,Tristana,Rell,Alistar,11.4,,,,
,,,,,Team Vitality,MAD Lions,red_side,blue_side
Azir,Kalista,Gnar,Sion,11.4,,,,
Senna,Udyr,Graves,Lillia,11.4,,,,
Thresh,Seraphine,Twisted Fate,Ryze,11.4,,,,
Alistar,Aatrox,Jhin,Xayah,11.4,,,,
Gangplank,Kaisa,Rell,Rakan,11.4,,,,
,,,,,SK Gaming,Excel Esports,blue_side,red_side
Zoe,Udyr,Renekton,Gragas,11.4,,,,
Lillia,Azir,Olaf,Hecarim,11.4,,,,
Graves,Rell,Twisted Fate,Ryze,11.4,,,,
Seraphine,Nautilus,Tahm Kench,Ezreal,11.4,,,,
Yuumi,Camille,Senna,Karma,11.4,,,,
,,,,,FC Schalke 04,Misfits Gaming,red_side,blue_side
Skarner,Twisted Fate,Gragas,Shen,11.4,,,,
Senna,Thresh,Graves,Hecarim,11.4,,,,
Lillia,Udyr,Ryze,Seraphine,11.4,,,,
Poppy,Syndra,Kaisa,Caitlyn,11.4,,,,
Gnar,Renekton,Rell,Morgana,11.4,,,,
,,,,,Fnatic,Astralis,blue_side,red_side
Skarner,Udyr,Aatrox,Renekton,11.4,,,,
Rell,Lillia,Graves,Nidalee,11.4,,,,
Azir,Thresh,Twisted Fate,Tristana,11.4,,,,
Seraphine,Gnar,Caitlyn,Gragas,11.4,,,,
Gangplank,Morgana,Lux,Senna,11.4,,,,
,,,,,Rogue,FC Schalke 04,blue_side,red_side
Ryze,Udyr,Sion,Sett,11.4,,,,
Senna,Seraphine,Lillia,Nidalee,11.4,,,,
Twisted Fate,Rell,Azir,Lucian,11.4,,,,
Renekton,Aatrox,Jinx,Kaisa,11.4,,,,
Camille,Gnar,Thresh,Blitzcrank,11.4,,,,
,,,,,Team Vitality,G2 Esports,red_side,blue_side
Zoe,Azir,Renekton,Gragas,11.4,,,,
Lillia,Udyr,Dr. Mundo,Graves,11.4,,,,
Thresh,Rell,Viktor,Orianna,11.4,,,,
Jayce,Skarner,Tahm Kench,Ezreal,11.4,,,,
Braum,Hecarim,Senna,Seraphine,11.4,,,,
,,,,,Excel Esports,Misfits Gaming,red_side,blue_side
Twisted Fate,Senna,Gnar,Aatrox,11.4,,,,
Azir,Udyr,Lillia,Hecarim,11.4,,,,
Renekton,Syndra,Lucian,Viktor,11.4,,,,
Skarner,Thresh,Kaisa,Kalista,11.4,,,,
Kayn,Rell,Nautilus,Alistar,11.4,,,,
,,,,,MAD Lions,SK Gaming,red_side,blue_side
Seraphine,Twisted Fate,Gnar,Sett,11.3,,,,
Renekton,Azir,Udyr,Lillia,11.3,,,,
Rell,Orianna,Viktor,Syndra,11.3,,,,
Gangplank,Aatrox,Tahm Kench,Samira,11.3,,,,
Lucian,Ekko,Senna,Alistar,11.3,,,,
,,,,,MAD Lions,Fnatic,blue_side,red_side
Kaisa,Udyr,Gragas,Aatrox,11.3,,,,
Thresh,Twisted Fate,Nidalee,Skarner,11.3,,,,
Blitzcrank,Rell,Lucian,Azir,11.3,,,,
Seraphine,Tahm Kench,Sion,Ezreal,11.3,,,,
Yuumi,Renekton,Senna,Leona,11.3,,,,
,,,,,G2 Esports,FC Schalke 04,blue_side,red_side
Skarner,Azir,Camille,Shen,11.3,,,,
Renekton,Udyr,Lillia,Hecarim,11.3,,,,
Corki,Thresh,Orianna,Syndra,11.3,,,,
Gnar,Xayah,Samira,Kaisa,11.3,,,,
Twisted Fate,Kalista,Alistar,Rell,11.3,,,,
,,,,,Excel Esports,Astralis,red_side,blue_side
Seraphine,Kalista,Shen,Camille,11.3,,,,
Rell,Renekton,Lillia,Udyr,11.3,,,,
Kaisa,Thresh,Azir,Corki,11.3,,,,
Twisted Fate,Gnar,Tahm Kench,Ezreal,11.3,,,,
Orianna,Jayce,Senna,Bard,11.3,,,,
,,,,,Rogue,Team Vitality,blue_side,red_side
Twisted Fate,Udyr,Gragas,Aatrox,11.3,,,,
Thresh,Zoe,Graves,Lillia,11.3,,,,
Skarner,Kaisa,Syndra,Azir,11.3,,,,
Alistar,Xayah,Tristana,Kalista,11.3,,,,
Renekton,Samira,Rell,Jarvan IV,11.3,,,,
,,,,,Misfits Gaming,SK Gaming,red_side,blue_side
Senna,Udyr,Renekton,Gragas,11.3,,,,
Twisted Fate,Kaisa,Skarner,Jarvan IV,11.3,,,,
Thresh,Rell,Corki,Ryze,11.3,,,,
Tahm Kench,Rakan,Xayah,Jhin,11.3,,,,
Sylas,Azir,Leona,Alistar,11.3,,,,
,,,,,Astralis,G2 Esports,red_side,blue_side
Thresh,Udyr,Aatrox,Wukong,11.3,,,,
Samira,Twisted Fate,Lillia,Olaf,11.3,,,,
Renekton,Camille,Seraphine,Ryze,11.3,,,,
Orianna,Lucian,Xayah,Kaisa,11.3,,,,
Volibear,Miss Fortune,Rell,Alistar,11.3,,,,
,,,,,Team Vitality,Fnatic,blue_side,red_side
Twisted Fate,Kaisa,Camille,Gnar,11.3,,,,
Azir,Senna,Udyr,Lillia,11.3,,,,
Kalista,Zoe,Orianna,Syndra,11.3,,,,
Lucian,Jayce,Samira,Aphelios,11.3,,,,
Tristana,Ashe,Rell,Thresh,11.3,,,,
,,,,,Misfits Gaming,Rogue,red_side,blue_side
Seraphine,Udyr,Renekton,Gragas,11.3,,,,
Graves,Azir,Lillia,Kayn,11.3,,,,
Twisted Fate,Rell,Syndra,Orianna,11.3,,,,
Olaf,Xayah,Kalista,Kaisa,11.3,,,,
Hecarim,Senna,Jarvan IV,Alistar,11.3,,,,
,,,,,Excel Esports,MAD Lions,red_side,blue_side
Lillia,Twisted Fate,Gnar,Renekton,11.3,,,,
Kalista,Udyr,Nidalee,Skarner,11.3,,,,
Thresh,Rell,Zoe,Azir,11.3,,,,
Xayah,Gangplank,Kaisa,Jhin,11.3,,,,
Vayne,Alistar,Galio,Leona,11.3,,,,
,,,,,FC Schalke 04,SK Gaming,red_side,blue_side
Senna,Kaisa,Renekton,Quinn,11.3,,,,
Thresh,Udyr,Lillia,Nidalee,11.3,,,,
Ryze,Twisted Fate,Azir,Ekko,11.3,,,,
Gnar,Kalista,Vayne,Jhin,11.3,,,,
Volibear,Lucian,Gragas,Rell,11.3,,,,
,,,,,Rogue,G2 Esports,red_side,blue_side
Rell,Udyr,Jax,Volibear,11.3,,,,
Thresh,Olaf,Hecarim,Lillia,11.3,,,,
Azir,Twisted Fate,Orianna,Seraphine,11.3,,,,
Renekton,Gangplank,Kaisa,Samira,11.3,,,,
Malphite,Camille,Gragas,Alistar,11.3,,,,
,,,,,Excel Esports,Fnatic,red_side,blue_side
Twisted Fate,Zoe,Jayce,Ornn,11.3,,,,
Skarner,Graves,Udyr,Jarvan IV,11.3,,,,
Thresh,Syndra,Orianna,Corki,11.3,,,,
Lillia,Rakan,Xayah,Kaisa,11.3,,,,
Hecarim,Alistar,Leona,Rell,11.3,,,,
,,,,,Misfits Gaming,Astralis,blue_side,red_side
Graves,Udyr,Gnar,Jayce,11.3,,,,
Kalista,Gangplank,Jarvan IV,Olaf,11.3,,,,
Azir,Twisted Fate,Viktor,Orianna,11.3,,,,
Aatrox,Syndra,Kaisa,Samira,11.3,,,,
Lillia,Zoe,Alistar,Rell,11.3,,,,
,,,,,FC Schalke 04,MAD Lions,red_side,blue_side
Kalista,Udyr,Gragas,Renekton,11.3,,,,
Twisted Fate,Gangplank,Olaf,Lillia,11.3,,,,
Thresh,Rell,Azir,Ryze,11.3,,,,
Braum,Alistar,Kaisa,Vayne,11.3,,,,
Leona,Nautilus,Seraphine,Rakan,11.3,,,,
,,,,,Team Vitality,SK Gaming,red_side,blue_side
Thresh,Twisted Fate,Renekton,Sion,11.3,,,,
Kaisa,Udyr,Olaf,Graves,11.3,,,,
Rell,Gragas,Ryze,Syndra,11.3,,,,
Gangplank,Sivir,Tahm Kench,Jhin,11.3,,,,
Blitzcrank,Ashe,Senna,Rakan,11.3,,,,
,,,,,G2 Esports,Misfits Gaming,blue_side,red_side
Thresh,Twisted Fate,Renekton,Gragas,11.3,,,,
Lillia,Udyr,Jarvan IV,Kindred,11.3,,,,
Graves,Rell,Azir,Syndra,11.3,,,,
Rakan,Gnar,Kaisa,Xayah,11.3,,,,
Aatrox,Rumble,Alistar,Leona,11.3,,,,
,,,,,Rogue,MAD Lions,blue_side,red_side
Udyr,Twisted Fate,Vladimir,Riven,11.3,,,,
Thresh,Kalista,Graves,Lillia,11.3,,,,
Renekton,Olaf,Azir,Seraphine,11.3,,,,
Ryze,Hecarim,Kaisa,Samira,11.3,,,,
Chogath,Taliyah,Alistar,Rell,11.3,,,,
,,,,,SK Gaming,Fnatic,red_side,blue_side
Camille,Twisted Fate,Gnar,Irelia,11.3,,,,
Thresh,Udyr,Skarner,Gragas,11.3,,,,
Olaf,Kalista,Corki,Azir,11.3,,,,
Gangplank,Renekton,Xayah,Kaisa,11.3,,,,
Jarvan IV,Syndra,Rell,Alistar,11.3,,,,
,,,,,Astralis,FC Schalke 04,blue_side,red_side
Thresh,Camille,Chogath,Gangplank,11.3,,,,
Rell,Udyr,Graves,Lillia,11.3,,,,
Twisted Fate,Olaf,Azir,Orianna,11.3,,,,
Leona,Senna,Jhin,Miss Fortune,11.3,,,,
Kaisa,Xayah,Gragas,Alistar,11.3,,,,
,,,,,Excel Esports,Team Vitality,blue_side,red_side
Senna,Olaf,Volibear,Camille,11.2,,,,
Twisted Fate,Pantheon,Taliyah,Lillia,11.2,,,,
Udyr,Renekton,Azir,Zoe,11.2,,,,
Blitzcrank,Gangplank,Aphelios,Kaisa,11.2,,,,
Galio,Aatrox,Thresh,Alistar,11.2,,,,
,,,,,Fnatic,G2 Esports,blue_side,red_side
Renekton,Olaf,Kennen,Gnar,11.2,,,,
Udyr,Taliyah,Lillia,Skarner,11.2,,,,
Pantheon,Twisted Fate,Lucian,Syndra,11.2,,,,
Azir,Rell,Kaisa,Caitlyn,11.2,,,,
Orianna,Alistar,Blitzcrank,Thresh,11.2,,,,
,,,,,Rogue,Astralis,blue_side,red_side
Twisted Fate,Taliyah,Aatrox,Gragas,11.2,,,,
Udyr,Camille,Olaf,Pantheon,11.2,,,,
Renekton,Thresh,Azir,Syndra,11.2,,,,
Rell,Senna,Seraphine,Kaisa,11.2,,,,
Gangplank,Ashe,Nautilus,Leona,11.2,,,,
,,,,,MAD Lions,Team Vitality,blue_side,red_side
Twisted Fate,Zoe,Gnar,Gangplank,11.2,,,,
Azir,Renekton,Olaf,Pantheon,11.2,,,,
Camille,Taliyah,Syndra,Ekko,11.2,,,,
Orianna,Alistar,Xayah,Kaisa,11.2,,,,
Viktor,Thresh,Rakan,Rell,11.2,,,,
,,,,,Misfits Gaming,FC Schalke 04,red_side,blue_side
Kalista,Kaisa,Gragas,Renekton,11.2,,,,
Taliyah,Olaf,Pantheon,Nidalee,11.2,,,,
Twisted Fate,Udyr,Azir,Syndra,11.2,,,,
Leona,Draven,Xayah,Miss Fortune,11.2,,,,
Rell,Thresh,Rakan,Alistar,11.2,,,,
,,,,,Excel Esports,SK Gaming,blue_side,red_side
Taliyah,Twisted Fate,Gnar,Renekton,11.2,,,,
Thresh,Olaf,Pantheon,Udyr,11.2,,,,
Graves,Alistar,Orianna,Azir,11.2,,,,
Leona,Gragas,Samira,Kaisa,11.2,,,,
Nautilus,Kennen,Rell,Rakan,11.2,,,,
,,,,,Astralis,Fnatic,red_side,blue_side
Kaisa,Taliyah,Pantheon,Ornn,11.2,,,,
Senna,Renekton,Nidalee,Udyr,11.2,,,,
Olaf,Gragas,Twisted Fate,Azir,11.2,,,,
Aatrox,Vayne,Kalista,Tristana,11.2,,,,
Samira,Thresh,Jarvan IV,Rell,11.2,,,,
,,,,,SK Gaming,MAD Lions,blue_side,red_side
Rell,Olaf,Quinn,Renekton,11.2,,,,
Udyr,Pantheon,Taliyah,Jarvan IV,11.2,,,,
Kaisa,Gragas,Ryze,Twisted Fate,11.2,,,,
Nidalee,Alistar,Jhin,Kalista,11.2,,,,
Hecarim,Leona,Nautilus,Thresh,11.2,,,,
,,,,,G2 Esports,Team Vitality,blue_side,red_side
Twisted Fate,Zoe,Jayce,Chogath,11.2,,,,
Camille,Taliyah,Pantheon,Olaf,11.2,,,,
Udyr,Thresh,LeBlanc,Azir,11.2,,,,
Rakan,Galio,Kaisa,Xayah,11.2,,,,
Gragas,Renekton,Alistar,Leona,11.2,,,,
,,,,,Misfits Gaming,Excel Esports,red_side,blue_side
Kalista,Olaf,Camille,Shen,11.2,,,,
Renekton,Pantheon,Jarvan IV,Taliyah,11.2,,,,
Twisted Fate,Thresh,Orianna,Lucian,11.2,,,,
Gragas,Udyr,Kaisa,Xayah,11.2,,,,
Jax,Lillia,Rell,Rakan,11.2,,,,
,,,,,FC Schalke 04,Rogue,blue_side,red_side
Renekton,Twisted Fate,Wukong,Pantheon,11.2,,,,
Sett,Olaf,Taliyah,Evelynn,11.2,,,,
Zoe,Lucian,Azir,Irelia,11.2,,,,
Gragas,Alistar,Xayah,Kaisa,11.2,,,,
Malphite,Rakan,Rell,Leona,11.2,,,,
,,,,,MAD Lions,Fnatic,blue_side,red_side
Gragas,Pantheon,Aatrox,Kled,11.2,,,,
Renekton,Camille,Udyr,Graves,11.2,,,,
Olaf,Taliyah,Twisted Fate,Orianna,11.2,,,,
Ryze,Alistar,Kaisa,Senna,11.2,,,,
Syndra,Thresh,Rell,Leona,11.2,,,,
,,,,,FC Schalke 04,G2 Esports,blue_side,red_side
Olaf,Pantheon,Volibear,Camille,11.2,,,,
Zoe,Thresh,Taliyah,Lillia,11.2,,,,
Kaisa,Renekton,Twisted Fate,Yone,11.2,,,,
Senna,Kalista,Vayne,Jhin,11.2,,,,
Miss Fortune,Xayah,Rell,Galio,11.2,,,,
,,,,,SK Gaming,Misfits Gaming,blue_side,red_side
Camille,Olaf,Gnar,Renekton,11.2,,,,
Thresh,Taliyah,Udyr,Jarvan IV,11.2,,,,
Lucian,Pantheon,Twisted Fate,Ryze,11.2,,,,
Nidalee,Kalista,Vayne,Kaisa,11.2,,,,
Lillia,Xayah,Braum,Rell,11.2,,,,
,,,,,Team Vitality,Rogue,red_side,blue_side
Camille,Twisted Fate,Gragas,Renekton,11.2,,,,
Taliyah,Thresh,Udyr,Lillia,11.2,,,,
Pantheon,Olaf,Lucian,Orianna,11.2,,,,
Kaisa,Miss Fortune,Aphelios,Xayah,11.2,,,,
Kalista,Samira,Lulu,Rakan,11.2,,,,
,,,,,Astralis,Excel Esports,red_side,blue_side
Lucian,Twisted Fate,Renekton,Gnar,11.2,,,,
Thresh,Pantheon,Olaf,Nidalee,11.2,,,,
Kalista,Taliyah,Orianna,LeBlanc,11.2,,,,
Gragas,Zoe,Kaisa,Xayah,11.2,,,,
Tristana,Syndra,Rell,Leona,11.2,,,,
,,,,,Fnatic,Team Vitality,blue_side,red_side
Zoe,Twisted Fate,Jayce,Malphite,11.2,,,,
Renekton,Kalista,Olaf,Pantheon,11.2,,,,
Taliyah,Kaisa,Azir,Syndra,11.2,,,,
Camille,Orianna,Ashe,Aphelios,11.2,,,,
LeBlanc,Gnar,Seraphine,Thresh,11.2,,,,
,,,,,Rogue,Misfits Gaming,blue_side,red_side
Thresh,Taliyah,Gragas,Gnar,11.2,,,,
Lucian,Pantheon,Olaf,Lillia,11.2,,,,
Sylas,Twisted Fate,Ekko,Orianna,11.2,,,,
Camille,Seraphine,Senna,Samira,11.2,,,,
Aatrox,Renekton,Leona,Alistar,11.2,,,,
,,,,,G2 Esports,Astralis,blue_side,red_side
Renekton,Olaf,Camille,Volibear,11.2,,,,
Lucian,Taliyah,Pantheon,Dr. Mundo,11.2,,,,
Gragas,Twisted Fate,Orianna,Azir,11.2,,,,
Lillia,Miss Fortune,Kaisa,Kalista,11.2,,,,
Nidalee,Syndra,Galio,Alistar,11.2,,,,
,,,,,FC Schalke 04,SK Gaming,blue_side,red_side
Seraphine,Pantheon,Gragas,Aatrox,11.2,,,,
Ryze,Olaf,Graves,Ivern,11.2,,,,
Taliyah,Twisted Fate,Syndra,Orianna,11.2,,,,
Rakan,Camille,Kaisa,Xayah,11.2,,,,
Rell,Renekton,Alistar,Leona,11.2,,,,
,,,,,Excel Esports,MAD Lions,red_side,blue_side
Twisted Fate,Pantheon,Camille,Irelia,11.1,,,,
Renekton,Thresh,Udyr,Graves,11.1,,,,
Taliyah,Olaf,Syndra,Akali,11.1,,,,
Jax,Alistar,Kaisa,Jhin,11.1,,,,
Zoe,Leona,Nautilus,Braum,11.1,,,,
,,,,,Excel Esports,G2 Esports,red_side,blue_side
Camille,Taliyah,Ornn,Jax,11.1,,,,
Pantheon,Olaf,Graves,Lillia,11.1,,,,
Thresh,Renekton,Twisted Fate,Lucian,11.1,,,,
Alistar,Xayah,Samira,Kaisa,11.1,,,,
Leona,Gragas,Sett,Galio,11.1,,,,
,,,,,Fnatic,FC Schalke 04,blue_side,red_side
Twisted Fate,Taliyah,Camille,Renekton,11.1,,,,
Aphelios,Lillia,Olaf,Graves,11.1,,,,
Pantheon,Syndra,Zoe,Viktor,11.1,,,,
Akali,Xayah,Vayne,Kaisa,11.1,,,,
Orianna,Alistar,Leona,Galio,11.1,,,,
,,,,,Misfits Gaming,MAD Lions,blue_side,red_side
Thresh,Kalista,Aatrox,Gragas,11.1,,,,
Taliyah,Lillia,Nidalee,Graves,11.1,,,,
Pantheon,Olaf,Twisted Fate,Sylas,11.1,,,,
Miss Fortune,Gnar,Kaisa,Ezreal,11.1,,,,
Xayah,Camille,Rell,Leona,11.1,,,,
,,,,,Rogue,SK Gaming,blue_side,red_side
Taliyah,Olaf,Ornn,Gragas,11.1,,,,
Pantheon,Lucian,Hecarim,Graves,11.1,,,,
Kaisa,Fiddlesticks,Twisted Fate,LeBlanc,11.1,,,,
Sylas,Camille,Jhin,Aphelios,11.1,,,,
Jayce,Samira,Alistar,Thresh,11.1,,,,
,,,,,Astralis,Team Vitality,blue_side,red_side
Kalista,Olaf,Volibear,Renekton,11.1,,,,
Lucian,Taliyah,Graves,Pantheon,11.1,,,,
Camille,Thresh,Galio,Twisted Fate,11.1,,,,
Alistar,Syndra,Aphelios,Kaisa,11.1,,,,
