blue_bans,red_bans,blue_picks,red_picks,patch,Blue Side Roster,Red Side Roster,blue_side,red_side,winner,loser
Caitlyn,Kaisa,Rakan,Yuumi,12.8,Ming,Keria,,,,
,,,,,,,Royal Never Give Up,T1,blue_side,red_side
Yasuo,Lucian,Gwen,Gangplank,12.8,Zeus,Brokenblade,,,,
Ornn,Wukong,Viego,Jarvan IV,12.8,Oner,Jankos,,,,
Nocturne,Ahri,Tristana,Galio,12.8,Faker,Caps,,,,
Kaisa,LeBlanc,Xayah,Aphelios,12.8,Gumayusi,Flakked,,,,
Senna,Rakan,Renata Glasc,Pyke,12.8,Keria,Targamas,,,,
,,,,,,,T1,G2 Esports,blue_side,red_side
Nocturne,Lucian,Sion,Yone,12.8,Brokenblade,Zeus,,,,
Gwen,Wukong,Viego,Lee Sin,12.8,Jankos,Oner,,,,
Gangplank,Ornn,Ahri,LeBlanc,12.8,Caps,Faker,,,,
Kalista,Renata Glasc,Aphelios,Xayah,12.8,Flakked,Gumayusi,,,,
Gnar,Kaisa,Braum,Nautilus,12.8,Targamas,Keria,,,,
,,,,,,,G2 Esports,T1,red_side,blue_side
Gangplank,Lucian,Ornn,Gnar,12.8,Brokenblade,Zeus,,,,
Gwen,Wukong,Nocturne,Lee Sin,12.8,Jankos,Oner,,,,
LeBlanc,Ahri,Zoe,Akali,12.8,Caps,Faker,,,,
Yone,Rakan,Miss Fortune,Xayah,12.8,Flakked,Gumayusi,,,,
Kennen,Nautilus,Karma,Renata Glasc,12.8,Targamas,Keria,,,,
,,,,,,,G2 Esports,T1,red_side,blue_side
LeBlanc,Lucian,Gwen,Gangplank,12.8,Bin,Impact,,,,
Kalista,Wukong,Jarvan IV,Nocturne,12.8,Wei,Inspired,,,,
Zoe,Ahri,Galio,Corki,12.8,xiaohu,jojopyun,,,,
Twisted Fate,Viego,Kaisa,Xayah,12.8,GALA,Danny,,,,
Rakan,Lee Sin,Nautilus,Leona,12.8,Ming,Vulcan,,,,
,,,,,,,Royal Never Give Up,Evil Geniuses,blue_side,red_side
Kaisa,Lucian,Ornn,Gangplank,12.8,Impact,Bin,,,,
Galio,LeBlanc,Viego,Wukong,12.8,Inspired,Wei,,,,
Gwen,Kalista,Ahri,Lissandra,12.8,jojopyun,xiaohu,,,,
Vex,Senna,Jinx,Xayah,12.8,Danny,GALA,,,,
Zoe,Ezreal,Tahm Kench,Rakan,12.8,Vulcan,Ming,,,,
,,,,,,,Evil Geniuses,Royal Never Give Up,red_side,blue_side
Galio,Lucian,Ornn,Gangplank,12.8,Impact,Bin,,,,
Gwen,LeBlanc,Viego,Wukong,12.8,Inspired,Wei,,,,
Kaisa,Tahm Kench,Ahri,Lissandra,12.8,jojopyun,xiaohu,,,,
Rakan,Ezreal,Miss Fortune,Xayah,12.8,Danny,GALA,,,,
Vex,Jinx,Nautilus,Braum,12.8,Vulcan,Ming,,,,
,,,,,,,Evil Geniuses,Royal Never Give Up,red_side,blue_side
Jax,Lucian,Gwen,Gangplank,12.8,,,,,,
Galio,Wukong,Lee Sin,Viego,12.8,,,,,,
Volibear,Graves,Ahri,Twisted Fate,12.8,,,,,,
Ezreal,Vi,Xayah,Aphelios,12.8,,,,,,
Kaisa,Nocturne,Nautilus,Alistar,12.8,,,,,,
,,,,,,,T1,Royal Never Give Up,blue_side,red_side
LeBlanc,Lucian,Kennen,Jax,12.8,,,,,,
Xayah,Wukong,Viego,Nocturne,12.8,,,,,,
Vladimir,Ahri,Tryndamere,Gwen,12.8,,,,,,
Nautilus,Samira,Ezreal,Kaisa,12.8,,,,,,
Sylas,Senna,Galio,Pyke,12.8,,,,,,
,,,,,,,Evil Geniuses,G2 Esports,red_side,blue_side
Lucian,Wukong,Gangplank,Gwen,12.8,,,,,,
Twisted Fate,Ahri,Viego,Lee Sin,12.8,,,,,,
Jax,Graves,Vex,Galio,12.8,,,,,,
Kalista,Tristana,Aphelios,Xayah,12.8,,,,,,
Leona,Senna,Renata Glasc,Karma,12.8,,,,,,
,,,,,,,PSG Talon,Royal Never Give Up,red_side,blue_side
LeBlanc,Ahri,Camille,Gwen,12.8,,,,,,
Kalista,Lucian,Viego,Poppy,12.8,,,,,,
Zoe,Wukong,Galio,Twisted Fate,12.8,,,,,,
Rakan,Ezreal,Kaisa,Xayah,12.8,,,,,,
Alistar,Senna,Taric,Renata Glasc,12.8,,,,,,
,,,,,,,Saigon Buffalo,T1,red_side,blue_side
Rell,Lucian,Gangplank,Ornn,12.8,,,,,,
Xayah,Wukong,Nocturne,Lee Sin,12.8,,,,,,
Gwen,LeBlanc,Ahri,Vex,12.8,,,,,,
Renata Glasc,Jinx,Samira,Kaisa,12.8,,,,,,
Alistar,Tristana,Nautilus,Leona,12.8,,,,,,
,,,,,,,Evil Geniuses,PSG Talon,blue_side,red_side
Tristana,Lucian,Vladimir,Aatrox,12.8,,,,,,
Nocturne,Ahri,Wukong,Gwen,12.8,,,,,,
Lee Sin,LeBlanc,Anivia,Galio,12.8,,,,,,
Rakan,Sylas,Kaisa,Xayah,12.8,,,,,,
Graves,Alistar,Nautilus,Renata Glasc,12.8,,,,,,
,,,,,,,G2 Esports,Saigon Buffalo,red_side,blue_side
LeBlanc,Ahri,Gangplank,Gwen,12.8,,,,,,
Kalista,Wukong,Viego,Lee Sin,12.8,,,,,,
Zoe,Lucian,Galio,Sylas,12.8,,,,,,
Twisted Fate,Camille,Kaisa,Xayah,12.8,,,,,,
Mordekaiser,Jax,Leona,Nautilus,12.8,,,,,,
,,,,,,,Royal Never Give Up,Evil Geniuses,blue_side,red_side
Lee Sin,Lucian,Camille,Ornn,12.8,,,,,,
Nocturne,Wukong,Trundle,Graves,12.8,,,,,,
Viego,Gwen,Ahri,Vex,12.8,,,,,,
Kalista,Volibear,Kaisa,Tristana,12.8,,,,,,
Xayah,Xin Zhao,Shen,Rell,12.8,,,,,,
,,,,,,,Saigon Buffalo,PSG Talon,blue_side,red_side
Caitlyn,Lucian,Gangplank,Rumble,12.8,,,,,,
Gwen,Wukong,Graves,Viego,12.8,,,,,,
Lee Sin,Ornn,LeBlanc,Ahri,12.8,,,,,,
Kalista,Xayah,Jhin,Aphelios,12.8,,,,,,
Vi,Tahm Kench,Rakan,Nautilus,12.8,,,,,,
,,,,,,,G2 Esports,T1,red_side,blue_side
Kalista,Lucian,Akali,Gwen,12.8,,,,,,
LeBlanc,Wukong,Lee Sin,Viego,12.8,,,,,,
Syndra,Vladimir,Ahri,Vex,12.8,,,,,,
Ezreal,Gangplank,Xayah,Tristana,12.8,,,,,,
Kaisa,Rakan,Nautilus,Leona,12.8,,,,,,
,,,,,,,Saigon Buffalo,Royal Never Give Up,red_side,blue_side
LeBlanc,Lucian,Gwen,Gangplank,12.8,,,,,,
Yasuo,Wukong,Lee Sin,Nocturne,12.8,,,,,,
Twisted Fate,Ahri,Zoe,Galio,12.8,,,,,,
Rakan,Xayah,Kalista,Jinx,12.8,,,,,,
Ezreal,Tahm Kench,Taric,Nautilus,12.8,,,,,,
,,,,,,,T1,Evil Geniuses,red_side,blue_side
Lucian,Wukong,Kennen,Gwen,12.8,,,,,,
LeBlanc,Ahri,Lee Sin,Poppy,12.8,,,,,,
Twisted Fate,Graves,Syndra,Corki,12.8,,,,,,
Pyke,Vladimir,Tristana,Kalista,12.8,,,,,,
Zoe,Gangplank,Rell,Nautilus,12.8,,,,,,
,,,,,,,PSG Talon,G2 Esports,blue_side,red_side
Kalista,Lucian,Ornn,Kennen,12.8,,,,,,
Tristana,LeBlanc,Wukong,Nocturne,12.8,,,,,,
Gwen,Ahri,Sylas,Veigar,12.8,,,,,,
Karma,Nautilus,Kaisa,Ezreal,12.8,,,,,,
Zoe,Rakan,Alistar,Leona,12.8,,,,,,
,,,,,,,Evil Geniuses,Saigon Buffalo,blue_side,red_side
Graves,Lucian,Gwen,Riven,12.8,,,,,,
Senna,Wukong,Lee Sin,Viego,12.8,,,,,,
Kalista,Kaisa,Ahri,LeBlanc,12.8,,,,,,
Karma,Nautilus,Xayah,Ezreal,12.8,,,,,,
Ornn,Tristana,Rakan,Yuumi,12.8,,,,,,
,,,,,,,Royal Never Give Up,G2 Esports,blue_side,red_side
LeBlanc,Lucian,Gangplank,Gwen,12.8,,,,,,
Vex,Vi,Lee Sin,Viego,12.8,,,,,,
Ahri,Wukong,Twisted Fate,Galio,12.8,,,,,,
Nocturne,Renata Glasc,Kalista,Tristana,12.8,,,,,,
Ornn,Nautilus,Gragas,Rell,12.8,,,,,,
,,,,,,,T1,PSG Talon,blue_side,red_side
Twisted Fate,Lucian,Jax,Gwen,12.8,,,,,,
Nocturne,Ahri,Wukong,Viego,12.8,,,,,,
Vladimir,LeBlanc,Viktor,Malzahar,12.8,,,,,,
Alistar,Syndra,Kalista,Tristana,12.8,,,,,,
Vex,Galio,Nautilus,Leona,12.8,,,,,,
,,,,,,,Royal Never Give Up,Saigon Buffalo,blue_side,red_side
Gwen,Lucian,Aatrox,Ornn,12.8,,,,,,
Kaisa,Wukong,Viego,Lee Sin,12.8,,,,,,
Vex,Ahri,LeBlanc,Lissandra,12.8,,,,,,
Gangplank,Pyke,Kalista,Tristana,12.8,,,,,,
Gnar,Renata Glasc,Gragas,Rell,12.8,,,,,,
,,,,,,,G2 Esports,PSG Talon,red_side,blue_side
Kalista,Lucian,Gwen,Gangplank,12.8,,,,,,
LeBlanc,Wukong,Viego,Graves,12.8,,,,,,
Jax,Ahri,Twisted Fate,Sylas,12.8,,,,,,
Tahm Kench,Lee Sin,Ezreal,Nautilus,12.8,,,,,,
Vladimir,Nocturne,Bard,Senna,12.8,,,,,,
,,,,,,,Evil Geniuses,T1,red_side,blue_side
Diana,Lucian,Vayne,Sion,12.8,,,,,,
Kalista,Wukong,Viego,Graves,12.8,,,,,,
Pyke,Tristana,Twisted Fate,Ahri,12.8,,,,,,
Karma,Nautilus,Vladimir,Ezreal,12.8,,,,,,
Leona,Gwen,Senna,Bard,12.8,,,,,,
,,,,,,,Saigon Buffalo,G2 Esports,red_side,blue_side
LeBlanc,Lucian,Camille,Gwen,12.8,,,,,,
Graves,Wukong,Volibear,Xin Zhao,12.8,,,,,,
Kalista,Nocturne,Ahri,Zoe,12.8,,,,,,
Braum,Viego,Kaisa,Ezreal,12.8,,,,,,
Jax,Lee Sin,Nautilus,Leona,12.8,,,,,,
,,,,,,,Royal Never Give Up,T1,blue_side,red_side
Lucian,Wukong,Gnar,Tryndamere,12.8,,,,,,
Twisted Fate,Kalista,Graves,Lee Sin,12.8,,,,,,
Gwen,Viego,Ahri,LeBlanc,12.8,,,,,,
Nautilus,Karma,Ezreal,Kaisa,12.8,,,,,,
Gangplank,Ornn,Rakan,Leona,12.8,,,,,,
,,,,,,,PSG Talon,Evil Geniuses,red_side,blue_side
Tristana,Lucian,Gwen,Kennen,12.8,,,,,,
Galio,Wukong,Vi,Nocturne,12.8,,,,,,
Volibear,Zoe,Ahri,Akali,12.8,,,,,,
Rakan,Jayce,Ezreal,Kalista,12.8,,,,,,
Gragas,Yuumi,Braum,Nautilus,12.8,,,,,,
,,,,,,,T1,Saigon Buffalo,blue_side,red_side
LeBlanc,Lucian,Gwen,Vladimir,12.8,,,,,,
Graves,Twisted Fate,Nocturne,Lee Sin,12.8,,,,,,
Viego,Wukong,Ahri,Vex,12.8,,,,,,
Gangplank,Alistar,Tristana,Kalista,12.8,,,,,,
Kennen,Ezreal,Nautilus,Renata Glasc,12.8,,,,,,
,,,,,,,Royal Never Give Up,PSG Talon,blue_side,red_side
Gwen,Lucian,Ornn,Mordekaiser,12.8,,,,,,
Viego,Ahri,Wukong,Lee Sin,12.8,,,,,,
Senna,Kalista,LeBlanc,Ryze,12.8,,,,,,
Twisted Fate,Rakan,Kaisa,Ezreal,12.8,,,,,,
Gangplank,Pyke,Nautilus,Leona,12.8,,,,,,
,,,,,,,G2 Esports,Evil Geniuses,blue_side,red_side
Lucian,Vex,Kennen,Irelia,12.8,,,,,,
Caitlyn,Wukong,Viego,Graves,12.8,,,,,,
Twisted Fate,Rakan,Ahri,Zoe,12.8,,,,,,
Jayce,Nautilus,Tristana,Kalista,12.8,,,,,,
Gangplank,Leona,Rell,Gragas,12.8,,,,,,
,,,,,,,PSG Talon,T1,red_side,blue_side
Kalista,Lucian,Gwen,Jax,12.8,,,,,,
Gangplank,Tristana,Wukong,Viego,12.8,,,,,,
LeBlanc,Ahri,Galio,Twisted Fate,12.8,,,,,,
Karma,Nautilus,Kaisa,Ezreal,12.8,,,,,,
Yuumi,Sylas,Rakan,Leona,12.8,,,,,,
,,,,,,,Saigon Buffalo,Evil Geniuses,red_side,blue_side
Gangplank,Lucian,Vladimir,Gwen,12.8,,,,,,
Graves,Pyke,Wukong,Lee Sin,12.8,,,,,,
Kalista,LeBlanc,Zoe,Ahri,12.8,,,,,,
Viego,Tristana,Kaisa,Ezreal,12.8,,,,,,
Karma,Senna,Nautilus,Leona,12.8,,,,,,
,,,,,,,G2 Esports,Royal Never Give Up,blue_side,red_side
Lucian,Wukong,Gwen,Vladimir,12.8,,,,,,
Twisted Fate,Kalista,Viego,Volibear,12.8,,,,,,
Galio,LeBlanc,Ahri,Veigar,12.8,,,,,,
Akali,Ezreal,Xayah,Tristana,12.8,,,,,,
Jayce,Renata Glasc,Rakan,Rell,12.8,,,,,,
,,,,,,,PSG Talon,Saigon Buffalo,blue_side,red_side
Kalista,Lucian,Gwen,Gangplank,12.8,,,,,,
LeBlanc,Wukong,Diana,Xin Zhao,12.8,,,,,,
Jax,Ahri,Yasuo,Twisted Fate,12.8,,,,,,
Karma,Samira,Jhin,Ezreal,12.8,,,,,,
Viego,Rakan,Leona,Braum,12.8,,,,,,
,,,,,,,Evil Geniuses,Royal Never Give Up,red_side,blue_side
LeBlanc,Caitlyn,Kennen,Ornn,12.8,,,,,,
Senna,Wukong,Viego,Diana,12.8,,,,,,
Ahri,Lucian,Twisted Fate,Yasuo,12.8,,,,,,
Gragas,Tahm Kench,Tristana,Kalista,12.8,,,,,,
Gangplank,Aphelios,Rell,Rakan,12.8,,,,,,
,,,,,,,T1,G2 Esports,red_side,blue_side
Jayce,Tristana,Gwen,Jax,12.8,,,,,,
Caitlyn,Lucian,Viego,Wukong,12.8,,,,,,
LeBlanc,Ahri,Twisted Fate,Sylas,12.8,,,,,,
Senna,Nautilus,Ashe,Kalista,12.8,,,,,,
Ezreal,Karma,Braum,Rumble,12.8,,,,,,
,,,,,,,Saigon Buffalo,T1,red_side,blue_side
Trundle,Karma,Urgot,Gwen,12.8,,,,,,
Lee Sin,Lucian,Wukong,Graves,12.8,,,,,,
Ahri,Poppy,Twisted Fate,Galio,12.8,,,,,,
Leona,Renata Glasc,Tahm Kench,Ezreal,12.8,,,,,,
Alistar,Kaisa,Senna,Nautilus,12.8,,,,,,
,,,,,,,Detonation FocusMe,Team Aze,red_side,blue_side
Leona,Lucian,Gwen,Gangplank,12.8,,,,,,
Nautilus,Karma,Wukong,Lee Sin,12.8,,,,,,
Rakan,Caitlyn,LeBlanc,Ahri,12.8,,,,,,
Alistar,Senna,Kaisa,Jhin,12.8,,,,,,
Ezreal,Kalista,Pyke,Renata Glasc,12.8,,,,,,
,,,,,,,T1,Team Aze,blue_side,red_side
Karma,Twisted Fate,Gwen,Tryndamere,12.8,,,,,,
LeBlanc,Lucian,Diana,Wukong,12.8,,,,,,
Urgot,Ahri,Kalista,VelKoz,12.8,,,,,,
Vex,Yasuo,Kaisa,Aphelios,12.8,,,,,,
Syndra,Nautilus,Sett,Alistar,12.8,,,,,,
,,,,,,,Saigon Buffalo,Detonation FocusMe,blue_side,red_side
Caitlyn,Urgot,Rumble,Gangplank,12.8,,,,,,
LeBlanc,Lucian,Wukong,Graves,12.8,,,,,,
Twisted Fate,Ahri,Syndra,Zoe,12.8,,,,,,
Karma,Nautilus,Aphelios,Ezreal,12.8,,,,,,
Jayce,Tryndamere,Rakan,Bard,12.8,,,,,,
,,,,,,,Detonation FocusMe,T1,red_side,blue_side
Gwen,Ahri,Sion,Aatrox,12.8,,,,,,
Twisted Fate,Karma,Lee Sin,Viego,12.8,,,,,,
Lucian,LeBlanc,Zoe,Galio,12.8,,,,,,
Camille,Jayce,Samira,Tristana,12.8,,,,,,
Gangplank,Sylas,Alistar,Gragas,12.8,,,,,,
,,,,,,,Team Aze,Saigon Buffalo,red_side,blue_side
LeBlanc,Ahri,Renekton,Tryndamere,12.8,,,,,,
Twisted Fate,Lucian,Graves,Evelynn,12.8,,,,,,
Wukong,Diana,Akali,Irelia,12.8,,,,,,
Gangplank,Tristana,Karthus,Jhin,12.8,,,,,,
Aatrox,Kaisa,Leona,Bard,12.8,,,,,,
,,,,,,,ORDER,Evil Geniuses,red_side,blue_side
LeBlanc,Lucian,Gragas,Darius,12.8,,,,,,
Gangplank,Wukong,Graves,Lee Sin,12.8,,,,,,
Ahri,Galio,Gwen,Twisted Fate,12.8,,,,,,
Jax,Ryze,Tahm Kench,Xayah,12.8,,,,,,
Tristana,Ezreal,Senna,Leona,12.8,,,,,,
,,,,,,,Royal Never Give Up,RED Canids,blue_side,red_side
Graves,Lucian,Gwen,Akali,12.8,,,,,,
Vladimir,Wukong,Nocturne,Viego,12.8,,,,,,
LeBlanc,Ezreal,Ahri,Vex,12.8,,,,,,
Tristana,Lee Sin,Kalista,Kaisa,12.8,,,,,,
Xayah,Volibear,Shen,Leona,12.8,,,,,,
,,,,,,,Royal Never Give Up,PSG Talon,blue_side,red_side
Camille,Lucian,Garen,Gangplank,12.8,,,,,,
Gwen,Samira,Graves,Viego,12.8,,,,,,
Wukong,Kalista,Ahri,LeBlanc,12.8,,,,,,
Braum,Lee Sin,Kaisa,Ezreal,12.8,,,,,,
Sett,Xin Zhao,Leona,Nautilus,12.8,,,,,,
,,,,,,,Istanbul Wildcats,Royal Never Give Up,red_side,blue_side
Pyke,Karthus,Urgot,Yone,12.8,,,,,,
Wukong,Diana,Viego,Sejuani,12.8,,,,,,
Lucian,Ahri,Twisted Fate,Gwen,12.8,,,,,,
Irelia,LeBlanc,Caitlyn,Sion,12.8,,,,,,
Tryndamere,Kayle,Karma,Senna,12.8,,,,,,
,,,,,,,ORDER,G2 Esports,red_side,blue_side
Twisted Fate,Ahri,Gnar,Gangplank,12.8,,,,,,
Zeri,Lucian,Wukong,Lillia,12.8,,,,,,
LeBlanc,Pyke,Sylas,Tryndamere,12.8,,,,,,
Kaisa,Galio,Ezreal,Tristana,12.8,,,,,,
Xayah,Akali,Rakan,Leona,12.8,,,,,,
,,,,,,,G2 Esports,Evil Geniuses,blue_side,red_side
Karthus,Wukong,Sion,Ornn,12.8,,,,,,
Diana,Ahri,Nidalee,Graves,12.8,,,,,,
Aatrox,Lucian,Twisted Fate,LeBlanc,12.8,,,,,,
Sylas,Camille,Kaisa,Ezreal,12.8,,,,,,
Gwen,Tryndamere,Pyke,Karma,12.8,,,,,,
,,,,,,,G2 Esports,ORDER,blue_side,red_side
Diana,Wukong,Ornn,Kayle,12.8,,,,,,
Evelynn,Lucian,Graves,Viego,12.8,,,,,,
Karthus,Ahri,LeBlanc,Lissandra,12.8,,,,,,
Leona,Gwen,Xayah,Tristana,12.8,,,,,,
Aatrox,Gangplank,Gragas,Rakan,12.8,,,,,,
,,,,,,,Evil Geniuses,ORDER,blue_side,red_side
Pyke,Wukong,Gwen,Vladimir,12.8,,,,,,
Sylas,Ahri,Viego,Diana,12.8,,,,,,
LeBlanc,Lucian,Twisted Fate,Yasuo,12.8,,,,,,
Rakan,Ezreal,Jinx,Nautilus,12.8,,,,,,
Gragas,Leona,Tahm Kench,Senna,12.8,,,,,,
,,,,,,,Evil Geniuses,G2 Esports,red_side,blue_side
Lucian,Ahri,Vladimir,Irelia,12.8,,,,,,
Twisted Fate,Wukong,Graves,Viego,12.8,,,,,,
Ezreal,Senna,Lissandra,LeBlanc,12.8,,,,,,
Alistar,Vex,Miss Fortune,Aphelios,12.8,,,,,,
Nautilus,Zoe,Leona,Sett,12.8,,,,,,
,,,,,,,PSG Talon,Royal Never Give Up,red_side,blue_side
Kalista,Ahri,Gwen,Tryndamere,12.8,,,,,,
Samira,Wukong,Lee Sin,Viego,12.8,,,,,,
Kaisa,Lucian,Zoe,Viktor,12.8,,,,,,
Diana,Graves,Zeri,Jhin,12.8,,,,,,
Ekko,Sylas,Leona,Alistar,12.8,,,,,,
,,,,,,,RED Canids,Istanbul Wildcats,blue_side,red_side
Camille,Ahri,Gwen,Jax,12.8,,,,,,
Ezreal,Lucian,Viego,Lee Sin,12.8,,,,,,
Volibear,Wukong,Vex,Twisted Fate,12.8,,,,,,
Graves,Kalista,Jhin,Kaisa,12.8,,,,,,
Galio,Draven,Leona,Nautilus,12.8,,,,,,
,,,,,,,RED Canids,Royal Never Give Up,red_side,blue_side
Renata Glasc,Lucian,Gragas,Gwen,12.8,,,,,,
Gangplank,Samira,Xin Zhao,Graves,12.8,,,,,,
Wukong,Kalista,Ahri,Vex,12.8,,,,,,
Xayah,Viego,Kaisa,Jhin,12.8,,,,,,
Gnar,Tryndamere,Nautilus,Leona,12.8,,,,,,
,,,,,,,Istanbul Wildcats,PSG Talon,red_side,blue_side
Samira,Camille,Gangplank,Vladimir,12.8,,,,,,
Kalista,Ahri,Wukong,Diana,12.8,,,,,,
LeBlanc,Lucian,Zoe,Irelia,12.8,,,,,,
Yasuo,Vex,Ezreal,Kaisa,12.8,,,,,,
Nautilus,Gwen,Leona,Pyke,12.8,,,,,,
,,,,,,,Royal Never Give Up,Istanbul Wildcats,blue_side,red_side
Lucian,Ahri,Ornn,Aatrox,12.8,,,,,,
Jhin,Gangplank,Wukong,Jarvan IV,12.8,,,,,,
Gwen,Kalista,Vex,Zoe,12.8,,,,,,
Viego,Gnar,Kaisa,Ezreal,12.8,,,,,,
Camille,Kennen,Leona,Renata Glasc,12.8,,,,,,
,,,,,,,PSG Talon,RED Canids,blue_side,red_side
Urgot,Caitlyn,Jayce,Sett,12.8,,,,,,
Nautilus,Twisted Fate,Wukong,Viego,12.8,,,,,,
Renata Glasc,Lucian,LeBlanc,Ahri,12.8,,,,,,
Xin Zhao,Yuumi,Jhin,Ezreal,12.8,,,,,,
Poppy,Aphelios,Pyke,Karma,12.8,,,,,,
,,,,,,,T1,Detonation FocusMe,blue_side,red_side
LeBlanc,Lucian,Camille,Gnar,12.8,,,,,,
Karma,Gwen,Kindred,Jarvan IV,12.8,,,,,,
Wukong,Ahri,Twisted Fate,Galio,12.8,,,,,,
Xayah,Tristana,Ziggs,Miss Fortune,12.8,,,,,,
Ezreal,Kalista,Leona,Renata Glasc,12.8,,,,,,
,,,,,,,Saigon Buffalo,Team Aze,blue_side,red_side
Kalista,Graves,Gnar,Ornn,12.8,,,,,,
Samira,Gwen,Lee Sin,Volibear,12.8,,,,,,
Lucian,Wukong,Ahri,LeBlanc,12.8,,,,,,
Gangplank,Xayah,Aphelios,Tristana,12.8,,,,,,
Viego,Leona,Renata Glasc,Nautilus,12.8,,,,,,
,,,,,,,PSG Talon,Istanbul Wildcats,blue_side,red_side
Karthus,Lucian,Gnar,Tryndamere,12.8,,,,,,
Diana,Ahri,Wukong,Evelynn,12.8,,,,,,
Karma,Twisted Fate,LeBlanc,Zed,12.8,,,,,,
Aatrox,Gwen,Zeri,Jhin,12.8,,,,,,
Urgot,Ryze,Renata Glasc,Nautilus,12.8,,,,,,
,,,,,,,G2 Esports,ORDER,blue_side,red_side
LeBlanc,Ahri,Urgot,Gangplank,12.8,,,,,,
Wukong,Diana,Viego,Jarvan IV,12.8,,,,,,
Tristana,Lucian,Twisted Fate,Sylas,12.8,,,,,,
Renata Glasc,Aatrox,Vayne,Ezreal,12.8,,,,,,
Leona,Tryndamere,Nautilus,Alistar,12.8,,,,,,
,,,,,,,ORDER,Evil Geniuses,red_side,blue_side
Renata Glasc,Lucian,Mordekaiser,Camille,12.8,,,,,,
Gwen,Kalista,Viego,Graves,12.8,,,,,,
Wukong,Samira,Ahri,Galio,12.8,,,,,,
Xin Zhao,Xayah,Tristana,Jhin,12.8,,,,,,
Volibear,Renekton,Nautilus,Alistar,12.8,,,,,,
,,,,,,,Istanbul Wildcats,RED Canids,blue_side,red_side
Karma,Nautilus,Jayce,Gwen,12.8,,,,,,
Caitlyn,Lucian,Diana,Kindred,12.8,,,,,,
Twisted Fate,Leona,Vex,Ahri,12.8,,,,,,
Tristana,Jax,Zeri,Wukong,12.8,,,,,,
Draven,Gangplank,Alistar,Senna,12.8,,,,,,
,,,,,,,Team Aze,T1,red_side,blue_side
Galio,Ahri,Urgot,Aatrox,12.8,,,,,,
Jinx,Karma,Viego,Volibear,12.8,,,,,,
Tristana,LeBlanc,Twisted Fate,Sylas,12.8,,,,,,
Gwen,Nautilus,Samira,Lucian,12.8,,,,,,
Lee Sin,Alistar,Renata Glasc,Nami,12.8,,,,,,
,,,,,,,Detonation FocusMe,Saigon Buffalo,red_side,blue_side
Diana,Lucian,Gwen,Poppy,12.8,,,,,,
Karthus,Wukong,Xin Zhao,Graves,12.8,,,,,,
Evelynn,LeBlanc,Ahri,Vex,12.8,,,,,,
Miss Fortune,Gangplank,Xayah,Kaisa,12.8,,,,,,
Tryndamere,Viego,Leona,Nautilus,12.8,,,,,,
,,,,,,,Evil Geniuses,ORDER,blue_side,red_side
Wukong,Lucian,Camille,Gwen,12.8,,,,,,
Zeri,Ahri,Graves,Jarvan IV,12.8,,,,,,
Twisted Fate,LeBlanc,Galio,Zoe,12.8,,,,,,
Mordekaiser,Syndra,Kaisa,Ezreal,12.8,,,,,,
Gangplank,Ornn,Pyke,Rakan,12.8,,,,,,
