blue_bans,red_bans,blue_picks,red_picks,patch,Blue Side Roster,Red Side Roster,blue_side,red_side,winner,loser
Trundle,Kindred,Kalista,Aphelios,10.10,,,,,,
Olaf,Jarvan IV,Gragas,Thresh,10.10,,,,,,
,,,,,,,Gen.G eSports,DragonX,blue_side,red_side
LeBlanc,Varus,Sett,Aatrox,10.10,,,,,,
Nautilus,Zoe,Trundle,Ekko,10.10,,,,,,
Nidalee,Graves,Rumble,Syndra,10.10,,,,,,
Sylas,Thresh,Kalista,Aphelios,10.10,,,,,,
Kindred,Lee Sin,Pyke,Tahm Kench,10.10,,,,,,
,,,,,,,DragonX,JD Gaming,red_side,blue_side
Sett,Varus,Lucian,Irelia,10.10,,,,,,
Syndra,Kalista,Trundle,Gragas,10.10,,,,,,
Wukong,Graves,Ekko,Yasuo,10.10,,,,,,
Yuumi,LeBlanc,Ezreal,Aphelios,10.10,,,,,,
Thresh,Akali,Braum,Taric,10.10,,,,,,
,,,,,,,Invictus Gaming,Gen.G eSports,red_side,blue_side
Syndra,Varus,Renekton,Aatrox,10.10,,,,,,
Senna,Graves,Nidalee,Lee Sin,10.10,,,,,,
Trundle,Ornn,LeBlanc,Azir,10.10,,,,,,
Zoe,RekSai,Ezreal,Aphelios,10.10,,,,,,
Lissandra,Bard,Sett,Karma,10.10,,,,,,
,,,,,,,JD Gaming,Invictus Gaming,blue_side,red_side
Azir,Varus,Kennen,Sylas,10.10,,,,,,
Nautilus,Zoe,Graves,Lee Sin,10.10,,,,,,
Yuumi,Trundle,Rumble,Syndra,10.10,,,,,,
LeBlanc,Irelia,Tahm Kench,Kalista,10.10,,,,,,
Corki,Ekko,Senna,Sett,10.10,,,,,,
,,,,,,,DragonX,Gen.G eSports,blue_side,red_side
Irelia,Kalista,Lucian,Wukong,10.10,,,,,,
Karma,Varus,Lee Sin,Trundle,10.10,,,,,,
Thresh,Graves,Syndra,Zoe,10.10,,,,,,
Bard,Kindred,Aphelios,Ezreal,10.10,,,,,,
Pyke,Olaf,Yuumi,Senna,10.10,,,,,,
,,,,,,,Invictus Gaming,DragonX,red_side,blue_side
Zoe,Varus,Ornn,Camille,10.10,,,,,,
Sett,Graves,Trundle,Kindred,10.10,,,,,,
Ezreal,Kalista,Twisted Fate,Azir,10.10,,,,,,
Thresh,LeBlanc,Miss Fortune,Aphelios,10.10,,,,,,
Sylas,Corki,Yuumi,Nautilus,10.10,,,,,,
,,,,,,,JD Gaming,Gen.G eSports,red_side,blue_side
Syndra,Varus,Sylas,Wukong,10.10,,,,,,
Yuumi,Kalista,Trundle,Lee Sin,10.10,,,,,,
Graves,LeBlanc,Azir,Ekko,10.10,,,,,,
Corki,Ornn,Yasuo,Ezreal,10.10,,,,,,
Sett,Mordekaiser,Gragas,Braum,10.10,,,,,,
,,,,,,,T1,Top Esports,red_side,blue_side
Rumble,Varus,Jayce,Camille,10.10,,,,,,
Elise,Ezreal,Olaf,Graves,10.10,,,,,,
Kalista,Zoe,Syndra,Galio,10.10,,,,,,
Wukong,Trundle,Aphelios,Maokai,10.10,,,,,,
Twisted Fate,Lee Sin,Karma,Senna,10.10,,,,,,
,,,,,,,DAMWON Gaming,Funplus Phoenix,red_side,blue_side
Karma,Varus,Jayce,Wukong,10.10,,,,,,
Nidalee,Aphelios,Olaf,Kindred,10.10,,,,,,
Graves,Trundle,Corki,Rumble,10.10,,,,,,
Nautilus,Ezreal,Syndra,Sett,10.10,,,,,,
Maokai,Ornn,Yuumi,Senna,10.10,,,,,,
,,,,,,,Top Esports,Funplus Phoenix,red_side,blue_side
Nidalee,Varus,Aatrox,Kennen,10.10,,,,,,
Sett,LeBlanc,Graves,Lee Sin,10.10,,,,,,
Syndra,Kalista,Twisted Fate,Zoe,10.10,,,,,,
Jayce,Ornn,Yasuo,Ezreal,10.10,,,,,,
Trundle,Azir,Gragas,Karma,10.10,,,,,,
,,,,,,,T1,DAMWON Gaming,red_side,blue_side
Sett,Renekton,Ornn,Aatrox,10.10,,,,,,
Jayce,Irelia,Olaf,Nidalee,10.10,,,,,,
Zoe,Syndra,LeBlanc,Sylas,10.10,,,,,,
Ezreal,Corki,Varus,Kalista,10.10,,,,,,
Pantheon,Wukong,Yuumi,Karma,10.10,,,,,,
,,,,,,,Top Esports,DAMWON Gaming,blue_side,red_side
Sett,Elise,Vladimir,Jayce,10.10,,,,,,
Trundle,Graves,Kindred,Olaf,10.10,,,,,,
Ornn,Varus,Karma,Corki,10.10,,,,,,
Taric,Irelia,Aphelios,Kalista,10.10,,,,,,
Thresh,Wukong,Nautilus,Gragas,10.10,,,,,,
,,,,,,,Funplus Phoenix,T1,red_side,blue_side
