blue_bans,red_bans,blue_picks,red_picks,patch,Blue Side Roster,Red Side Roster,blue_side,red_side,winner,loser
Lucian,Yuumi,Aatrox,Jax,12.18,kingen,Flandre,,,,
Fiora,Caitlyn,Poppy,Sejuani,12.18,Pyosik,Jiejie,,,,
Renekton,Maokai,Akali,Azir,12.18,Zeka,Scout,,,,
Kaisa,Ashe,Ezreal,Aphelios,12.18,Deft,Viper,,,,
Soraka,Jinx,Heimerdinger,Lulu,12.18,BeryL,meiko,,,,
,,,,,,,DRX,Edward Gaming,red_side,blue_side
Lucian,Yuumi,Aatrox,Fiora,12.18,kingen,Flandre,,,,
Azir,Caitlyn,Kindred,Graves,12.18,Pyosik,Jiejie,,,,
Sejuani,Heimerdinger,Sylas,Viktor,12.18,Zeka,Scout,,,,
Aphelios,Ashe,Draven,Kalista,12.18,Deft,Viper,,,,
Lulu,Ezreal,Soraka,Renata Glasc,12.18,BeryL,meiko,,,,
,,,,,,,DRX,Edward Gaming,blue_side,red_side
Sylas,Lucian,Aatrox,Camille,12.18,Flandre,kingen,,,,
Akali,Viktor,Lee Sin,Sejuani,12.18,Jiejie,Pyosik,,,,
Caitlyn,Yuumi,LeBlanc,Azir,12.18,Scout,Zeka,,,,
Heimerdinger,Aphelios,Varus,Kalista,12.18,Viper,Deft,,,,
Soraka,Draven,Renata Glasc,Ashe,12.18,meiko,BeryL,,,,
,,,,,,,Edward Gaming,DRX,red_side,blue_side
Heimerdinger,Lucian,Jax,Fiora,12.18,Flandre,kingen,,,,
Aatrox,Azir,Sejuani,Viego,12.18,Jiejie,Pyosik,,,,
Caitlyn,Yuumi,Akali,Sylas,12.18,Scout,Zeka,,,,
Kalista,Renekton,Aphelios,Ezreal,12.18,Viper,Deft,,,,
Varus,Gangplank,Lulu,Karma,12.18,meiko,BeryL,,,,
,,,,,,,Edward Gaming,DRX,red_side,blue_side
Graves,Aatrox,Renekton,Gragas,12.18,Doran,Nuguri,,,,
Sejuani,Sylas,Maokai,Kayn,12.18,Peanut,Canyon,,,,
Caitlyn,Azir,Ryze,Lissandra,12.18,Chovy,ShowMaker,,,,
Camille,Viktor,Miss Fortune,Lucian,12.18,Ruler,deokdam,,,,
Viego,Vi,Yuumi,Nami,12.18,Lehends,Kellin,,,,
,,,,,,,Gen.G eSports,DWG KIA,blue_side,red_side
Sylas,Graves,Gragas,Camille,12.18,Nuguri,Doran,,,,
Fiora,Aatrox,Wukong,Sejuani,12.18,Canyon,Peanut,,,,
Aphelios,Sivir,Azir,Yone,12.18,ShowMaker,Chovy,,,,
Viego,Renekton,Lucian,Miss Fortune,12.18,deokdam,Ruler,,,,
Ahri,Kayn,Nami,Yuumi,12.18,Kellin,Lehends,,,,
,,,,,,,DWG KIA,Gen.G eSports,red_side,blue_side
Sylas,Graves,Sejuani,Maokai,12.18,Nuguri,Doran,,,,
Fiora,Aatrox,Viego,Poppy,12.18,Canyon,Peanut,,,,
Yuumi,Caitlyn,Swain,Azir,12.18,ShowMaker,Chovy,,,,
Renekton,Lissandra,Aphelios,Lucian,12.18,deokdam,Ruler,,,,
Vi,Camille,Lulu,Nami,12.18,Kellin,Lehends,,,,
,,,,,,,DWG KIA,Gen.G eSports,blue_side,red_side
Graves,Sylas,Gnar,Renekton,12.18,Doran,Nuguri,,,,
Caitlyn,Aatrox,Sejuani,Viego,12.18,Peanut,Canyon,,,,
Kayn,Yuumi,Azir,LeBlanc,12.18,Chovy,ShowMaker,,,,
Taliyah,Thresh,Jinx,Aphelios,12.18,Ruler,deokdam,,,,
Ornn,Camille,Lulu,Renata Glasc,12.18,Lehends,Kellin,,,,
,,,,,,,Gen.G eSports,DWG KIA,red_side,blue_side
Graves,Sylas,Gnar,Renekton,12.18,Doran,Nuguri,,,,
Viego,Aatrox,Sejuani,Kayn,12.18,Peanut,Canyon,,,,
Caitlyn,Yuumi,Viktor,Syndra,12.18,Chovy,ShowMaker,,,,
Nidalee,Yone,Lucian,Aphelios,12.18,Ruler,deokdam,,,,
Karthus,Vi,Nami,Lulu,12.18,Lehends,Kellin,,,,
,,,,,,,Gen.G eSports,DWG KIA,blue_side,red_side
Lissandra,Yuumi,Camille,Renekton,12.18,Zeus,Breathe,,,,
Fiora,Caitlyn,Graves,Viego,12.18,Oner,Wei,,,,
Jax,Aatrox,Viktor,Akali,12.18,Faker,xiaohu,,,,
Galio,Sylas,Ashe,Aphelios,12.18,Gumayusi,GALA,,,,
Taliyah,LeBlanc,Heimerdinger,Nautilus,12.18,Keria,Ming,,,,
,,,,,,,T1,Royal Never Give Up,blue_side,red_side
Caitlyn,Lissandra,Fiora,Jayce,12.18,Breathe,Zeus,,,,
Graves,Aatrox,Sejuani,Viego,12.18,Wei,Oner,,,,
LeBlanc,Yuumi,Sylas,Akali,12.18,xiaohu,Faker,,,,
Lucian,Aphelios,Kaisa,Xayah,12.18,GALA,Gumayusi,,,,
Heimerdinger,Tristana,Nautilus,Renata Glasc,12.18,Ming,Keria,,,,
,,,,,,,Royal Never Give Up,T1,red_side,blue_side
Caitlyn,Yuumi,Aatrox,Yone,12.18,Breathe,Zeus,,,,
Graves,Lissandra,Vi,Sejuani,12.18,Wei,Oner,,,,
Camille,Fiora,Sylas,Akali,12.18,xiaohu,Faker,,,,
Renata Glasc,Kaisa,Aphelios,Varus,12.18,GALA,Gumayusi,,,,
Thresh,Lucian,Soraka,Tahm Kench,12.18,Ming,Keria,,,,
,,,,,,,Royal Never Give Up,T1,red_side,blue_side
Ornn,Aatrox,Gragas,Renekton,12.18,369,Odoamne,,,,
Maokai,Yuumi,Graves,Vi,12.18,Kanavi,Malrang,,,,
Caitlyn,Sylas,Taliyah,Azir,12.18,Yagao,Larssen,,,,
Jarvan IV,Viktor,Aphelios,Lucian,12.18,Hope,Comp,,,,
Gnar,LeBlanc,Lulu,Nami,12.18,Missing,Trymbi,,,,
,,,,,,,JD Gaming,Rogue,blue_side,red_side
Graves,Caitlyn,Maokai,Gwen,12.18,Odoamne,369,,,,
Sejuani,Yuumi,Lee Sin,Viego,12.18,Malrang,Kanavi,,,,
Fiora,Aatrox,Azir,Sylas,12.18,Larssen,Yagao,,,,
Vi,Viktor,Lucian,Aphelios,12.18,Comp,Hope,,,,
Gragas,Jarvan IV,Nami,Lulu,12.18,Trymbi,Missing,,,,
,,,,,,,Rogue,JD Gaming,red_side,blue_side
Graves,Caitlyn,Maokai,Ornn,12.18,Odoamne,369,,,,
Sejuani,Yuumi,Lee Sin,Viego,12.18,Malrang,Kanavi,,,,
Aphelios,Aatrox,LeBlanc,Sylas,12.18,Larssen,Yagao,,,,
Fiora,Azir,Kalista,Lucian,12.18,Comp,Hope,,,,
Vi,Viktor,Soraka,Nami,12.18,Trymbi,Missing,,,,
,,,,,,,Rogue,JD Gaming,red_side,blue_side
Lissandra,Yuumi,Camille,Sejuani,12.18,,,,,,
Fiora,Maokai,Vi,Viego,12.18,,,,,,
Jax,Aatrox,Sylas,Galio,12.18,,,,,,
Ryze,Renekton,Aphelios,Lucian,12.18,,,,,,
Gangplank,Ornn,Lulu,Nami,12.18,,,,,,
,,,,,,,Gen.G eSports,Royal Never Give Up,blue_side,red_side
Caitlyn,Aatrox,Gangplank,Renekton,12.18,,,,,,
Yuumi,Lissandra,Maokai,Trundle,12.18,,,,,,
Nami,Fiora,Akali,Sylas,12.18,,,,,,
Sejuani,Graves,Tristana,Aphelios,12.18,,,,,,
Poppy,Rell,Blitzcrank,Renata Glasc,12.18,,,,,,
,,,,,,,Royal Never Give Up,Gen.G eSports,red_side,blue_side
Lissandra,Maokai,Aatrox,Jax,12.18,,,,,,
Sylas,Caitlyn,Viego,Vi,12.18,,,,,,
Fiora,Syndra,Azir,Ahri,12.18,,,,,,
Graves,Nautilus,Draven,Lucian,12.18,,,,,,
Akali,Renata Glasc,Amumu,Nami,12.18,,,,,,
,,,,,,,CTBC Flying Oyster,Royal Never Give Up,red_side,blue_side
Kalista,Aatrox,Maokai,Sejuani,12.18,,,,,,
Azir,Caitlyn,Graves,Viego,12.18,,,,,,
Seraphine,Yuumi,Sylas,Viktor,12.18,,,,,,
Belveth,Poppy,Lucian,Aphelios,12.18,,,,,,
Renekton,Jarvan IV,Nami,Lulu,12.18,,,,,,
,,,,,,,Gen.G eSports,100 Thieves,blue_side,red_side
Maokai,Lissandra,Fiora,Renekton,12.18,,,,,,
Azir,Galio,Vi,Jarvan IV,12.18,,,,,,
Belveth,Aatrox,Akali,Viktor,12.18,,,,,,
Viego,Graves,Sivir,Seraphine,12.18,,,,,,
Sejuani,Sylas,Yuumi,Senna,12.18,,,,,,
,,,,,,,Royal Never Give Up,100 Thieves,blue_side,red_side
Sylas,Kalista,Renekton,Gragas,12.18,,,,,,
Yuumi,Aatrox,Maokai,Graves,12.18,,,,,,
Caitlyn,Draven,Syndra,Akali,12.18,,,,,,
Ornn,Viego,Varus,Lucian,12.18,,,,,,
Sejuani,Lee Sin,Leona,Nami,12.18,,,,,,
,,,,,,,CTBC Flying Oyster,Gen.G eSports,red_side,blue_side
Viego,Aatrox,Sejuani,Gnar,12.18,,,,,,
Fiora,Sylas,Belveth,Jarvan IV,12.18,,,,,,
Maokai,Yuumi,Azir,Viktor,12.18,,,,,,
Renekton,Miss Fortune,Kalista,Caitlyn,12.18,,,,,,
Poppy,Karma,Amumu,Lux,12.18,,,,,,
,,,,,,,100 Thieves,CTBC Flying Oyster,blue_side,red_side
Ornn,Aatrox,Camille,Gnar,12.18,,,,,,
Lucian,Heimerdinger,Vi,Lee Sin,12.18,,,,,,
Maokai,Yuumi,Sylas,LeBlanc,12.18,,,,,,
Renekton,Sejuani,Caitlyn,Ezreal,12.18,,,,,,
Jarvan IV,Kennen,Lux,Karma,12.18,,,,,,
,,,,,,,DRX,Rogue,blue_side,red_side
Heimerdinger,Yuumi,Ornn,Maokai,12.18,,,,,,
Akali,Caitlyn,Viego,Graves,12.18,,,,,,
Aatrox,Draven,Sylas,Azir,12.18,,,,,,
Renata Glasc,Sejuani,Lucian,Miss Fortune,12.18,,,,,,
Kalista,Renekton,Nami,Lulu,12.18,,,,,,
,,,,,,,Top Esports,DRX,blue_side,red_side
Lucian,Yuumi,Aatrox,Gnar,12.18,,,,,,
Maokai,Sejuani,Lee Sin,Vi,12.18,,,,,,
Ornn,Jax,Akali,Sylas,12.18,,,,,,
Jarvan IV,Pyke,Draven,Caitlyn,12.18,,,,,,
Renekton,Nautilus,Blitzcrank,Lux,12.18,,,,,,
,,,,,,,Top Esports,Rogue,blue_side,red_side
Sett,Caitlyn,Aatrox,Fiora,12.18,,,,,,
Sejuani,Azir,Viego,Jarvan IV,12.18,,,,,,
Yuumi,Maokai,Sylas,Anivia,12.18,,,,,,
Lee Sin,Akali,Ashe,Kalista,12.18,,,,,,
Graves,LeBlanc,Heimerdinger,Syndra,12.18,,,,,,
,,,,,,,DRX,GAM Esports,blue_side,red_side
Ornn,Yuumi,Aatrox,Rumble,12.18,,,,,,
Lucian,Caitlyn,Vi,Jarvan IV,12.18,,,,,,
Maokai,Sejuani,Akali,Azir,12.18,,,,,,
Rakan,Viktor,Ashe,Kalista,12.18,,,,,,
Soraka,Sylas,Heimerdinger,Nasus,12.18,,,,,,
,,,,,,,DRX,Rogue,blue_side,red_side
Caitlyn,Aatrox,Ornn,Renekton,12.18,,,,,,
Azir,Yuumi,Karthus,Graves,12.18,,,,,,
Maokai,Sejuani,Sett,Ahri,12.18,,,,,,
Akali,Amumu,Kalista,Lucian,12.18,,,,,,
Nidalee,Nautilus,Renata Glasc,Nami,12.18,,,,,,
,,,,,,,GAM Esports,Top Esports,blue_side,red_side
Sejuani,Maokai,Gnar,Renekton,12.18,,,,,,
Viktor,Caitlyn,Jarvan IV,Graves,12.18,,,,,,
Aatrox,Yuumi,Azir,Galio,12.18,,,,,,
Nidalee,Ornn,Lucian,Kalista,12.18,,,,,,
Karthus,Poppy,Nami,Sett,12.18,,,,,,
,,,,,,,Rogue,GAM Esports,blue_side,red_side
Renata Glasc,Sejuani,Aatrox,Irelia,12.18,,,,,,
Lucian,Yuumi,Vi,Maokai,12.18,,,,,,
Graves,Azir,Sylas,LeBlanc,12.18,,,,,,
Thresh,Amumu,Kaisa,Aphelios,12.18,,,,,,
Braum,Viego,Nautilus,Leona,12.18,,,,,,
,,,,,,,JD Gaming,DWG KIA,blue_side,red_side
Sejuani,Azir,Kennen,Gragas,12.18,,,,,,
Renata Glasc,Yuumi,Lee Sin,Graves,12.18,,,,,,
Aatrox,Maokai,Sylas,LeBlanc,12.18,,,,,,
Taliyah,Viego,Lucian,Aphelios,12.18,,,,,,
Akali,Renekton,Nami,Lulu,12.18,,,,,,
,,,,,,,JD Gaming,DWG KIA,red_side,blue_side
Maokai,Fiddlesticks,Ornn,Aatrox,12.18,,,,,,
Caitlyn,Graves,Belveth,Sejuani,12.18,,,,,,
Yuumi,Azir,Akali,Sylas,12.18,,,,,,
LeBlanc,Hecarim,Lucian,Draven,12.18,,,,,,
Lee Sin,Viego,Nami,Renata Glasc,12.18,,,,,,
,,,,,,,Evil Geniuses,DWG KIA,red_side,blue_side
Lucian,Aatrox,Maokai,Renekton,12.18,,,,,,
Azir,Yuumi,Graves,Nidalee,12.18,,,,,,
Sejuani,Senna,Akali,Sylas,12.18,,,,,,
Fiora,Caitlyn,Tristana,Kalista,12.18,,,,,,
Viego,Draven,Rell,Renata Glasc,12.18,,,,,,
,,,,,,,G2 Esports,JD Gaming,red_side,blue_side
Sylas,Yuumi,Sejuani,Fiora,12.18,,,,,,
Maokai,Azir,Viego,Belveth,12.18,,,,,,
Graves,Aatrox,LeBlanc,Swain,12.18,,,,,,
Ornn,Jayce,Lucian,Seraphine,12.18,,,,,,
Viktor,Akali,Nami,Senna,12.18,,,,,,
,,,,,,,DWG KIA,G2 Esports,blue_side,red_side
Azir,Yuumi,Maokai,Fiora,12.18,,,,,,
Caitlyn,Aatrox,Fiddlesticks,Graves,12.18,,,,,,
Taliyah,Sejuani,Sett,Sylas,12.18,,,,,,
Ornn,Akali,Kalista,Lucian,12.18,,,,,,
Gangplank,Viktor,Renata Glasc,Nami,12.18,,,,,,
,,,,,,,Evil Geniuses,JD Gaming,red_side,blue_side
Graves,Sejuani,Ornn,Shen,12.18,,,,,,
Yuumi,Aatrox,Lee Sin,Hecarim,12.18,,,,,,
Kalista,Maokai,Azir,Akali,12.18,,,,,,
Gangplank,Renata Glasc,Draven,Lucian,12.18,,,,,,
Mordekaiser,Poppy,Thresh,Nami,12.18,,,,,,
,,,,,,,G2 Esports,Evil Geniuses,red_side,blue_side
Azir,Yuumi,Maokai,Gangplank,12.18,,,,,,
Aatrox,Caitlyn,Graves,Sejuani,12.18,,,,,,
Poppy,Fiora,Lissandra,Viktor,12.18,,,,,,
Renata Glasc,Akali,Aphelios,Kalista,12.18,,,,,,
Pyke,Viego,Thresh,Soraka,12.18,,,,,,
,,,,,,,Edward Gaming,T1,red_side,blue_side
Viktor,Yuumi,Jayce,Fiora,12.18,,,,,,
Azir,Caitlyn,Sejuani,Belveth,12.18,,,,,,
Renata Glasc,Aatrox,Sylas,Akali,12.18,,,,,,
Alistar,Renekton,Lucian,Kaisa,12.18,,,,,,
Draven,LeBlanc,Nami,Heimerdinger,12.18,,,,,,
,,,,,,,T1,Cloud9,blue_side,red_side
Caitlyn,Yuumi,Gragas,Fiora,12.18,,,,,,
Aatrox,Azir,Poppy,Sejuani,12.18,,,,,,
LeBlanc,Maokai,Viktor,Akali,12.18,,,,,,
Lucian,Renata Glasc,Aphelios,Jinx,12.18,,,,,,
Varus,Ornn,Nautilus,Thresh,12.18,,,,,,
,,,,,,,Fnatic,Edward Gaming,red_side,blue_side
Caitlyn,Yuumi,Aatrox,Fiora,12.18,,,,,,
Graves,Azir,Trundle,Maokai,12.18,,,,,,
Sylas,Sejuani,Viktor,Akali,12.18,,,,,,
Lucian,Kalista,Varus,Aphelios,12.18,,,,,,
Kaisa,Jinx,Renata Glasc,Thresh,12.18,,,,,,
,,,,,,,Cloud9,Edward Gaming,red_side,blue_side
Azir,Caitlyn,Yone,Maokai,12.18,,,,,,
Viktor,Aatrox,Sejuani,Poppy,12.18,,,,,,
Renata Glasc,Fiora,Sylas,Akali,12.18,,,,,,
LeBlanc,Jax,Sivir,Lucian,12.18,,,,,,
Renekton,Camille,Yuumi,Nami,12.18,,,,,,
,,,,,,,T1,Fnatic,blue_side,red_side
Sejuani,Yuumi,Maokai,Ornn,12.18,,,,,,
Varus,Azir,Jarvan IV,Trundle,12.18,,,,,,
Aatrox,Caitlyn,Viktor,Orianna,12.18,,,,,,
Lucian,Graves,Aphelios,Jinx,12.18,,,,,,
Kalista,Thresh,Soraka,Lulu,12.18,,,,,,
,,,,,,,Fnatic,Cloud9,red_side,blue_side
Azir,Sejuani,Jax,Ornn,12.18,,,,,,
Caitlyn,Yuumi,Graves,Kindred,12.18,,,,,,
Maokai,Aatrox,Taliyah,Sylas,12.18,,,,,,
Renata Glasc,Camille,Kaisa,Tristana,12.18,,,,,,
Aphelios,Syndra,Leona,Rell,12.18,,,,,,
,,,,,,,GAM Esports,DRX,red_side,blue_side
Maokai,Yuumi,Sejuani,Renekton,12.18,,,,,,
Viego,Sylas,Hecarim,Lee Sin,12.18,,,,,,
Graves,Aatrox,Ahri,Syndra,12.18,,,,,,
Nautilus,Ornn,Caitlyn,Kalista,12.18,,,,,,
Draven,Akali,Lux,Pyke,12.18,,,,,,
,,,,,,,Gen.G eSports,CTBC Flying Oyster,blue_side,red_side
Fiora,Yuumi,Aatrox,Jax,12.18,,,,,,
Lissandra,Maokai,Viego,Graves,12.18,,,,,,
Galio,Azir,Taliyah,Akali,12.18,,,,,,
Lucian,LeBlanc,Aphelios,Kaisa,12.18,,,,,,
Varus,Sylas,Leona,Amumu,12.18,,,,,,
,,,,,,,100 Thieves,Royal Never Give Up,red_side,blue_side
Akali,Caitlyn,Jayce,Sejuani,12.18,,,,,,
Graves,Yuumi,Lee Sin,Hecarim,12.18,,,,,,
Maokai,Aatrox,Azir,Sylas,12.18,,,,,,
Viego,Poppy,Aphelios,Ezreal,12.18,,,,,,
Belveth,Camille,Renata Glasc,Bard,12.18,,,,,,
,,,,,,,DWG KIA,Evil Geniuses,blue_side,red_side
Sylas,Yuumi,Maokai,Gnar,12.18,,,,,,
Draven,Lucian,Lee Sin,Trundle,12.18,,,,,,
Aatrox,Caitlyn,Viktor,Azir,12.18,,,,,,
Aphelios,Renata Glasc,Kalista,Varus,12.18,,,,,,
Tristana,Jarvan IV,Rakan,Leona,12.18,,,,,,
,,,,,,,Rogue,Top Esports,blue_side,red_side
Senna,Azir,Renekton,Darius,12.18,,,,,,
Maokai,Aatrox,Viego,Graves,12.18,,,,,,
Sejuani,Kaisa,Taliyah,Sylas,12.18,,,,,,
Gnar,Akali,Sivir,Seraphine,12.18,,,,,,
Pyke,Belveth,Yuumi,Alistar,12.18,,,,,,
,,,,,,,JD Gaming,G2 Esports,blue_side,red_side
Poppy,Aatrox,Gnar,Jax,12.18,,,,,,
Sejuani,Yuumi,Graves,Vi,12.18,,,,,,
Renekton,Maokai,Sylas,Azir,12.18,,,,,,
Viego,Heimerdinger,Caitlyn,Draven,12.18,,,,,,
Lee Sin,Ornn,Braum,Nautilus,12.18,,,,,,
,,,,,,,DRX,Top Esports,blue_side,red_side
Maokai,Sylas,Fiora,Kennen,12.18,,,,,,
Caitlyn,Graves,Viego,Poppy,12.18,,,,,,
Azir,Aatrox,Lissandra,Viktor,12.18,,,,,,
Rell,Thresh,Aphelios,Tristana,12.18,,,,,,
Renekton,Renata Glasc,Sett,Amumu,12.18,,,,,,
,,,,,,,Royal Never Give Up,CTBC Flying Oyster,blue_side,red_side
Caitlyn,Yuumi,Jax,Aatrox,12.18,,,,,,
Fiora,Sejuani,Poppy,Viego,12.18,,,,,,
Graves,Maokai,Azir,Lissandra,12.18,,,,,,
Thresh,Renata Glasc,Tristana,Kaisa,12.18,,,,,,
Nautilus,Tahm Kench,Leona,Alistar,12.18,,,,,,
,,,,,,,Cloud9,T1,red_side,blue_side
Graves,Aatrox,Gragas,Ornn,12.18,,,,,,
Maokai,Caitlyn,Lee Sin,Poppy,12.18,,,,,,
Viego,Sejuani,Viktor,Azir,12.18,,,,,,
Amumu,Trundle,Sivir,Kalista,12.18,,,,,,
Pyke,Gnar,Yuumi,Renata Glasc,12.18,,,,,,
,,,,,,,Edward Gaming,Fnatic,blue_side,red_side
Sejuani,Graves,Aatrox,Camille,12.18,,,,,,
Caitlyn,Kalista,Poppy,Trundle,12.18,,,,,,
Yuumi,Maokai,Taliyah,Azir,12.18,,,,,,
Lucian,Varus,Miss Fortune,Aphelios,12.18,,,,,,
Nilah,Nautilus,Leona,Renata Glasc,12.18,,,,,,
,,,,,,,100 Thieves,Gen.G eSports,red_side,blue_side
Azir,Aatrox,Camille,Ornn,12.18,,,,,,
Yuumi,Caitlyn,Graves,Jarvan IV,12.18,,,,,,
Maokai,Sejuani,Viktor,Orianna,12.18,,,,,,
Amumu,Fiora,Varus,Kalista,12.18,,,,,,
Renata Glasc,Trundle,Tahm Kench,Soraka,12.18,,,,,,
,,,,,,,GAM Esports,Rogue,red_side,blue_side
LeBlanc,Nidalee,Renekton,Ornn,12.18,,,,,,
Jax,Aatrox,Maokai,Graves,12.18,,,,,,
Sejuani,Yuumi,Taliyah,Azir,12.18,,,,,,
Gragas,Camille,Varus,Kaisa,12.18,,,,,,
Amumu,Gangplank,Renata Glasc,Rell,12.18,,,,,,
,,,,,,,DWG KIA,JD Gaming,red_side,blue_side
