blue_bans,red_bans,blue_picks,red_picks,patch,blue_side,red_side,winner,loser
Heimerdinger,Ryze,Viktor,Twisted Fate,13.1,,,,
Sejuani,Renekton,Lucian,Draven,13.1,,,,
Viego,Azir,Nami,Nautilus,13.1,,,,
,,,,,Team Heretics,G2 Esports,red_side,blue_side
Jax,Graves,Ornn,Renekton,13.1,,,,
Ashe,Ryze,Maokai,Elise,13.1,,,,
Lucian,Varus,Tristana,Syndra,13.1,,,,
Azir,Jayce,Sivir,Zeri,13.1,,,,
Viktor,KSante,Yuumi,Lulu,13.1,,,,
,,,,,Team Vitality,SK Gaming,red_side,blue_side
Maokai,Ryze,KSante,Jax,13.1,,,,
Sejuani,Lucian,Jarvan IV,Wukong,13.1,,,,
Varus,Yuumi,Syndra,Sylas,13.1,,,,
Olaf,Fiora,Caitlyn,Jhin,13.1,,,,
Darius,Gnar,Ashe,Heimerdinger,13.1,,,,
,,,,,Astralis,Team BDS,red_side,blue_side
Caitlyn,Ryze,KSante,Gwen,13.1,,,,
Ashe,Lucian,Maokai,Wukong,13.1,,,,
Heimerdinger,Kalista,Azir,Akali,13.1,,,,
Sylas,Jax,Sivir,Zeri,13.1,,,,
Kassadin,Jayce,Lulu,Yuumi,13.1,,,,
,,,,,MAD Lions,Excel Esports,blue_side,red_side
Heimerdinger,Maokai,Sion,KSante,13.1,,,,
Ryze,Jax,Elise,Graves,13.1,,,,
Ashe,Lucian,Azir,Akali,13.1,,,,
Gwen,Sylas,Sivir,Varus,13.1,,,,
Karma,Kassadin,Yuumi,Lulu,13.1,,,,
,,,,,SK Gaming,G2 Esports,blue_side,red_side
Caitlyn,Ashe,KSante,Fiora,13.1,,,,
Maokai,Sejuani,Graves,Elise,13.1,,,,
Kalista,Ryze,Azir,Viktor,13.1,,,,
Jax,Wukong,Lucian,Sivir,13.1,,,,
Renekton,Viego,Nami,Yuumi,13.1,,,,
,,,,,Team Heretics,KOI,blue_side,red_side
Caitlyn,Ryze,KSante,Olaf,13.1,,,,
Lucian,Yuumi,Viego,Wukong,13.1,,,,
Sejuani,Maokai,Azir,Viktor,13.1,,,,
Kassadin,Vi,Ezreal,Varus,13.1,,,,
Nautilus,Kindred,Ashe,Heimerdinger,13.1,,,,
,,,,,Fnatic,Team BDS,red_side,blue_side
Sejuani,Ryze,Gnar,KSante,13.1,,,,
Lucian,Jax,Maokai,Viego,13.1,,,,
Ashe,Azir,Syndra,Twisted Fate,13.1,,,,
Sylas,Jayce,Caitlyn,Zeri,13.1,,,,
Aurelion Sol,Fiora,Lux,Yuumi,13.1,,,,
,,,,,Team Vitality,Astralis,blue_side,red_side
Jax,Maokai,Gnar,KSante,13.1,,,,
Sejuani,Ryze,Wukong,Vi,13.1,,,,
Ashe,Yuumi,Viktor,Azir,13.1,,,,
Syndra,Renekton,Lucian,Ezreal,13.1,,,,
Gwen,Kassadin,Lulu,Nami,13.1,,,,
,,,,,MAD Lions,Team Vitality,red_side,blue_side
Varus,Lucian,Jax,Gragas,13.1,,,,
Kassadin,Heimerdinger,Sejuani,Maokai,13.1,,,,
Yuumi,Caitlyn,Ryze,Jayce,13.1,,,,
Viktor,Nautilus,Jhin,Sivir,13.1,,,,
Orianna,Amumu,Rakan,Ashe,13.1,,,,
,,,,,KOI,Fnatic,red_side,blue_side
Lucian,Heimerdinger,Karma,Aatrox,13.1,,,,
Maokai,Ryze,Kindred,Sejuani,13.1,,,,
Yuumi,Graves,Zac,Sylas,13.1,,,,
Jax,Azir,Varus,Caitlyn,13.1,,,,
Irelia,Viktor,Ashe,Lux,13.1,,,,
,,,,,G2 Esports,Astralis,blue_side,red_side
Syndra,Ryze,Darius,Jax,13.1,,,,
Yuumi,Lucian,Sejuani,Maokai,13.1,,,,
Heimerdinger,Sylas,Akali,Twisted Fate,13.1,,,,
Jayce,Renekton,Caitlyn,Varus,13.1,,,,
Gnar,Kassadin,Lux,Karma,13.1,,,,
,,,,,Team BDS,Excel Esports,red_side,blue_side
Heimerdinger,Ryze,KSante,Camille,13.1,,,,
Jax,Lucian,Maokai,Sejuani,13.1,,,,
Sivir,Yuumi,Azir,Sylas,13.1,,,,
Soraka,Cassiopeia,Varus,Zeri,13.1,,,,
Renekton,Kassadin,Lulu,Renata Glasc,13.1,,,,
,,,,,Team Heretics,SK Gaming,red_side,blue_side
Heimerdinger,Maokai,KSante,Jax,13.1,,,,
Lucian,Varus,Sejuani,Viego,13.1,,,,
Caitlyn,Ryze,Azir,Akali,13.1,,,,
Vi,Jayce,Zeri,Draven,13.1,,,,
Kassadin,Gangplank,Yuumi,Nautilus,13.1,,,,
,,,,,Fnatic,G2 Esports,red_side,blue_side
Caitlyn,Ornn,Renekton,Aatrox,13.1,,,,
Sejuani,Ryze,Vi,Maokai,13.1,,,,
Jax,Syndra,Ahri,Kassadin,13.1,,,,
KSante,Wukong,Lucian,Kalista,13.1,,,,
Azir,Viktor,Nami,Soraka,13.1,,,,
,,,,,Excel Esports,KOI,red_side,blue_side
Maokai,Lucian,Jax,KSante,13.1,,,,
Vi,Graves,Sejuani,Wukong,13.1,,,,
Ryze,Heimerdinger,Azir,Kassadin,13.1,,,,
Renata Glasc,Yuumi,Zeri,Kalista,13.1,,,,
Cassiopeia,Akali,Braum,Nautilus,13.1,,,,
,,,,,Team Vitality,Team Heretics,blue_side,red_side
Maokai,Caitlyn,KSante,Fiora,13.1,,,,
Heimerdinger,Ryze,Viego,Sejuani,13.1,,,,
Yuumi,Lucian,Syndra,Akali,13.1,,,,
Nautilus,Xayah,Ezreal,Varus,13.1,,,,
Karma,Ashe,Bard,Thresh,13.1,,,,
,,,,,Astralis,MAD Lions,red_side,blue_side
Wukong,Jax,Gnar,Aatrox,13.1,,,,
Heimerdinger,Yuumi,Kindred,Sejuani,13.1,,,,
Ryze,Lucian,Sylas,Akali,13.1,,,,
Lux,Maokai,Varus,Caitlyn,13.1,,,,
Olaf,Vi,Karma,Thresh,13.1,,,,
,,,,,SK Gaming,Team BDS,red_side,blue_side
Maokai,Lucian,Jax,Gragas,13.1,,,,
Zeri,Yuumi,Graves,Kindred,13.1,,,,
Azir,Heimerdinger,Ryze,Syndra,13.1,,,,
Renata Glasc,Karma,Ezreal,Varus,13.1,,,,
Braum,Fiora,Leona,Rakan,13.1,,,,
,,,,,Team Vitality,Fnatic,blue_side,red_side
Caitlyn,Ryze,Renekton,KSante,13.1,,,,
Akali,Maokai,Wukong,Vi,13.1,,,,
Jax,Jayce,Viktor,Kassadin,13.1,,,,
Syndra,Lissandra,Lucian,Zeri,13.1,,,,
Galio,Gwen,Nami,Yuumi,13.1,,,,
,,,,,MAD Lions,SK Gaming,blue_side,red_side
Maokai,Caitlyn,Fiora,KSante,13.1,,,,
Heimerdinger,Lucian,Viego,Vi,13.1,,,,
Yuumi,Wukong,Ryze,Cassiopeia,13.1,,,,
Renekton,Ezreal,Xayah,Varus,13.1,,,,
Gnar,Zeri,Ashe,Karma,13.1,,,,
,,,,,Astralis,Team Heretics,red_side,blue_side
Darius,Lucian,Renekton,Olaf,13.1,,,,
Varus,Yuumi,Sejuani,Vi,13.1,,,,
Wukong,Caitlyn,Ryze,Azir,13.1,,,,
Viktor,Zeri,Ezreal,Jhin,13.1,,,,
Viego,Sivir,Ashe,Heimerdinger,13.1,,,,
,,,,,KOI,Team BDS,blue_side,red_side
Sylas,Maokai,KSante,Jax,13.1,,,,
Ryze,Caitlyn,Wukong,Graves,13.1,,,,
Yuumi,Lucian,Syndra,Viktor,13.1,,,,
Akali,Jayce,Varus,Ashe,13.1,,,,
Gwen,Karma,Jhin,Heimerdinger,13.1,,,,
,,,,,Excel Esports,G2 Esports,red_side,blue_side
